date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-01-31,0,0,0,0,0,2,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,2,0,1,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,1,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,1,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,1,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,1,0
2020-02-20,0,0,0,0,0,0,0,1,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,1,0
2020-02-22,0,0,0,0,0,0,0,0,0,1,0
2020-02-23,0,0,0,0,0,0,1,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,1,0,2,0,0
2020-02-26,0,0,0,0,0,1,0,0,0,1,0
2020-02-27,0,0,0,0,0,1,0,0,1,2,0
2020-02-28,0,0,0,0,1,0,0,0,1,0,0
2020-02-29,0,0,1,0,0,2,0,0,1,0,1
2020-03-01,0,0,0,2,1,2,2,0,0,0,0
2020-03-02,0,0,0,1,1,2,4,2,0,1,0
2020-03-03,0,0,0,1,1,1,3,0,2,1,0
2020-03-04,0,0,0,4,1,3,3,4,0,0,0
2020-03-05,0,0,0,3,4,4,2,2,5,3,0
2020-03-06,0,0,0,2,1,3,4,2,2,3,1
2020-03-07,0,0,0,2,2,6,4,2,3,3,1
2020-03-08,0,0,0,6,2,4,7,3,6,4,1
2020-03-09,0,0,1,2,5,9,9,9,7,5,3
2020-03-10,0,0,2,4,5,14,19,13,9,5,4
2020-03-11,0,1,1,5,7,11,10,7,9,4,2
2020-03-12,1,2,1,3,8,12,20,8,13,7,3
2020-03-13,0,0,1,3,7,12,14,10,14,8,2
2020-03-14,1,0,0,9,9,20,9,10,5,5,4
2020-03-15,0,1,1,8,7,7,21,11,12,8,1
2020-03-16,1,0,1,4,3,14,17,13,7,9,3
2020-03-17,0,0,0,7,2,8,14,6,13,4,2
2020-03-18,0,0,1,8,10,12,13,7,8,10,4
2020-03-19,0,0,2,5,7,7,11,9,7,10,2
2020-03-20,0,3,1,4,3,9,17,4,6,10,12
2020-03-21,1,0,0,5,4,14,7,4,8,11,2
2020-03-22,0,0,0,5,6,8,9,7,6,14,5
2020-03-23,0,1,0,7,8,7,15,6,9,13,2
2020-03-24,0,0,1,3,9,13,16,9,4,11,1
