date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-21,,,,,,,,,,
2020-02-22,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,1,1,0,1,0,0,0
2020-02-24,0,0,0,0,0,0,0,1,0,4
2020-02-25,0,0,0,0,0,0,1,2,1,0
2020-02-26,0,1,3,1,2,4,3,1,3,2
2020-02-27,0,0,1,0,2,3,2,0,2,0
2020-02-28,0,0,0,0,1,1,0,5,5,2
2020-02-29,0,0,0,0,2,2,1,7,4,2
2020-03-01,0,1,0,0,0,1,1,4,5,2
2020-03-02,0,0,0,0,1,1,3,4,10,1
2020-03-03,0,0,0,2,2,2,11,11,9,4
2020-03-04,0,0,0,0,2,3,11,16,7,3
2020-03-05,0,0,0,1,6,7,4,13,12,3
2020-03-06,0,0,0,1,3,10,15,15,12,4
2020-03-07,0,0,0,3,1,6,5,14,16,6
2020-03-08,0,0,0,2,5,4,9,10,15,2
2020-03-09,0,0,1,2,5,8,6,17,17,6
2020-03-10,0,0,1,2,5,2,7,15,25,11
2020-03-11,0,0,1,1,4,12,8,21,22,4
2020-03-12,0,0,1,3,3,10,12,20,21,8
2020-03-13,0,0,2,3,6,6,20,30,28,8
2020-03-14,0,0,1,0,6,11,17,30,20,7
2020-03-15,0,0,0,0,8,11,8,20,27,7
2020-03-16,0,0,2,2,4,14,22,25,26,6
2020-03-17,1,0,0,1,9,11,28,34,26,9
2020-03-18,1,0,2,0,6,11,17,24,21,11
2020-03-19,0,1,1,2,7,8,23,47,39,14
2020-03-20,0,0,1,3,4,30,17,36,50,17
2020-03-21,0,1,2,2,5,21,35,32,36,6
2020-03-22,0,0,0,0,3,15,20,34,30,11
2020-03-23,3,0,2,3,9,14,23,39,20,14
2020-03-24,0,0,1,4,5,18,33,37,31,14
2020-03-25,0,0,1,1,6,14,19,37,45,18
2020-03-26,0,0,1,1,7,16,19,25,35,7
2020-03-27,1,0,3,4,12,20,18,34,42,9
2020-03-28,0,1,0,3,9,7,16,27,31,13
2020-03-29,0,0,2,5,2,14,11,23,23,9
2020-03-30,0,0,0,4,5,11,10,21,34,9
2020-03-31,0,0,1,5,5,13,12,15,27,5
2020-04-01,0,0,0,2,9,6,16,9,30,14
2020-04-02,0,0,2,1,12,12,14,18,22,13
2020-04-03,0,0,0,1,5,12,6,15,32,21
2020-04-04,0,0,0,1,3,8,3,10,23,14
2020-04-05,0,0,0,4,4,8,6,6,20,6
2020-04-06,0,1,2,1,7,10,7,9,19,11
2020-04-07,0,0,0,1,2,11,4,4,20,13
2020-04-08,0,0,0,0,3,12,8,13,20,8
2020-04-09,0,0,2,1,5,9,5,13,13,6
2020-04-10,1,0,1,2,1,2,11,7,21,17
2020-04-11,0,0,1,3,2,7,9,15,13,12
2020-04-12,0,0,1,0,2,4,4,9,20,14
2020-04-13,0,0,1,0,1,4,4,11,20,8
2020-04-14,0,0,2,0,0,5,3,10,31,19
2020-04-15,0,0,1,1,2,6,3,4,16,16
2020-04-16,0,0,0,1,2,8,3,14,20,14
2020-04-17,1,0,1,2,5,3,3,6,16,18
2020-04-18,0,0,1,3,0,2,3,10,18,8
2020-04-19,0,0,1,0,1,1,3,4,11,8
2020-04-20,0,1,3,0,3,4,3,4,11,16
2020-04-21,0,1,0,1,2,1,5,1,20,10
2020-04-22,0,0,1,0,1,2,2,13,17,7
2020-04-23,0,0,1,2,2,0,5,9,15,9
2020-04-24,0,0,0,0,2,5,3,4,16,5
2020-04-25,0,0,1,1,4,3,3,7,9,6
2020-04-26,0,0,0,0,1,1,2,3,3,9
2020-04-27,0,0,0,4,1,1,2,3,11,3
2020-04-28,1,1,0,2,1,5,1,3,7,5
2020-04-29,0,0,0,1,2,2,2,2,5,8
2020-04-30,0,0,2,1,0,0,6,4,8,9
2020-05-01,0,0,1,1,1,1,1,2,4,5
2020-05-02,0,0,1,0,2,1,2,2,8,4
2020-05-03,0,0,0,1,1,0,3,1,4,2
2020-05-04,0,0,0,3,0,2,1,3,11,5
2020-05-05,0,0,1,0,0,3,4,1,7,3
2020-05-06,1,0,0,2,3,2,3,1,8,6
2020-05-07,0,0,0,2,0,0,1,3,4,2
2020-05-08,0,0,0,1,0,4,0,1,5,3
2020-05-09,0,0,1,0,2,2,1,2,5,0
2020-05-10,0,0,0,1,1,2,1,3,5,3
2020-05-11,0,0,0,1,1,2,1,4,9,5
2020-05-12,0,0,0,1,0,0,0,2,4,3
2020-05-13,0,0,0,1,1,0,0,1,2,3
2020-05-14,0,0,1,0,1,1,1,1,1,2
2020-05-15,0,0,0,1,1,2,0,1,4,3
2020-05-16,0,0,0,0,1,0,1,1,2,2
2020-05-17,0,0,1,2,0,0,0,2,2,1
2020-05-18,0,0,0,0,0,0,0,4,1,2
2020-05-19,0,0,0,0,0,1,0,3,2,1
2020-05-20,0,0,0,1,1,1,2,0,2,2
2020-05-21,0,0,0,0,1,1,0,0,3,1
2020-05-22,0,0,0,2,0,0,0,2,3,0
2020-05-23,0,0,1,0,0,0,2,0,2,1
2020-05-24,1,0,0,1,0,0,0,0,0,0
2020-05-25,0,0,0,1,0,2,2,3,3,1
2020-05-26,0,0,0,0,0,1,0,2,1,0
2020-05-27,0,0,1,0,1,0,0,3,0,2
2020-05-28,0,0,0,1,0,1,0,1,5,1
2020-05-29,0,0,0,0,0,0,0,1,1,0
2020-05-30,0,0,1,0,0,0,0,0,2,0
2020-05-31,0,0,0,0,0,0,0,1,0,0
2020-06-01,1,0,0,0,1,0,0,1,1,1
2020-06-02,0,0,0,0,0,1,0,1,2,0
2020-06-03,0,0,0,0,0,0,0,1,0,0
2020-06-04,0,0,1,0,0,0,0,2,3,1
2020-06-05,0,0,0,0,1,0,0,1,2,2
2020-06-06,0,0,0,0,0,1,1,0,2,0
2020-06-07,0,0,1,0,0,0,0,1,0,0
2020-06-08,0,0,1,0,1,0,0,0,1,0
2020-06-09,0,0,0,0,0,0,0,0,1,2
2020-06-10,0,0,0,1,0,1,1,1,1,0
2020-06-11,0,0,0,0,0,1,0,0,0,0
2020-06-12,0,0,1,1,0,0,0,0,0,2
2020-06-13,0,0,0,0,0,0,1,0,2,0
2020-06-14,0,0,0,0,0,0,1,0,1,1
2020-06-15,0,0,0,0,1,0,0,0,1,0
2020-06-16,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,1,0,1,0,0,0
2020-06-18,0,0,0,0,1,0,0,0,0,1
2020-06-19,0,0,0,0,0,1,0,0,0,0
2020-06-20,0,0,0,0,1,0,0,1,0,0
2020-06-21,0,0,0,0,1,0,1,1,0,0
2020-06-22,0,0,0,0,0,0,0,1,1,0
2020-06-23,0,0,0,0,0,0,0,0,1,0
2020-06-24,0,0,0,0,0,1,0,0,0,0
2020-06-25,0,0,1,0,0,0,2,0,0,2
2020-06-26,0,0,1,2,0,0,0,0,0,0
2020-06-27,0,0,0,0,0,1,0,1,0,0
2020-06-28,0,0,1,1,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,1,0,0,1,0
2020-06-30,0,0,0,0,0,1,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,1,0,0,0,0
2020-07-03,0,0,1,0,0,0,0,1,0,2
2020-07-04,1,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,2,3,0
2020-07-06,0,0,1,0,0,0,0,0,2,1
2020-07-07,0,0,0,0,0,1,0,1,1,0
2020-07-08,0,0,0,0,0,1,0,1,2,1
2020-07-09,0,0,1,0,0,0,0,0,0,0
2020-07-10,0,0,1,1,0,1,0,1,1,0
2020-07-11,0,0,1,0,1,1,0,0,0,0
2020-07-12,0,0,0,1,0,0,0,0,0,0
2020-07-13,0,0,1,1,0,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,1,0,0,0,1,0,1,1
2020-07-17,0,1,1,0,4,0,0,0,0,2
2020-07-18,0,0,0,0,0,0,0,1,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,0,0,0,0,1,0,2,0
2020-07-21,0,0,0,0,0,0,0,0,1,0
2020-07-22,0,0,0,1,0,0,0,0,0,0
2020-07-23,0,0,1,1,0,0,0,1,0,0
2020-07-24,0,0,0,0,0,0,0,0,1,0
2020-07-25,0,0,0,0,1,0,0,1,0,0
2020-07-26,0,0,1,0,0,0,0,0,2,0
2020-07-27,0,0,0,0,0,0,0,1,0,0
2020-07-28,0,0,1,0,1,1,0,0,0,1
2020-07-29,0,0,0,1,0,0,1,0,0,0
2020-07-30,0,0,0,0,1,0,1,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,1,1,0,0,0
2020-08-02,0,0,0,1,0,0,0,1,0,2
2020-08-03,0,0,1,0,0,0,1,1,0,1
2020-08-04,0,0,0,0,0,0,0,0,2,0
2020-08-05,0,0,0,1,0,0,0,0,0,0
2020-08-06,1,0,0,0,1,0,0,0,1,1
2020-08-07,1,1,0,0,0,0,0,1,0,0
2020-08-08,0,0,0,0,0,0,0,0,0,1
2020-08-09,0,0,1,0,0,0,0,0,0,0
2020-08-10,0,0,0,1,0,1,0,0,0,0
2020-08-11,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,1,0,1,0,0,0,1,0
2020-08-13,0,0,1,0,1,3,0,1,1,0
2020-08-14,0,0,0,0,0,1,0,0,0,0
2020-08-15,0,0,0,0,0,1,1,0,0,0
2020-08-16,0,0,1,0,0,0,0,0,1,1
2020-08-17,0,0,1,0,0,0,0,0,0,0
2020-08-18,0,0,0,1,1,0,0,2,0,0
2020-08-19,0,0,0,0,1,1,0,2,1,1
2020-08-20,0,0,0,0,0,0,0,0,0,1
2020-08-21,0,0,0,0,0,0,1,0,0,1
2020-08-22,0,0,0,0,0,0,0,1,1,1
2020-08-23,0,0,0,0,1,1,0,3,0,0
2020-08-24,0,0,0,0,0,0,1,1,0,0
2020-08-25,0,0,0,0,1,2,0,0,1,2
2020-08-26,0,0,0,1,0,2,1,0,2,0
2020-08-27,0,0,0,0,2,0,0,3,1,0
2020-08-28,0,0,0,0,0,1,0,0,1,0
2020-08-29,0,0,1,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,1,1,0,1,0
2020-08-31,0,1,0,1,0,0,0,1,1,0
2020-09-01,0,0,0,0,3,1,2,0,2,1
2020-09-02,0,0,1,0,1,2,1,3,1,0
2020-09-03,0,0,0,0,0,1,0,2,0,0
2020-09-04,0,0,1,0,0,1,0,1,1,0
2020-09-05,0,0,0,0,1,1,1,1,1,1
2020-09-06,0,0,0,0,2,1,0,0,0,0
2020-09-07,0,0,1,2,1,0,1,1,1,1
2020-09-08,0,1,1,0,0,1,0,1,2,0
2020-09-09,0,0,0,0,1,2,0,2,0,0
2020-09-10,0,0,0,1,0,1,1,1,3,0
2020-09-11,0,0,0,0,0,0,1,0,2,0
2020-09-12,0,0,1,0,0,0,2,1,0,1
2020-09-13,0,0,0,1,1,1,1,0,0,0
2020-09-14,0,0,0,0,0,0,2,4,0,0
2020-09-15,0,0,0,0,0,1,1,0,1,2
2020-09-16,0,0,0,0,0,2,0,1,4,0
2020-09-17,0,0,0,1,0,3,1,0,0,0
2020-09-18,0,0,0,1,0,0,1,1,0,0
2020-09-19,0,1,1,0,1,0,1,1,0,0
2020-09-20,0,0,0,0,1,0,0,0,0,0
2020-09-21,0,0,0,1,0,2,1,2,1,1
2020-09-22,0,0,0,0,0,0,1,3,1,0
2020-09-23,0,0,0,0,0,0,0,0,3,0
2020-09-24,0,0,0,1,0,1,0,0,0,0
2020-09-25,0,0,0,1,0,2,0,2,3,0
2020-09-26,0,0,0,0,1,0,1,0,3,0
2020-09-27,0,0,1,2,1,0,1,1,0,1
2020-09-28,0,0,0,0,0,1,0,2,2,1
2020-09-29,0,0,0,0,0,0,0,0,1,0
2020-09-30,0,0,0,1,1,1,0,3,2,0
2020-10-01,0,0,2,1,0,1,2,3,1,0
2020-10-02,0,0,0,0,4,0,1,3,1,3
2020-10-03,0,0,3,0,3,1,0,2,0,0
2020-10-04,0,0,0,1,0,3,0,4,2,0
2020-10-05,1,0,0,0,3,0,4,3,3,1
2020-10-06,0,0,0,0,3,2,1,1,4,1
2020-10-07,0,0,1,0,0,1,1,0,1,2
2020-10-08,0,0,0,0,1,1,1,5,5,2
2020-10-09,0,0,2,0,1,2,3,3,2,0
2020-10-10,0,2,2,1,2,3,2,2,10,3
2020-10-11,0,0,0,2,2,4,3,2,10,0
2020-10-12,0,1,2,1,2,2,4,7,4,8
2020-10-13,0,0,0,0,1,3,6,8,8,3
2020-10-14,0,0,0,1,3,2,4,8,12,5
2020-10-15,0,0,0,2,1,0,5,4,4,5
2020-10-16,0,0,0,0,3,4,6,4,8,2
2020-10-17,0,0,0,4,3,2,4,6,8,2
2020-10-18,0,0,0,0,2,4,2,5,5,7
2020-10-19,1,1,0,1,2,4,10,6,11,4
2020-10-20,0,1,3,1,3,0,5,6,10,7
2020-10-21,0,1,0,2,2,5,10,6,7,13
2020-10-22,1,0,1,1,4,6,8,14,11,3
2020-10-23,0,1,4,3,6,4,6,15,17,10
2020-10-24,0,0,0,1,1,5,3,6,14,9
2020-10-25,2,0,2,1,3,5,13,8,18,5
2020-10-26,0,0,1,2,6,6,12,21,22,7
2020-10-27,1,0,4,2,2,5,8,17,11,8
2020-10-28,0,0,1,2,5,5,9,14,16,10
2020-10-29,1,2,1,6,5,6,10,16,28,4
2020-10-30,0,0,2,6,6,11,15,14,14,14
2020-10-31,0,0,4,5,3,12,9,13,17,13
2020-11-01,1,1,3,5,6,7,7,12,18,9
2020-11-02,0,0,0,8,3,6,10,14,26,15
2020-11-03,0,0,3,5,6,9,9,17,28,10
2020-11-04,1,0,2,4,0,11,16,13,33,12
2020-11-05,1,0,1,0,2,15,18,21,20,10
2020-11-06,0,0,2,4,7,10,8,26,28,8
2020-11-07,0,0,1,4,7,6,15,18,21,5
2020-11-08,1,1,4,6,5,7,8,19,22,5
2020-11-09,0,1,3,5,5,12,17,17,26,9
2020-11-10,1,0,1,1,5,10,10,27,21,11
2020-11-11,1,0,1,1,4,7,14,25,25,9
2020-11-12,0,0,7,3,4,6,11,22,37,12
2020-11-13,0,1,4,5,7,7,12,12,36,13
2020-11-14,1,0,2,6,10,9,10,26,24,9
2020-11-15,1,0,2,5,5,15,13,20,24,8
2020-11-16,0,0,2,6,7,10,11,18,44,14
2020-11-17,1,0,2,3,5,6,17,27,39,16
2020-11-18,0,0,2,3,4,13,14,22,28,13
2020-11-19,1,1,1,2,7,5,17,25,22,19
2020-11-20,3,2,1,10,6,11,13,19,35,14
2020-11-21,2,0,1,6,3,7,5,17,32,16
2020-11-22,1,1,0,1,8,1,11,14,20,12
2020-11-23,0,2,5,3,5,9,13,22,36,17
2020-11-24,0,0,4,6,7,11,8,19,23,10
2020-11-25,1,0,6,2,8,4,14,19,26,12
2020-11-26,2,1,3,2,6,2,13,18,31,14
2020-11-27,1,0,2,1,6,9,10,16,25,16
2020-11-28,0,0,2,6,2,11,10,18,22,13
2020-11-29,0,1,1,4,5,8,4,6,17,9
2020-11-30,1,0,4,2,4,8,10,17,25,13
2020-12-01,1,0,6,5,5,8,14,14,38,20
2020-12-02,1,0,2,3,4,10,14,16,34,19
2020-12-03,0,2,2,0,5,6,18,17,33,22
2020-12-04,1,1,2,3,3,7,13,14,20,17
2020-12-05,2,1,1,1,10,7,10,15,21,18
2020-12-06,1,0,5,5,7,7,6,10,18,8
2020-12-07,0,0,1,3,4,13,6,10,22,10
2020-12-08,0,0,1,6,2,7,3,19,28,19
2020-12-09,2,0,3,7,4,6,16,13,20,12
2020-12-10,0,0,2,3,7,12,11,15,33,12
2020-12-11,2,1,1,3,2,9,13,9,35,15
2020-12-12,0,1,2,6,3,6,7,16,24,12
2020-12-13,1,0,1,3,2,2,10,12,14,14
2020-12-14,0,0,1,1,8,9,4,14,27,23
2020-12-15,0,2,1,1,6,4,6,20,27,15
2020-12-16,0,0,3,1,5,9,10,21,15,11
2020-12-17,0,1,2,4,3,4,10,18,20,20
2020-12-18,0,0,2,3,2,2,7,19,26,17
2020-12-19,0,0,3,3,0,9,12,13,34,6
2020-12-20,0,0,2,1,3,3,2,13,27,12
2020-12-21,1,2,2,4,6,8,13,12,21,7
2020-12-22,1,1,3,4,0,7,6,16,21,12
2020-12-23,0,0,2,4,2,8,9,18,29,17
2020-12-24,0,0,1,4,5,5,9,20,24,15
2020-12-25,2,0,2,3,0,7,10,14,20,5
2020-12-26,0,1,1,2,2,5,5,15,26,12
2020-12-27,0,0,0,2,3,3,10,15,18,10
2020-12-28,0,1,2,4,4,6,11,13,26,15
2020-12-29,1,0,3,7,6,5,15,19,34,13
2020-12-30,0,1,2,5,3,5,9,15,28,15
2020-12-31,1,1,0,1,4,8,10,19,32,17
2021-01-01,0,0,1,3,2,5,9,19,25,9
2021-01-02,2,0,5,1,5,8,11,18,30,16
2021-01-03,0,1,0,1,3,5,10,14,38,15
2021-01-04,1,0,1,1,3,5,7,22,45,17
2021-01-05,1,1,2,3,5,13,14,26,40,11
