date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-23,0,0,0,0,0,1,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,1,0
2020-02-26,0,0,0,0,0,0,0,0,1,1,0
2020-02-27,0,0,0,1,0,1,1,0,2,0,1
2020-02-28,0,0,0,0,1,0,0,2,5,2,1
2020-02-29,0,0,0,0,0,0,1,0,1,1,0
2020-03-01,0,0,0,1,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,1,0,0,0,0,1
2020-03-03,0,0,0,0,0,1,1,1,3,0,0
2020-03-04,0,0,0,1,0,1,3,4,3,2,1
2020-03-05,0,0,0,1,0,2,2,6,5,1,0
2020-03-06,0,0,1,2,1,5,3,6,8,5,1
2020-03-07,0,0,0,1,1,7,63,5,7,10,0
2020-03-08,0,0,1,2,1,6,8,3,8,7,1
2020-03-09,0,0,0,4,1,9,5,3,8,2,2
2020-03-10,0,0,0,3,7,5,8,4,3,10,3
2020-03-11,0,0,0,7,7,16,14,14,10,5,2
2020-03-12,1,0,1,6,8,11,13,11,16,18,6
2020-03-13,0,2,0,13,15,30,31,12,18,21,6
2020-03-14,1,0,1,7,13,19,27,20,14,27,11
2020-03-15,0,0,0,12,6,10,14,13,13,15,4
2020-03-16,1,0,1,8,10,23,37,23,19,23,9
2020-03-17,1,1,0,11,15,32,46,28,32,25,6
2020-03-18,2,1,1,12,21,36,43,30,27,22,5
2020-03-19,0,0,0,3,15,22,20,21,29,32,5
2020-03-20,1,0,2,6,13,25,38,23,31,17,7
2020-03-21,2,1,0,10,10,42,59,37,37,40,6
2020-03-22,2,1,0,15,14,35,66,33,26,34,14
2020-03-23,0,0,3,10,20,35,51,42,41,48,13
2020-03-24,1,0,0,13,13,26,50,21,42,19,7
2020-03-25,1,1,1,12,14,44,50,39,41,38,11
2020-03-26,1,0,1,13,18,48,44,34,31,24,6
2020-03-27,0,1,0,23,40,71,88,48,51,59,11
2020-03-28,0,0,1,24,20,43,75,23,38,69,23
2020-03-29,2,0,2,18,25,44,65,27,23,32,15
2020-03-30,1,1,1,7,22,46,52,21,28,48,27
2020-03-31,1,0,1,19,34,59,78,43,41,63,31
2020-04-01,0,0,1,14,31,56,58,36,40,55,37
2020-04-02,2,1,1,15,38,53,82,29,51,56,25
2020-04-03,1,0,1,16,24,32,46,27,28,87,51
2020-04-04,0,2,1,18,28,59,52,46,34,78,40
2020-04-05,0,0,3,26,35,62,93,40,37,78,52
2020-04-06,2,0,2,17,18,30,51,17,26,56,30
2020-04-07,1,1,0,13,25,35,59,22,23,63,38
2020-04-08,0,0,7,29,43,64,70,43,48,134,85
2020-04-09,0,2,2,26,25,58,64,26,35,105,94
2020-04-10,1,2,2,32,31,60,78,37,66,188,133
2020-04-11,1,1,1,26,30,68,93,24,43,145,102
2020-04-12,0,1,1,22,13,38,43,25,26,114,98
2020-04-13,0,2,2,11,15,28,33,20,34,75,59
2020-04-14,1,1,0,7,18,37,30,11,30,82,61
2020-04-15,2,1,3,26,33,57,55,42,49,157,112
2020-04-16,0,0,4,36,34,70,78,38,56,155,132
2020-04-17,4,3,1,15,28,50,49,20,20,92,78
2020-04-18,1,1,4,29,25,71,64,28,49,111,86
2020-04-19,1,1,1,10,10,16,25,7,22,63,24
2020-04-20,0,0,3,17,24,37,47,21,32,124,96
2020-04-21,2,1,1,26,38,83,84,28,39,103,63
2020-04-22,1,1,8,16,16,40,51,19,22,102,66
2020-04-23,3,3,7,31,29,66,62,27,41,112,55
2020-04-24,1,4,9,21,36,58,79,27,27,84,77
2020-04-25,1,1,3,15,16,47,35,28,26,57,66
2020-04-26,0,0,5,6,5,30,32,12,13,26,24
2020-04-27,2,2,4,13,9,21,26,13,21,27,11
2020-04-28,0,1,8,12,24,29,44,17,47,111,75
2020-04-29,3,1,3,29,30,38,52,21,26,42,48
2020-04-30,0,2,3,15,25,47,60,24,12,35,28
2020-05-01,1,0,2,10,13,23,17,10,13,68,41
2020-05-02,0,2,5,10,12,18,33,16,15,54,25
2020-05-03,0,2,1,5,6,10,16,7,4,11,5
2020-05-04,0,0,2,3,7,15,20,6,11,16,9
2020-05-05,1,1,4,12,12,17,22,10,5,9,10
2020-05-06,2,0,6,10,18,25,27,8,18,25,12
2020-05-07,1,0,4,8,12,16,37,9,8,22,15
2020-05-08,0,0,3,10,14,11,24,10,12,19,20
2020-05-09,0,1,3,6,13,20,17,8,7,22,13
2020-05-10,0,1,0,2,4,9,12,4,1,4,3
2020-05-11,0,0,3,5,3,8,10,4,3,8,4
2020-05-12,1,2,3,4,12,11,20,6,6,17,11
2020-05-13,0,0,3,7,8,18,18,6,7,13,14
2020-05-14,0,2,2,8,7,13,19,11,11,16,17
2020-05-15,1,1,1,2,6,7,9,5,2,13,7
2020-05-16,0,1,0,8,2,3,14,1,1,4,2
2020-05-17,0,1,0,5,5,2,4,0,5,8,5
2020-05-18,0,0,3,3,6,12,10,4,6,25,15
2020-05-19,0,2,1,7,10,4,8,6,5,17,15
2020-05-20,0,0,2,3,4,11,12,4,4,10,9
2020-05-21,1,0,1,6,4,9,9,2,8,7,11
2020-05-22,0,1,2,2,4,6,5,2,6,8,5
2020-05-23,0,1,0,2,5,8,12,4,0,7,4
2020-05-24,0,0,0,3,1,3,3,1,0,3,1
2020-05-25,0,0,1,3,3,2,4,5,3,4,2
2020-05-26,0,2,0,2,8,5,6,6,5,10,3
2020-05-27,0,1,1,1,0,5,9,0,7,4,3
2020-05-28,4,0,0,2,3,3,7,5,2,7,11
2020-05-29,1,1,0,3,3,5,4,2,3,4,3
2020-05-30,0,0,2,5,3,4,6,2,2,7,1
2020-05-31,0,1,1,2,1,2,4,4,1,5,1
2020-06-01,1,0,1,2,1,9,7,2,1,3,1
2020-06-02,0,0,2,0,1,0,0,3,0,3,3
2020-06-03,0,0,0,2,0,4,3,1,1,2,4
2020-06-04,0,0,0,2,2,2,4,2,2,2,3
2020-06-05,1,1,0,2,1,2,3,1,2,5,4
2020-06-06,1,0,0,1,0,0,2,0,1,0,0
2020-06-07,0,1,0,1,0,0,0,0,1,0,0
2020-06-08,0,0,0,1,2,2,1,2,0,0,1
2020-06-09,1,0,0,1,2,2,4,1,3,0,0
2020-06-10,0,1,2,1,4,5,4,4,2,4,3
2020-06-11,0,1,0,0,2,2,5,6,2,5,0
2020-06-12,3,1,0,0,0,2,4,1,0,1,0
2020-06-13,0,1,0,0,2,2,3,2,3,2,1
2020-06-14,0,0,1,0,1,0,2,1,0,0,0
2020-06-15,0,0,0,0,0,0,3,1,0,3,2
2020-06-16,0,0,1,2,2,1,2,1,1,6,3
2020-06-17,0,1,1,3,1,0,7,0,1,1,3
2020-06-18,0,1,3,1,2,2,1,0,1,1,1
2020-06-19,1,0,0,3,0,2,3,2,1,3,2
2020-06-20,1,0,0,0,1,3,3,2,3,3,1
2020-06-21,0,0,0,0,1,0,0,1,0,0,2
2020-06-22,0,0,0,1,0,0,1,0,0,0,1
2020-06-23,0,0,0,2,0,3,6,2,1,1,4
2020-06-24,0,0,0,0,0,1,2,0,0,4,0
2020-06-25,0,0,0,0,0,1,1,0,1,1,1
2020-06-26,0,0,0,1,0,4,1,0,1,2,1
2020-06-27,0,0,0,1,0,1,2,3,1,0,0
2020-06-28,0,0,0,0,0,0,1,0,0,0,0
2020-06-29,0,0,0,1,1,1,1,0,0,0,0
2020-06-30,0,0,1,1,1,1,2,0,1,1,1
2020-07-01,0,0,2,1,0,3,0,1,0,1,2
2020-07-02,0,0,0,1,1,1,2,0,1,0,1
2020-07-03,0,0,0,1,1,2,1,0,0,3,1
2020-07-04,1,0,1,2,1,1,1,0,0,5,0
2020-07-05,0,0,0,1,0,0,1,0,1,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,1,0
2020-07-07,0,0,0,1,0,1,1,2,1,4,0
2020-07-08,0,0,0,1,2,1,3,0,1,1,0
2020-07-09,0,0,1,0,1,0,1,0,0,2,0
2020-07-10,0,0,0,0,1,1,0,1,0,2,0
2020-07-11,1,0,0,1,0,0,1,0,0,1,0
2020-07-12,0,0,0,1,0,0,1,0,0,1,1
2020-07-13,0,0,0,0,0,2,0,1,0,2,0
2020-07-14,0,0,0,1,1,0,0,1,0,2,0
2020-07-15,0,0,0,1,0,0,1,1,0,2,0
2020-07-16,0,0,2,0,3,0,1,0,1,1,4
2020-07-17,0,0,0,0,1,0,0,1,0,0,1
2020-07-18,0,0,2,1,1,0,0,0,0,0,1
2020-07-19,0,0,0,0,0,2,1,0,0,1,0
2020-07-20,0,0,0,0,1,0,1,0,1,1,0
2020-07-21,0,0,0,0,2,0,0,1,1,1,0
2020-07-22,1,0,0,0,0,0,2,1,0,0,1
2020-07-23,0,0,0,1,1,0,0,0,0,0,0
2020-07-24,0,0,1,1,1,4,0,1,1,2,3
2020-07-25,0,0,0,0,0,4,1,0,0,0,1
2020-07-26,0,0,0,0,3,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,1,0,0,0,2,0
2020-07-28,1,2,0,0,2,0,0,0,1,1,0
2020-07-29,1,0,0,0,0,4,1,0,0,0,0
2020-07-30,0,0,2,1,1,1,59,0,0,1,0
2020-07-31,1,0,0,1,0,2,1,0,2,0,0
2020-08-01,0,0,0,1,1,1,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,1,1,1
2020-08-03,0,0,0,2,1,2,1,0,0,0,0
2020-08-04,0,0,2,1,3,5,1,1,2,0,0
2020-08-05,3,0,1,3,5,1,2,0,1,0,1
2020-08-06,2,0,4,7,0,6,0,0,0,0,0
2020-08-07,0,0,3,5,4,0,1,0,0,1,1
2020-08-08,1,1,8,5,1,2,0,2,1,0,0
2020-08-09,1,0,0,2,1,0,0,1,0,2,1
2020-08-10,0,0,3,4,3,2,1,3,0,0,0
2020-08-11,0,0,2,5,2,3,2,0,2,2,0
2020-08-12,0,1,2,0,1,1,1,1,1,3,0
2020-08-13,0,0,4,4,1,2,2,4,0,0,0
2020-08-14,2,1,8,15,3,2,1,2,0,1,1
2020-08-15,1,0,0,3,5,2,1,0,0,1,0
2020-08-16,0,0,0,1,2,3,0,1,0,0,0
2020-08-17,0,0,2,2,0,2,1,1,1,1,0
2020-08-18,1,0,3,5,8,1,2,0,0,1,0
2020-08-19,1,1,4,9,4,2,5,5,0,3,1
2020-08-20,1,2,4,2,3,2,0,1,4,0,0
2020-08-21,0,0,1,7,4,3,4,2,1,1,0
2020-08-22,0,0,2,5,6,0,4,2,1,3,2
2020-08-23,0,1,1,3,2,0,1,0,1,1,1
2020-08-24,0,1,1,10,8,3,6,1,1,2,0
2020-08-25,3,3,2,13,1,3,10,5,1,0,0
2020-08-26,2,2,4,11,8,2,4,0,0,1,1
2020-08-27,2,2,3,13,7,4,13,2,4,14,10
2020-08-28,0,0,3,10,4,4,9,5,2,4,2
2020-08-29,2,1,1,3,3,4,2,1,1,1,0
2020-08-30,2,1,3,4,6,2,1,0,1,1,0
2020-08-31,2,0,2,6,4,6,4,1,0,0,0
2020-09-01,0,1,2,13,4,6,4,6,2,0,1
2020-09-02,1,5,4,12,7,3,3,1,3,0,0
2020-09-03,2,0,4,9,6,9,5,1,2,5,1
2020-09-04,1,1,1,4,7,8,5,5,2,0,0
2020-09-05,1,2,2,4,3,7,5,1,2,2,0
2020-09-06,1,0,1,3,1,3,0,2,1,2,0
2020-09-07,1,2,1,3,5,4,3,1,3,2,0
2020-09-08,3,3,4,9,8,6,7,3,4,2,1
2020-09-09,0,3,2,8,5,5,7,4,6,5,1
2020-09-10,0,5,7,10,1,5,3,4,0,2,3
