date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-15,0,0,0,0,0,0,0,0,1,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,1,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,1,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,1,0
2020-02-21,0,0,0,0,1,2,2,0,1,1,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,1,0,0,0,0,0,1,0,1,0,0
2020-02-24,0,0,0,0,0,0,2,3,1,3,0
2020-02-25,0,0,0,1,0,0,0,1,1,1,0
2020-02-26,0,0,1,0,0,1,1,0,1,1,0
2020-02-27,0,0,0,0,0,1,2,0,3,1,1
2020-02-28,1,0,0,0,0,3,1,2,2,2,0
2020-02-29,0,0,0,0,1,2,4,3,1,1,0
2020-03-01,0,0,1,1,1,1,1,3,1,9,2
2020-03-02,0,0,0,0,3,2,2,4,3,1,1
2020-03-03,0,0,0,3,3,1,4,8,10,0,2
2020-03-04,0,0,0,1,3,5,5,5,1,1,0
2020-03-05,0,0,0,1,5,7,5,4,7,3,3
2020-03-06,0,0,0,1,2,5,10,6,5,5,2
2020-03-07,0,0,0,2,5,4,7,8,7,5,6
2020-03-08,0,1,0,6,3,8,12,12,9,6,3
2020-03-09,0,0,2,4,9,17,16,10,12,7,4
2020-03-10,0,0,0,3,7,13,23,12,12,12,6
2020-03-11,0,1,0,3,12,10,18,14,3,4,4
2020-03-12,0,0,1,3,10,6,12,10,10,13,6
2020-03-13,0,1,0,1,9,17,27,11,9,10,9
2020-03-14,0,1,1,5,3,15,12,9,9,14,5
2020-03-15,0,1,2,8,7,9,27,15,8,15,9
2020-03-16,0,0,0,4,8,11,21,14,12,11,7
2020-03-17,0,0,0,5,7,10,21,11,12,17,5
2020-03-18,0,1,1,9,4,14,16,6,10,13,1
2020-03-19,0,2,0,5,12,15,21,8,11,10,7
2020-03-20,1,0,0,5,8,6,7,13,11,24,7
2020-03-21,1,1,2,5,3,5,14,7,9,10,6
2020-03-22,0,0,2,5,11,11,18,5,6,22,8
2020-03-23,1,0,0,8,3,8,18,7,15,11,5
2020-03-24,1,0,1,6,7,16,16,6,3,17,6
2020-03-25,0,0,1,2,3,9,13,5,5,6,9
2020-03-26,0,0,0,4,5,5,3,4,3,14,6
2020-03-27,0,0,0,4,3,8,10,6,4,9,3
2020-03-28,0,2,1,0,5,9,15,10,8,4,4
2020-03-29,1,1,1,1,3,12,9,2,3,12,6
2020-03-30,0,0,0,1,1,8,10,4,4,10,5
2020-03-31,0,0,0,2,3,4,4,4,2,6,7
2020-04-01,1,1,0,4,5,9,12,7,6,11,15
2020-04-02,0,0,0,6,2,4,4,7,8,4,4
2020-04-03,0,1,1,2,1,2,6,5,1,9,6
2020-04-04,1,0,1,4,6,4,7,2,5,9,4
2020-04-05,0,0,0,2,5,4,6,4,7,10,10
2020-04-06,0,0,0,3,4,5,10,3,6,8,4
2020-04-07,0,0,0,1,4,8,3,5,5,10,8
2020-04-08,0,0,0,2,0,3,4,1,2,10,6
2020-04-09,0,0,0,2,2,2,4,1,7,8,6
2020-04-10,0,0,0,1,1,4,2,1,4,5,4
2020-04-11,0,0,0,3,0,1,3,1,3,7,2
2020-04-12,0,0,1,1,0,4,5,3,1,6,2
2020-04-13,0,1,1,2,3,2,0,2,4,5,2
