date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-24,0,0,0,0,0,0,0,0,1,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,1,0,2,1,2,2,3,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,2,6,3,2
2020-02-29,0,0,0,0,0,1,0,0,1,1,0
2020-03-01,0,0,0,0,0,0,1,1,0,1,0
2020-03-02,0,0,0,0,0,0,0,0,0,1,0
2020-03-03,0,0,0,0,0,0,0,0,1,0,0
2020-03-04,0,0,0,0,0,0,1,0,1,0,0
2020-03-05,0,0,0,0,0,0,0,0,2,0,0
2020-03-06,0,0,0,0,0,0,1,1,2,0,0
2020-03-07,0,0,0,0,0,0,2,1,1,1,2
2020-03-08,0,1,0,0,0,0,2,4,1,2,0
2020-03-09,0,0,0,1,1,3,9,4,3,2,2
2020-03-10,0,0,0,1,0,2,5,1,3,3,2
2020-03-11,1,0,0,2,4,2,6,5,12,5,1
2020-03-12,0,0,0,1,6,2,5,7,4,8,0
2020-03-13,0,0,1,1,5,14,9,10,6,13,7
2020-03-14,0,0,0,5,3,5,1,7,4,9,1
2020-03-15,0,0,0,2,1,4,5,6,7,5,5
2020-03-16,1,0,0,1,2,9,11,6,9,16,5
2020-03-17,0,0,1,6,9,10,19,8,12,14,5
2020-03-18,1,1,0,2,4,6,12,9,7,7,2
2020-03-19,0,0,1,0,5,5,16,15,16,16,5
2020-03-20,0,2,1,1,10,19,29,13,22,15,5
2020-03-21,0,0,0,3,3,8,19,16,20,21,6
2020-03-22,0,1,1,4,9,12,13,13,11,19,9
2020-03-23,2,1,2,2,3,13,27,10,20,26,2
2020-03-24,0,0,0,1,4,14,14,12,11,25,6
2020-03-25,0,0,1,3,4,12,15,11,19,14,5
2020-03-26,0,0,0,4,3,17,23,10,15,22,6
2020-03-27,0,0,0,1,8,12,19,8,18,10,7
2020-03-28,0,0,1,3,7,12,19,10,11,16,8
2020-03-29,1,1,0,2,8,6,8,3,12,29,10
2020-03-30,0,1,0,8,6,18,27,10,10,16,6
2020-03-31,1,0,0,5,5,11,9,12,14,29,10
2020-04-01,0,0,1,5,8,18,19,6,7,23,9
2020-04-02,0,0,1,5,6,14,15,7,11,16,9
2020-04-03,0,0,1,10,9,15,31,11,12,29,16
2020-04-04,0,1,1,7,17,21,23,8,17,26,18
2020-04-05,0,0,1,5,6,12,11,5,11,11,7
2020-04-06,0,0,1,5,4,15,20,9,12,23,17
2020-04-07,1,0,1,5,7,21,22,6,17,16,12
2020-04-08,0,1,1,6,6,10,12,7,11,45,18
2020-04-09,0,0,1,4,5,7,16,5,6,14,8
2020-04-10,0,0,3,2,9,19,15,9,6,11,10
2020-04-11,0,1,1,2,5,8,7,1,5,15,6
2020-04-12,0,0,1,6,3,12,7,5,2,9,11
2020-04-13,1,1,0,12,6,11,14,8,11,50,27
2020-04-14,0,0,3,2,11,11,20,9,10,25,22
2020-04-15,0,0,0,5,5,15,12,5,2,16,12
2020-04-16,0,1,0,4,3,8,17,5,2,6,4
2020-04-17,0,0,0,7,5,11,19,4,6,23,12
2020-04-18,0,0,1,3,1,8,7,6,8,17,14
2020-04-19,0,0,0,1,1,5,3,1,3,14,14
