date,80_+,others
2020-01-31,1.0,3
2020-02-01,0.0,1
2020-02-02,0.0,3
2020-02-03,0.0,0
2020-02-04,0.0,0
2020-02-05,0.0,0
2020-02-06,0.0,0
2020-02-07,0.0,1
2020-02-08,1.0,0
2020-02-09,1.0,2
2020-02-10,1.0,4
2020-02-11,2.0,1
2020-02-12,3.0,4
2020-02-13,0.0,3
2020-02-14,2.0,6
2020-02-15,6.0,13
2020-02-16,1.0,9
2020-02-17,3.0,15
2020-02-18,4.0,23
2020-02-19,4.0,22
2020-02-20,10.0,52
2020-02-21,6.0,48
2020-02-22,9.0,68
2020-02-23,13.0,59
2020-02-24,13.0,106
2020-02-25,33.0,113
2020-02-26,24.0,115
2020-02-27,27.0,118
2020-02-28,38.0,197
2020-02-29,41.0,151
2020-03-01,67.0,306
2020-03-02,60.0,244
2020-03-03,86.0,267
2020-03-04,56.0,280
2020-03-05,89.0,340
2020-03-06,92.0,389
2020-03-07,107.0,435
2020-03-08,96.0,567
2020-03-09,121.0,635
2020-03-10,148.0,738
2020-03-11,94.0,602
2020-03-12,121.0,594
2020-03-13,118.0,719
2020-03-14,119.0,588
2020-03-15,144.0,669
2020-03-16,131.0,701
2020-03-17,103.0,522
2020-03-18,148.0,552
2020-03-19,115.0,436
2020-03-20,172.0,633
2020-03-21,136.0,394
2020-03-22,108.0,373
2020-03-23,147.0,430
2020-03-24,123.0,321
2020-03-25,139.0,339
2020-03-26,102.0,294
2020-03-27,112.0,335
2020-03-28,117.0,287
2020-03-29,92.0,225
2020-03-30,129.0,338
2020-03-31,105.0,244
2020-04-01,157.0,314
2020-04-02,108.0,200
2020-04-03,116.0,225
2020-04-04,116.0,201
2020-04-05,99.0,156
2020-04-06,101.0,201
2020-04-07,85.0,171
2020-04-08,90.0,193
2020-04-09,90.0,160
2020-04-10,115.0,204
2020-04-11,77.0,148
2020-04-12,66.0,149
2020-04-13,79.0,127
2020-04-14,102.0,144
2020-04-15,93.0,135
2020-04-16,80.0,119
2020-04-17,65.0,129
2020-04-18,50.0,122
2020-04-19,42.0,83
2020-04-20,59.0,120
2020-04-21,34.0,83
2020-04-22,42.0,90
2020-04-23,32.0,101
2020-04-24,22.0,85
2020-04-25,32.0,78
2020-04-26,20.0,61
