date,80_+,others
2020-03-06,1.0,22
2020-03-07,1.0,19
2020-03-08,1.0,15
2020-03-09,0.0,23
2020-03-10,1.0,34
2020-03-11,1.0,23
2020-03-12,6.0,72
2020-03-13,2.0,68
2020-03-14,6.0,64
2020-03-15,8.0,70
2020-03-16,9.0,81
2020-03-17,15.0,84
2020-03-18,11.0,93
2020-03-19,8.0,65
2020-03-20,8.0,95
2020-03-21,10.0,81
2020-03-22,7.0,82
2020-03-23,19.0,122
2020-03-24,4.0,111
2020-03-25,31.0,168
2020-03-26,18.0,114
2020-03-27,16.0,159
2020-03-28,8.0,78
2020-03-29,11.0,101
2020-03-30,30.0,136
2020-03-31,32.0,143
2020-04-01,17.0,123
2020-04-02,11.0,76
2020-04-03,5.0,122
2020-04-04,8.0,88
2020-04-05,9.0,74
2020-04-06,11.0,83
2020-04-07,2.0,71
2020-04-08,6.0,92
2020-04-09,7.0,77
2020-04-10,7.0,75
2020-04-11,4.0,95
2020-04-12,5.0,49
2020-04-13,9.0,52
2020-04-14,9.0,58
2020-04-15,5.0,71
2020-04-16,3.0,47
2020-04-17,1.0,50
2020-04-18,3.0,36
2020-04-19,1.0,32
2020-04-20,3.0,50
2020-04-21,8.0,38
2020-04-22,12.0,34
2020-04-23,6.0,49
2020-04-24,2.0,44
2020-04-25,1.0,15
2020-04-26,2.0,8
2020-04-27,4.0,31
2020-04-28,1.0,22
2020-04-29,2.0,22
2020-04-30,1.0,38
2020-05-01,3.0,16
2020-05-02,2.0,18
2020-05-03,1.0,9
2020-05-04,3.0,35
2020-05-05,1.0,16
2020-05-06,0.0,10
2020-05-07,0.0,31
2020-05-08,1.0,10
2020-05-09,0.0,15
2020-05-10,0.0,6
2020-05-11,1.0,11
2020-05-12,0.0,11
2020-05-13,3.0,19
2020-05-14,1.0,15
2020-05-15,1.0,12
2020-05-16,0.0,12
2020-05-17,1.0,4
2020-05-18,1.0,11
2020-05-19,0.0,14
2020-05-20,0.0,10
2020-05-21,0.0,12
2020-05-22,1.0,8
2020-05-23,0.0,7
2020-05-24,1.0,1
2020-05-25,0.0,13
2020-05-26,0.0,13
2020-05-27,0.0,8
2020-05-28,2.0,9
2020-05-29,0.0,7
2020-05-30,0.0,4
2020-05-31,0.0,2
2020-06-01,0.0,7
2020-06-02,0.0,3
2020-06-03,0.0,2
2020-06-04,0.0,0
2020-06-05,0.0,3
2020-06-06,0.0,6
2020-06-07,1.0,2
2020-06-08,0.0,6
2020-06-09,0.0,6
2020-06-10,0.0,5
2020-06-11,0.0,2
2020-06-12,0.0,1
2020-06-13,1.0,4
2020-06-14,0.0,0
2020-06-15,0.0,3
2020-06-16,0.0,2
2020-06-17,1.0,1
2020-06-18,0.0,1
2020-06-19,0.0,1
2020-06-20,1.0,2
2020-06-21,0.0,9
2020-06-22,0.0,11
2020-06-23,0.0,27
2020-06-24,1.0,4
2020-06-25,0.0,0
2020-06-26,0.0,4
2020-06-27,0.0,6
2020-06-28,0.0,18
2020-06-29,0.0,9
2020-06-30,0.0,11
2020-07-01,0.0,2
2020-07-02,1.0,9
2020-07-03,0.0,7
2020-07-04,0.0,21
2020-07-05,0.0,3
2020-07-06,1.0,0
2020-07-07,0.0,9
2020-07-08,1.0,10
2020-07-09,0.0,5
2020-07-10,0.0,4
2020-07-11,0.0,7
2020-07-12,0.0,2
2020-07-13,0.0,1
2020-07-14,1.0,8
2020-07-15,1.0,16
2020-07-16,0.0,12
2020-07-17,3.0,11
2020-07-18,1.0,8
2020-07-19,0.0,5
2020-07-20,1.0,17
2020-07-21,1.0,15
2020-07-22,0.0,22
2020-07-23,0.0,4
2020-07-24,0.0,17
2020-07-25,0.0,32
2020-07-26,0.0,11
2020-07-27,2.0,18
2020-07-28,2.0,17
2020-07-29,1.0,8
2020-07-30,0.0,7
2020-07-31,0.0,11
2020-08-01,1.0,4
2020-08-02,0.0,4
2020-08-03,1.0,5
2020-08-04,0.0,7
2020-08-05,0.0,10
2020-08-06,0.0,8
2020-08-07,0.0,16
2020-08-08,2.0,12
2020-08-09,2.0,16
2020-08-10,3.0,43
2020-08-11,0.0,20
2020-08-12,1.0,34
2020-08-13,0.0,32
2020-08-14,2.0,35
2020-08-15,1.0,42
2020-08-16,1.0,29
2020-08-17,3.0,42
2020-08-18,0.0,56
2020-08-19,0.0,55
2020-08-20,0.0,100
2020-08-21,0.0,126
2020-08-22,0.0,136
2020-08-23,0.0,125
2020-08-24,1.0,222
2020-08-25,1.0,184
2020-08-26,2.0,200
2020-08-27,2.0,172
2020-08-28,6.0,144
2020-08-29,4.0,147
2020-08-30,0.0,76
2020-08-31,3.0,157
2020-09-01,2.0,105
2020-09-02,0.0,149
2020-09-03,5.0,108
2020-09-04,6.0,205
2020-09-05,1.0,111
2020-09-06,1.0,41
2020-09-07,4.0,228
2020-09-08,4.0,156
2020-09-09,6.0,91
2020-09-10,7.0,134
2020-09-11,0.0,126
2020-09-12,4.0,130
2020-09-13,2.0,53
2020-09-14,7.0,201
2020-09-15,4.0,191
2020-09-16,4.0,144
2020-09-17,4.0,119
2020-09-18,5.0,185
2020-09-19,5.0,63
2020-09-20,3.0,81
2020-09-21,7.0,309
2020-09-22,5.0,284
2020-09-23,8.0,229
2020-09-24,4.0,226
2020-09-25,11.0,308
2020-09-26,6.0,209
2020-09-27,5.0,153
2020-09-28,4.0,364
2020-09-29,9.0,369
2020-09-30,8.0,379
2020-10-01,7.0,421
2020-10-02,25.0,463
2020-10-03,6.0,276
2020-10-04,17.0,418
2020-10-05,55.0,890
2020-10-06,19.0,625
2020-10-07,26.0,705
2020-10-08,18.0,558
2020-10-09,18.0,740
2020-10-10,40.0,839
2020-10-11,11.0,602
2020-10-12,33.0,1555
2020-10-13,48.0,1686
2020-10-14,45.0,1775
2020-10-15,29.0,1796
2020-10-16,52.0,1867
2020-10-17,33.0,1279
2020-10-18,35.0,925
2020-10-19,83.0,2739
2020-10-20,49.0,2697
2020-10-21,86.0,2856
2020-10-22,56.0,2410
2020-10-23,77.0,2843
2020-10-24,47.0,1765
2020-10-25,49.0,1320
2020-10-26,95.0,3460
2020-10-27,120.0,3074
2020-10-28,114.0,3515
2020-10-29,120.0,3657
2020-10-30,163.0,3951
2020-10-31,143.0,3011
2020-11-01,61.0,1627
2020-11-02,163.0,4328
2020-11-03,197.0,4703
2020-11-04,226.0,4920
2020-11-05,213.0,4175
2020-11-06,190.0,4377
2020-11-07,148.0,3179
2020-11-08,73.0,1862
2020-11-09,198.0,4801
2020-11-10,232.0,4661
2020-11-11,200.0,4520
2020-11-12,230.0,4147
2020-11-13,191.0,3999
2020-11-14,146.0,3393
2020-11-15,101.0,1848
2020-11-16,190.0,4055
2020-11-17,178.0,3496
2020-11-18,213.0,4019
2020-11-19,186.0,3973
2020-11-20,190.0,3310
2020-11-21,131.0,2476
2020-11-22,69.0,1493
2020-11-23,178.0,3293
2020-11-24,203.0,3380
2020-11-25,146.0,2603
2020-11-26,160.0,2723
2020-11-27,141.0,1918
2020-11-28,120.0,1849
2020-11-29,64.0,906
2020-11-30,125.0,2129
2020-12-01,89.0,1877
2020-12-02,117.0,1621
2020-12-03,77.0,1509
2020-12-04,81.0,1389
2020-12-05,65.0,1218
2020-12-06,46.0,600
2020-12-07,76.0,1395
2020-12-08,50.0,583
2020-12-09,75.0,1182
2020-12-10,71.0,1166
2020-12-11,60.0,1254
2020-12-12,43.0,875
2020-12-13,12.0,341
2020-12-14,59.0,1011
2020-12-15,43.0,866
2020-12-16,47.0,905
2020-12-17,57.0,951
2020-12-18,61.0,852
2020-12-19,43.0,694
2020-12-20,30.0,455
2020-12-21,64.0,1027
2020-12-22,52.0,1112
2020-12-23,54.0,971
2020-12-24,35.0,616
2020-12-25,13.0,283
2020-12-26,28.0,334
2020-12-27,52.0,611
2020-12-28,69.0,1260
2020-12-29,66.0,1220
2020-12-30,84.0,1302
2020-12-31,37.0,715
2021-01-01,15.0,317
2021-01-02,46.0,954
2021-01-03,27.0,498
2021-01-04,76.0,1355
2021-01-05,49.0,1161
2021-01-06,36.0,620
2021-01-07,82.0,1258
2021-01-08,56.0,1142
2021-01-09,57.0,1006
2021-01-10,38.0,551
2021-01-11,90.0,1150
2021-01-12,64.0,1089
2021-01-13,60.0,1046
2021-01-14,57.0,1048
2021-01-15,33.0,940
2021-01-16,45.0,701
2021-01-17,26.0,407
2021-01-18,53.0,1031
2021-01-19,62.0,976
2021-01-20,56.0,948
2021-01-21,57.0,902
2021-01-22,82.0,1027
2021-01-23,30.0,894
2021-01-24,21.0,411
2021-01-25,43.0,1289
2021-01-26,40.0,1126
2021-01-27,45.0,1112
2021-01-28,51.0,1007
2021-01-29,63.0,1340
2021-01-30,47.0,998
2021-01-31,32.0,677
2021-02-01,82.0,1354
2021-02-02,82.0,1263
2021-02-03,73.0,1460
2021-02-04,72.0,1425
2021-02-05,80.0,1600
2021-02-06,46.0,1258
2021-02-07,27.0,697
2021-02-08,70.0,1553
2021-02-09,68.0,1315
2021-02-10,63.0,1492
2021-02-11,65.0,1552
2021-02-12,77.0,1523
2021-02-13,30.0,971
2021-02-14,42.0,677
2021-02-15,79.0,1365
2021-02-16,43.0,1257
2021-02-17,63.0,1451
2021-02-18,78.0,1501
2021-02-19,54.0,1420
2021-02-20,56.0,1212
2021-02-21,37.0,626
2021-02-22,92.0,2014
2021-02-23,77.0,1922
2021-02-24,78.0,2070
2021-02-25,61.0,1985
2021-02-26,99.0,2209
2021-02-27,66.0,1747
2021-02-28,33.0,1003
2021-03-01,78.0,2648
2021-03-02,107.0,2210
2021-03-03,109.0,2486
2021-03-04,88.0,2025
2021-03-05,86.0,2111
2021-03-06,62.0,1776
2021-03-07,40.0,1127
2021-03-08,119.0,2593
2021-03-09,124.0,2506
2021-03-10,94.0,2298
2021-03-11,80.0,2278
2021-03-12,82.0,2420
2021-03-13,81.0,2162
2021-03-14,30.0,1173
2021-03-15,100.0,2454
2021-03-16,91.0,2177
2021-03-17,105.0,2085
2021-03-18,103.0,2129
2021-03-19,84.0,1964
2021-03-20,65.0,1699
2021-03-21,42.0,938
2021-03-22,98.0,2119
2021-03-23,74.0,1957
2021-03-24,100.0,1993
2021-03-25,71.0,2008
2021-03-26,103.0,2143
2021-03-27,84.0,1523
2021-03-28,33.0,830
2021-03-29,91.0,2114
2021-03-30,64.0,2152
2021-03-31,95.0,1962
2021-04-01,87.0,2105
2021-04-02,83.0,2151
2021-04-03,64.0,1429
2021-04-04,25.0,537
2021-04-05,33.0,792
2021-04-06,91.0,2141
2021-04-07,68.0,1999
2021-04-08,60.0,1767
2021-04-09,71.0,2021
2021-04-10,63.0,1673
2021-04-11,27.0,998
2021-04-12,84.0,2197
2021-04-13,74.0,2121
2021-04-14,77.0,2067
2021-04-15,59.0,1953
2021-04-16,57.0,1894
2021-04-17,47.0,1679
2021-04-18,21.0,930
