date,80_+,others
2020-03-07,1,1
2020-03-08,1,0
2020-03-09,0,0
2020-03-10,1,1
2020-03-11,1,0
2020-03-12,0,1
2020-03-13,0,2
2020-03-14,1,2
2020-03-15,1,3
2020-03-16,0,2
2020-03-17,1,3
2020-03-18,1,6
2020-03-19,5,2
2020-03-20,6,2
2020-03-21,3,8
2020-03-22,2,12
2020-03-23,4,6
2020-03-24,6,9
2020-03-25,5,10
2020-03-26,2,8
2020-03-27,9,6
2020-03-28,3,6
2020-03-29,1,11
2020-03-30,5,6
2020-03-31,6,9
2020-04-01,9,5
2020-04-02,3,11
2020-04-03,5,6
2020-04-04,7,6
2020-04-05,3,13
2020-04-06,2,11
2020-04-07,2,2
2020-04-08,2,4
2020-04-09,2,4
2020-04-10,4,9
2020-04-11,2,7
2020-04-12,2,7
2020-04-13,4,3
2020-04-14,4,6
2020-04-15,0,5
2020-04-16,2,5
2020-04-17,3,9
2020-04-18,1,6
2020-04-19,0,6
2020-04-20,1,3
2020-04-21,2,4
2020-04-22,2,5
2020-04-23,0,3
2020-04-24,3,3
2020-04-25,1,2
2020-04-26,2,0
2020-04-27,1,0
2020-04-28,0,1
2020-04-29,0,3
2020-04-30,1,1
2020-05-01,2,0
2020-05-02,2,0
2020-05-03,2,1
2020-05-04,3,0
2020-05-05,2,0
2020-05-06,1,2
2020-05-07,0,0
2020-05-08,0,2
2020-05-09,0,2
2020-05-10,0,0
2020-05-11,0,4
2020-05-12,0,0
2020-05-13,1,0
2020-05-14,0,0
2020-05-15,0,0
2020-05-16,0,1
2020-05-17,1,1
2020-05-18,3,0
2020-05-19,0,1
2020-05-20,1,0
2020-05-21,0,3
2020-05-22,0,0
2020-05-23,1,1
2020-05-24,0,0
2020-05-25,0,0
2020-05-26,1,0
2020-05-27,0,0
2020-05-28,1,0
2020-05-29,0,2
2020-05-30,0,0
2020-05-31,0,0
2020-06-01,0,2
2020-06-02,0,0
2020-06-03,0,0
2020-06-04,1,0
2020-06-05,0,0
2020-06-06,0,0
2020-06-07,0,0
2020-06-08,0,1
2020-06-09,1,0
2020-06-10,0,2
2020-06-11,0,0
2020-06-12,0,0
2020-06-13,0,0
2020-06-14,0,0
2020-06-15,0,0
2020-06-16,0,0
2020-06-17,0,0
2020-06-18,0,0
2020-06-19,0,0
2020-06-20,0,0
2020-06-21,0,0
2020-06-22,0,0
2020-06-23,0,0
2020-06-24,0,0
2020-06-25,1,0
2020-06-26,0,0
2020-06-27,0,0
2020-06-28,1,0
2020-06-29,0,0
2020-06-30,0,0
2020-07-01,0,0
2020-07-02,0,0
2020-07-03,0,0
2020-07-04,0,0
2020-07-05,0,0
2020-07-06,0,0
2020-07-07,0,0
2020-07-08,0,0
2020-07-09,0,0
2020-07-10,0,0
2020-07-11,0,0
2020-07-12,0,0
2020-07-13,0,0
2020-07-14,0,0
2020-07-15,0,0
2020-07-16,0,1
2020-07-17,0,0
2020-07-18,0,1
2020-07-19,0,0
2020-07-20,0,0
2020-07-21,0,0
2020-07-22,0,0
2020-07-23,0,0
2020-07-24,0,0
2020-07-25,0,0
2020-07-26,0,0
2020-07-27,0,0
2020-07-28,1,0
2020-07-29,0,0
2020-07-30,0,1
2020-07-31,0,0
2020-08-01,0,0
2020-08-02,0,1
2020-08-03,1,0
2020-08-04,0,0
2020-08-05,1,1
2020-08-06,0,0
2020-08-07,0,0
2020-08-08,0,0
2020-08-09,0,0
2020-08-10,0,0
2020-08-11,0,0
2020-08-12,0,0
2020-08-13,0,0
2020-08-14,0,0
2020-08-15,0,0
2020-08-16,0,0
2020-08-17,0,0
2020-08-18,0,0
2020-08-19,0,0
2020-08-20,0,0
2020-08-21,0,0
2020-08-22,0,1
2020-08-23,0,0
2020-08-24,0,1
2020-08-25,0,2
2020-08-26,1,1
2020-08-27,0,0
2020-08-28,0,0
2020-08-29,0,0
2020-08-30,1,0
2020-08-31,0,0
2020-09-01,0,0
2020-09-02,1,1
2020-09-03,0,1
2020-09-04,0,0
2020-09-05,0,0
2020-09-06,0,0
2020-09-07,4,0
2020-09-08,0,0
2020-09-09,0,0
2020-09-10,0,1
2020-09-11,0,1
2020-09-12,0,1
2020-09-13,0,1
2020-09-14,0,0
2020-09-15,1,1
2020-09-16,0,2
2020-09-17,0,1
2020-09-18,1,3
2020-09-19,0,0
2020-09-20,0,0
2020-09-21,1,0
2020-09-22,0,0
2020-09-23,0,2
2020-09-24,2,1
2020-09-25,1,2
2020-09-26,0,0
2020-09-27,0,2
2020-09-28,2,0
2020-09-29,1,0
2020-09-30,0,1
2020-10-01,0,2
2020-10-02,0,3
2020-10-03,0,0
2020-10-04,1,1
2020-10-05,2,4
2020-10-06,0,1
2020-10-07,4,2
2020-10-08,0,7
2020-10-09,1,3
2020-10-10,0,4
2020-10-11,4,7
2020-10-12,7,3
2020-10-13,2,6
2020-10-14,4,9
2020-10-15,3,3
2020-10-16,8,11
2020-10-17,9,7
2020-10-18,3,2
2020-10-19,4,5
2020-10-20,15,17
2020-10-21,12,8
2020-10-22,12,14
2020-10-23,11,10
2020-10-24,11,16
2020-10-25,9,12
2020-10-26,18,19
2020-10-27,8,21
2020-10-28,12,30
2020-10-29,10,13
2020-10-30,11,23
2020-10-31,15,22
2020-11-01,12,28
2020-11-02,18,25
2020-11-03,15,36
2020-11-04,15,25
2020-11-05,19,21
2020-11-06,22,21
2020-11-07,16,22
2020-11-08,18,21
2020-11-09,19,19
2020-11-10,26,42
2020-11-11,29,35
2020-11-12,25,46
2020-11-13,14,36
2020-11-14,19,44
2020-11-15,29,26
2020-11-16,21,31
2020-11-17,26,44
2020-11-18,21,38
2020-11-19,33,40
2020-11-20,20,34
2020-11-21,16,44
2020-11-22,13,29
2020-11-23,25,39
2020-11-24,18,38
2020-11-25,20,40
2020-11-26,20,28
2020-11-27,12,29
2020-11-28,18,38
2020-11-29,15,24
2020-11-30,15,36
2020-12-01,20,29
2020-12-02,15,44
2020-12-03,28,28
2020-12-04,17,34
2020-12-05,9,12
2020-12-06,15,16
2020-12-07,18,17
2020-12-08,10,18
2020-12-09,13,29
2020-12-10,17,22
2020-12-11,18,21
2020-12-12,10,18
2020-12-13,20,12
2020-12-14,13,22
2020-12-15,12,14
2020-12-16,15,20
2020-12-17,9,20
2020-12-18,11,17
2020-12-19,6,14
2020-12-20,8,11
2020-12-21,6,11
2020-12-22,9,13
2020-12-23,5,22
2020-12-24,9,15
2020-12-25,13,15
2020-12-26,11,9
2020-12-27,6,14
2020-12-28,8,15
2020-12-29,12,6
2020-12-30,5,11
2020-12-31,9,10
2021-01-01,9,10
2021-01-02,6,8
2021-01-03,14,10
2021-01-04,6,15
2021-01-05,10,9
2021-01-06,6,8
2021-01-07,7,11
2021-01-08,12,13
2021-01-09,9,10
2021-01-10,10,9
2021-01-11,15,10
