date,80_+,others
2020-03-08,1.0,0
2020-03-09,1.0,12
2020-03-10,1.0,9
2020-03-11,0.0,17
2020-03-12,3.0,10
2020-03-13,2.0,27
2020-03-14,3.0,32
2020-03-15,2.0,20
2020-03-16,4.0,47
2020-03-17,4.0,36
2020-03-18,13.0,78
2020-03-19,3.0,56
2020-03-20,7.0,51
2020-03-21,4.0,66
2020-03-22,4.0,43
2020-03-23,5.0,81
2020-03-24,6.0,72
2020-03-25,7.0,90
2020-03-26,8.0,92
2020-03-27,5.0,66
2020-03-28,4.0,50
2020-03-29,1.0,6
2020-03-30,4.0,24
2020-03-31,7.0,32
2020-04-01,3.0,27
2020-04-02,2.0,29
2020-04-03,6.0,16
2020-04-04,8.0,21
2020-04-05,0.0,1
2020-04-06,6.0,7
2020-04-07,0.0,23
2020-04-08,2.0,1
2020-04-09,0.0,8
2020-04-10,1.0,5
2020-04-11,0.0,7
2020-04-12,0.0,1
2020-04-13,0.0,1
2020-04-14,1.0,7
2020-04-15,1.0,5
2020-04-16,1.0,4
2020-04-17,0.0,5
2020-04-18,0.0,4
2020-04-19,0.0,1
2020-04-20,0.0,5
2020-04-21,0.0,3
2020-04-22,0.0,6
2020-04-23,0.0,2
2020-04-24,0.0,6
2020-04-25,1.0,7
2020-04-26,0.0,2
2020-04-27,0.0,2
2020-04-28,0.0,6
2020-04-29,0.0,0
2020-04-30,0.0,2
2020-05-01,0.0,0
2020-05-02,0.0,0
2020-05-03,0.0,2
2020-05-04,2.0,7
2020-05-05,0.0,0
2020-05-06,0.0,3
2020-05-07,1.0,4
2020-05-08,0.0,2
2020-05-09,0.0,2
2020-05-10,1.0,2
2020-05-11,0.0,0
2020-05-12,0.0,1
2020-05-13,0.0,0
2020-05-14,0.0,2
2020-05-15,0.0,2
2020-05-16,1.0,1
2020-05-17,0.0,0
2020-05-18,1.0,0
2020-05-19,0.0,2
2020-05-20,1.0,0
2020-05-21,0.0,1
2020-05-22,0.0,0
2020-05-23,0.0,0
2020-05-24,0.0,0
2020-05-25,0.0,1
2020-05-26,0.0,0
2020-05-27,0.0,0
2020-05-28,0.0,0
2020-05-29,0.0,0
2020-05-30,0.0,0
2020-05-31,0.0,0
2020-06-01,0.0,0
2020-06-02,0.0,0
2020-06-03,0.0,0
2020-06-04,0.0,0
2020-06-05,0.0,0
2020-06-06,0.0,2
2020-06-07,0.0,0
2020-06-08,0.0,3
2020-06-09,1.0,0
2020-06-10,0.0,0
2020-06-11,0.0,0
2020-06-12,0.0,0
2020-06-13,0.0,0
2020-06-14,0.0,0
2020-06-15,0.0,1
2020-06-16,0.0,0
2020-06-17,0.0,0
2020-06-18,0.0,1
2020-06-19,0.0,0
2020-06-20,0.0,0
2020-06-21,0.0,0
2020-06-22,0.0,1
2020-06-23,0.0,0
2020-06-24,0.0,0
2020-06-25,0.0,1
2020-06-26,0.0,0
2020-06-27,0.0,0
2020-06-28,0.0,0
2020-06-29,1.0,0
2020-06-30,0.0,0
2020-07-01,1.0,3
2020-07-02,0.0,1
2020-07-03,0.0,1
2020-07-04,0.0,0
2020-07-05,0.0,0
2020-07-06,0.0,0
2020-07-07,0.0,0
2020-07-08,0.0,1
2020-07-09,0.0,0
2020-07-10,0.0,1
2020-07-11,0.0,1
2020-07-12,0.0,0
2020-07-13,0.0,1
2020-07-14,0.0,1
2020-07-15,0.0,0
2020-07-16,0.0,2
2020-07-17,0.0,2
2020-07-18,0.0,0
2020-07-19,0.0,0
2020-07-20,0.0,3
2020-07-21,0.0,2
2020-07-22,0.0,2
2020-07-23,0.0,2
2020-07-24,0.0,0
2020-07-25,0.0,0
2020-07-26,0.0,0
2020-07-27,0.0,0
2020-07-28,0.0,0
2020-07-29,0.0,0
2020-07-30,0.0,2
2020-07-31,0.0,3
2020-08-01,0.0,5
2020-08-02,0.0,1
2020-08-03,0.0,2
2020-08-04,0.0,2
2020-08-05,0.0,3
2020-08-06,0.0,6
2020-08-07,0.0,11
2020-08-08,0.0,9
2020-08-09,0.0,4
2020-08-10,0.0,3
2020-08-11,0.0,4
2020-08-12,0.0,7
2020-08-13,0.0,8
2020-08-14,1.0,12
2020-08-15,0.0,2
2020-08-16,0.0,1
2020-08-17,0.0,14
2020-08-18,0.0,21
2020-08-19,0.0,16
2020-08-20,1.0,21
2020-08-21,0.0,19
2020-08-22,0.0,13
2020-08-23,0.0,24
2020-08-24,0.0,20
2020-08-25,0.0,23
2020-08-26,0.0,15
2020-08-27,0.0,26
2020-08-28,2.0,30
2020-08-29,0.0,9
2020-08-30,0.0,9
2020-08-31,0.0,18
2020-09-01,0.0,14
2020-09-02,0.0,26
2020-09-03,2.0,24
2020-09-04,0.0,21
2020-09-05,1.0,18
2020-09-06,0.0,6
2020-09-07,0.0,24
2020-09-08,4.0,14
2020-09-09,3.0,22
2020-09-10,1.0,19
2020-09-11,0.0,41
2020-09-12,1.0,12
2020-09-13,0.0,8
2020-09-14,3.0,21
2020-09-15,1.0,18
2020-09-16,1.0,17
2020-09-17,2.0,33
2020-09-18,0.0,24
2020-09-19,0.0,17
2020-09-20,1.0,5
2020-09-21,2.0,24
2020-09-22,1.0,22
2020-09-23,0.0,29
2020-09-24,3.0,20
2020-09-25,2.0,32
2020-09-26,1.0,19
2020-09-27,2.0,8
2020-09-28,0.0,41
2020-09-29,1.0,39
2020-09-30,0.0,46
2020-10-01,2.0,76
2020-10-02,4.0,55
2020-10-03,4.0,45
2020-10-04,0.0,4
2020-10-05,3.0,88
2020-10-06,3.0,104
2020-10-07,2.0,99
2020-10-08,7.0,160
2020-10-09,2.0,130
2020-10-10,7.0,144
2020-10-11,0.0,77
2020-10-12,15.0,143
2020-10-13,4.0,176
2020-10-14,19.0,228
2020-10-15,14.0,198
2020-10-16,15.0,225
2020-10-17,24.0,319
2020-10-18,13.0,73
2020-10-19,17.0,314
2020-10-20,17.0,416
2020-10-21,42.0,404
2020-10-22,28.0,406
2020-10-23,68.0,503
2020-10-24,35.0,431
2020-10-25,2.0,44
2020-10-26,44.0,424
2020-10-27,46.0,538
2020-10-28,22.0,649
2020-10-29,33.0,568
2020-10-30,28.0,574
2020-10-31,83.0,534
2020-11-01,11.0,76
2020-11-02,41.0,513
2020-11-03,32.0,643
2020-11-04,60.0,790
2020-11-05,45.0,665
2020-11-06,54.0,708
2020-11-07,62.0,512
2020-11-08,8.0,77
2020-11-09,42.0,590
2020-11-10,88.0,544
2020-11-11,52.0,659
2020-11-12,67.0,591
2020-11-13,51.0,518
2020-11-14,31.0,483
2020-11-15,5.0,45
2020-11-16,45.0,431
2020-11-17,37.0,469
2020-11-18,34.0,461
2020-11-19,48.0,378
2020-11-20,47.0,337
2020-11-21,27.0,303
2020-11-22,7.0,53
2020-11-23,36.0,300
2020-11-24,35.0,326
2020-11-25,27.0,307
2020-11-26,26.0,264
2020-11-27,38.0,291
2020-11-28,17.0,185
2020-11-29,4.0,19
2020-11-30,19.0,249
2020-12-01,18.0,266
2020-12-02,11.0,194
2020-12-03,17.0,179
2020-12-04,22.0,234
2020-12-05,16.0,165
2020-12-06,4.0,11
2020-12-07,13.0,207
2020-12-08,1.0,22
2020-12-09,17.0,213
2020-12-10,20.0,244
2020-12-11,17.0,173
2020-12-12,7.0,137
2020-12-13,4.0,6
2020-12-14,14.0,217
2020-12-15,12.0,156
2020-12-16,33.0,129
2020-12-17,8.0,115
2020-12-18,16.0,143
2020-12-19,14.0,87
2020-12-20,4.0,11
2020-12-21,21.0,155
2020-12-22,13.0,154
2020-12-23,20.0,213
2020-12-24,12.0,153
2020-12-25,4.0,9
2020-12-26,6.0,72
2020-12-27,8.0,41
2020-12-28,21.0,244
2020-12-29,20.0,268
2020-12-30,38.0,268
2020-12-31,12.0,174
2021-01-01,1.0,12
2021-01-02,21.0,218
2021-01-03,1.0,11
2021-01-04,44.0,289
2021-01-05,24.0,277
2021-01-06,1.0,6
2021-01-07,37.0,285
2021-01-08,26.0,310
2021-01-09,18.0,135
2021-01-10,4.0,10
2021-01-11,18.0,282
2021-01-12,20.0,218
2021-01-13,13.0,206
2021-01-14,19.0,224
2021-01-15,21.0,209
2021-01-16,17.0,154
2021-01-17,2.0,12
2021-01-18,32.0,275
2021-01-19,19.0,284
2021-01-20,21.0,274
2021-01-21,19.0,278
2021-01-22,32.0,290
2021-01-23,20.0,175
2021-01-24,2.0,21
2021-01-25,54.0,393
2021-01-26,22.0,377
2021-01-27,15.0,311
2021-01-28,31.0,305
2021-01-29,19.0,235
