date,80_+,others
2020-02-20,2,3
2020-02-21,3,7
2020-02-22,1,2
2020-02-23,1,6
2020-02-24,5,12
2020-02-25,5,17
2020-02-26,8,27
2020-02-27,10,28
2020-02-28,12,29
2020-02-29,19,38
2020-03-01,15,36
2020-03-02,25,54
2020-03-03,31,74
2020-03-04,24,86
2020-03-05,33,107
2020-03-06,34,111
2020-03-07,44,103
2020-03-08,38,103
2020-03-09,55,127
2020-03-10,66,135
2020-03-11,55,150
2020-03-12,70,164
2020-03-13,85,212
2020-03-14,71,201
2020-03-15,79,184
2020-03-16,67,206
2020-03-17,88,243
2020-03-18,84,245
2020-03-19,116,286
2020-03-20,112,283
2020-03-21,103,254
2020-03-22,89,228
2020-03-23,78,239
2020-03-24,87,244
2020-03-25,97,204
2020-03-26,82,183
2020-03-27,105,205
2020-03-28,77,165
2020-03-29,63,129
2020-03-30,68,135
2020-03-31,63,127
2020-04-01,69,108
2020-04-02,57,123
2020-04-03,90,86
2020-04-04,58,61
2020-04-05,47,66
2020-04-06,61,72
2020-04-07,46,59
2020-04-08,43,75
2020-04-09,38,63
2020-04-10,55,58
2020-04-11,54,65
2020-04-12,48,50
2020-04-13,39,43
2020-04-14,70,47
2020-04-15,46,45
2020-04-16,48,50
2020-04-17,46,45
2020-04-18,40,41
2020-04-19,34,24
2020-04-20,42,44
2020-04-21,46,31
2020-04-22,39,34
2020-04-23,34,40
2020-04-24,31,31
2020-04-25,20,27
2020-04-26,20,23
2020-04-27,23,26
2020-04-28,29,24
2020-04-29,27,29
2020-04-30,25,34
2020-05-01,13,21
2020-05-02,17,17
2020-05-03,10,13
2020-05-04,20,20
2020-05-05,16,18
2020-05-06,26,25
2020-05-07,14,18
2020-05-08,14,15
2020-05-09,7,12
2020-05-10,12,10
2020-05-11,18,17
2020-05-12,12,11
2020-05-13,8,6
2020-05-14,8,10
2020-05-15,8,10
2020-05-16,7,5
2020-05-17,4,8
2020-05-18,3,13
2020-05-19,4,8
2020-05-20,7,12
2020-05-21,5,10
2020-05-22,3,8
2020-05-23,4,3
2020-05-24,1,3
2020-05-25,7,13
2020-05-26,4,4
2020-05-27,5,8
2020-05-28,5,5
2020-05-29,2,3
2020-05-30,2,3
2020-05-31,1,2
2020-06-01,3,7
2020-06-02,2,4
2020-06-03,2,4
2020-06-04,3,4
2020-06-05,3,4
2020-06-06,3,2
2020-06-07,0,3
2020-06-08,2,4
2020-06-09,3,4
2020-06-10,2,5
2020-06-11,0,1
2020-06-12,4,2
2020-06-13,2,3
2020-06-14,3,1
2020-06-15,2,5
2020-06-16,0,3
2020-06-17,0,2
2020-06-18,3,5
2020-06-19,1,3
2020-06-20,0,2
2020-06-21,1,6
2020-06-22,1,4
2020-06-23,2,1
2020-06-24,1,2
2020-06-25,2,9
2020-06-26,0,6
2020-06-27,0,2
2020-06-28,0,2
2020-06-29,4,3
2020-06-30,0,4
2020-07-01,0,2
2020-07-02,2,6
2020-07-03,3,2
2020-07-04,0,2
2020-07-05,8,4
2020-07-06,3,5
2020-07-07,2,2
2020-07-08,3,4
2020-07-09,0,4
2020-07-10,1,6
2020-07-11,0,4
2020-07-12,0,2
2020-07-13,0,3
2020-07-14,0,2
2020-07-15,1,1
2020-07-16,2,7
2020-07-17,3,8
2020-07-18,0,1
2020-07-19,0,4
2020-07-20,3,2
2020-07-21,1,4
2020-07-22,1,2
2020-07-23,1,6
2020-07-24,1,2
2020-07-25,0,5
2020-07-26,2,3
2020-07-27,0,2
2020-07-28,1,5
2020-07-29,0,5
2020-07-30,1,4
2020-07-31,0,3
2020-08-01,1,7
2020-08-02,3,7
2020-08-03,1,4
2020-08-04,2,4
2020-08-05,0,5
2020-08-06,3,4
2020-08-07,1,5
2020-08-08,2,2
