dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-02-22,1,1.0,
2020-02-23,2,0.0,
2020-02-24,2,0.0,
2020-02-25,2,0.0,
2020-02-26,4,0.0,
2020-02-27,0,0.0,
2020-02-28,7,2.0,
2020-02-29,6,0.0,
2020-03-01,4,0.0,
2020-03-02,3,0.0,0.04081632653061223
2020-03-03,2,0.0,0.07142857142857141
2020-03-04,6,0.0,0.08333333333333333
2020-03-05,3,0.0,0.0976190476190476
2020-03-06,4,2.0,0.11349206349206346
2020-03-07,12,1.0,0.15744810744810742
2020-03-08,10,1.0,0.17785627071341353
2020-03-09,18,2.0,0.1969038897610326
2020-03-10,13,4.0,0.14333246118960402
2020-03-11,21,3.0,0.1369222047793476
2020-03-12,15,2.0,0.14814669457526594
2020-03-13,24,3.0,0.15483006967969368
2020-03-14,26,1.0,0.1416863506536217
2020-03-15,28,5.0,0.13715120326133148
2020-03-16,38,6.0,0.1525863428344021
2020-03-17,51,11.0,0.14901491426297353
2020-03-18,36,4.0,0.15576530672765168
2020-03-19,29,7.0,0.15066326591132514
2020-03-20,40,4.0,0.15513390196090857
2020-03-21,35,3.0,0.1493215770309366
2020-03-22,35,5.0,0.15445696451926524
2020-03-23,37,7.0,0.15778933194899575
2020-03-24,40,7.0,0.16334488750455128
2020-03-25,34,5.0,0.1664061119943472
2020-03-26,34,9.0,0.1727836630147554
2020-03-27,36,5.0,0.15674564697673934
2020-03-28,28,3.0,0.15122616645725878
2020-03-29,16,3.0,0.13021776309591424
2020-03-30,13,1.0,0.10668835133120837
2020-03-31,22,3.0,0.10398993863279567
2020-04-01,24,0.0,0.0982076257076256
2020-04-02,20,2.0,0.07142191142191132
2020-04-03,25,3.0,0.060432900432900324
2020-04-04,15,1.0,0.05047619047619036
2020-04-05,17,0.0,0.067282913165266
2020-04-06,10,0.0,0.06093370681605965
2020-04-07,15,1.0,0.05172735760971044
2020-04-08,17,2.0,0.042203548085900926
2020-04-09,18,1.0,0.05319255907491192
2020-04-10,18,1.0,0.06906557494792778
2020-04-11,19,0.0,0.059541765424118265
2020-04-12,13,1.0,0.057020757020756915
2020-04-13,9,1.0,0.06495726495726485
2020-04-14,9,0.0,0.057020757020756915
2020-04-15,10,1.0,0.057020757020756915
2020-04-16,9,1.0,0.046031746031745924
2020-04-17,14,0.0,0.03730158730158719
2020-04-18,14,0.0,0.03730158730158719
2020-04-19,10,0.0,0.023015873015872906
2020-04-20,20,1.0,0.015546218487394847
2020-04-21,14,0.0,0.03235294117647048
2020-04-22,13,0.0,0.0799719887955181
2020-04-23,17,1.0,0.0799719887955181
2020-04-24,17,2.0,0.07282913165266094
2020-04-25,3,1.0,0.07282913165266094
2020-04-26,4,0.0,0.09323729491796708
2020-04-27,2,0.0,0.08483393357342926
2020-04-28,6,0.0,0.06802721088435362
2020-04-29,7,1.0,0.02040816326530601
2020-04-30,5,0.0,0.02040816326530601
2020-05-01,5,0.0,0.02040816326530601
2020-05-02,5,0.0,0.02040816326530601
2020-05-03,1,0.0,0.0
2020-05-04,3,0.0,
2020-05-05,3,0.0,
2020-05-06,4,0.0,
2020-05-07,0,0.0,
2020-05-08,3,0.0,
2020-05-09,2,0.0,
2020-05-10,1,1.0,
2020-05-11,2,0.0,0.14285714285714274
2020-05-12,2,0.0,0.14285714285714274
2020-05-13,1,0.0,
2020-05-14,2,0.0,
2020-05-15,3,0.0,
2020-05-16,0,0.0,
2020-05-17,2,0.0,
2020-05-18,2,0.0,
2020-05-19,0,0.0,
2020-05-20,1,0.0,
2020-05-21,1,0.0,
