dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-02-20,1,1.0,
2020-02-21,0,0.0,
2020-02-22,0,0.0,
2020-02-23,1,1.0,
2020-02-24,4,2.0,
2020-02-25,0,0.0,
2020-02-26,0,0.0,
2020-02-27,3,1.0,
2020-02-28,0,0.0,
2020-02-29,1,1.0,
2020-03-01,3,2.0,
2020-03-02,0,0.0,
2020-03-03,2,0.0,
2020-03-04,5,1.0,
2020-03-05,7,2.0,
2020-03-06,6,1.0,0.2514500537056928
2020-03-07,3,1.0,0.2871643394199785
2020-03-08,7,1.0,0.3025489548045938
2020-03-09,19,12.0,0.2617326282739816
2020-03-10,8,2.0,0.26799829243438256
2020-03-11,13,4.0,0.25609353052962064
2020-03-12,14,0.0,0.2833044148833621
2020-03-13,19,4.0,0.2134870142388938
2020-03-14,8,2.0,0.2284639727642394
2020-03-15,18,6.0,0.23713950775556386
2020-03-16,21,3.0,0.25142522204127815
2020-03-17,31,11.0,0.23783355055486985
2020-03-18,19,7.0,0.2521192648405841
2020-03-19,30,3.0,0.2838652965866159
2020-03-20,26,3.0,0.2872666571308336
2020-03-21,20,7.0,0.27384249363654384
2020-03-22,18,10.0,0.25226681531029344
2020-03-23,36,6.0,0.26282582152147355
2020-03-24,23,6.0,0.26582282451847655
2020-03-25,23,5.0,0.25153711023276226
2020-03-26,23,4.0,0.20513906383471586
2020-03-27,22,3.0,0.2221458665558043
2020-03-28,12,3.0,0.23249783342951028
2020-03-29,13,3.0,0.2626664226043106
2020-03-30,14,4.0,0.2927667570524712
2020-03-31,9,3.0,0.31614338042909457
2020-04-01,14,6.0,0.31614338042909457
2020-04-02,13,5.0,0.3188906331763473
2020-04-03,10,3.0,0.30868655154369423
2020-04-04,4,1.0,0.27694051979766254
2020-04-05,8,2.0,0.24169005597577015
2020-04-06,14,3.0,0.22570603999175415
2020-04-07,9,1.0,0.21459492888064305
2020-04-08,11,2.0,0.20269016697588116
2020-04-09,11,3.0,0.220547309833024
2020-04-10,9,2.0,0.23755411255411246
2020-04-11,6,1.0,0.23953823953823944
2020-04-12,8,3.0,0.2453102453102452
