dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-02-26,1,1.0,
2020-02-27,1,0.0,
2020-02-28,0,0.0,
2020-02-29,0,0.0,
2020-03-01,0,0.0,
2020-03-02,0,0.0,
2020-03-03,1,0.0,
2020-03-04,3,0.0,
2020-03-05,0,0.0,
2020-03-06,2,0.0,
2020-03-07,3,0.0,
2020-03-08,1,0.0,
2020-03-09,2,0.0,0.14285714285714285
2020-03-10,2,1.0,0.21428571428571427
2020-03-11,6,2.0,0.24025974025974026
2020-03-12,6,1.0,0.275974025974026
2020-03-13,6,3.0,0.29184704184704185
2020-03-14,11,2.0,0.2456285544520838
2020-03-15,8,2.0,0.2138825227060521
2020-03-16,9,1.0,0.2138825227060521
2020-03-17,17,3.0,0.2019777608012902
2020-03-18,9,1.0,0.21171802054154992
2020-03-19,12,2.0,0.27804455115379484
2020-03-20,12,5.0,0.27804455115379484
2020-03-21,12,3.0,0.27324263038548746
2020-03-22,7,5.0,0.29033664747950455
2020-03-23,9,1.0,0.29509855224140935
2020-03-24,14,2.0,0.2891461712890284
2020-03-25,13,3.0,0.2534318855747427
2020-03-26,10,2.0,0.15139106924821208
2020-03-27,8,3.0,0.1355180533751962
2020-03-28,8,0.0,0.11510989010989008
2020-03-29,6,0.0,0.09801587301587299
2020-03-30,11,0.0,0.0694444444444444
2020-03-31,6,0.0,0.03968253968253965
2020-04-01,9,1.0,0.03968253968253965
2020-04-02,4,0.0,0.03968253968253965
2020-04-03,6,1.0,0.03968253968253965
2020-04-04,4,0.0,0.03968253968253965
2020-04-05,3,0.0,0.044217687074829905
2020-04-06,4,0.0,0.044217687074829905
2020-04-07,11,0.0,0.020408163265306093
2020-04-08,7,1.0,0.020408163265306093
2020-04-09,7,0.0,0.020408163265306093
2020-04-10,6,0.0,0.020408163265306093
2020-04-11,5,0.0,0.020408163265306093
2020-04-12,1,0.0,0.0
2020-04-13,5,0.0,0.0
2020-04-14,2,0.0,0.0
2020-04-15,6,0.0,0.047619047619047596
2020-04-16,3,0.0,
2020-04-17,6,0.0,
2020-04-18,3,1.0,
2020-04-19,0,0.0,
2020-04-20,0,0.0,
2020-04-21,0,0.0,
2020-04-22,2,0.0,
2020-04-23,1,0.0,
2020-04-24,1,0.0,
2020-04-25,3,1.0,0.0476190476190476
2020-04-26,1,0.0,
2020-04-27,1,0.0,
2020-04-28,2,0.0,
2020-04-29,0,0.0,
2020-04-30,1,0.0,
2020-05-01,0,0.0,
2020-05-02,2,0.0,
2020-05-03,1,0.0,
2020-05-04,1,0.0,
2020-05-05,0,0.0,
2020-05-06,0,0.0,
2020-05-07,1,0.0,
2020-05-08,2,0.0,
2020-05-09,0,0.0,
2020-05-10,0,0.0,
2020-05-11,1,0.0,
2020-05-12,0,0.0,
2020-05-13,0,0.0,
2020-05-14,1,0.0,
2020-05-15,0,0.0,
2020-05-16,1,0.0,
2020-05-17,0,0.0,
2020-05-18,0,0.0,
2020-05-19,1,0.0,
2020-05-20,0,0.0,
2020-05-21,1,1.0,
2020-05-22,0,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,0,0.0,
2020-05-26,0,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,1,0.0,
2020-06-05,1,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,0,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,1,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,1,0.0,
2020-06-20,1,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,1,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,1,1.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,1,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,0,0.0,
2020-07-21,0,0.0,
2020-07-22,0,0.0,
2020-07-23,0,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,0,0.0,
2020-08-01,0,0.0,
2020-08-02,0,0.0,
2020-08-03,0,0.0,
2020-08-04,0,0.0,
2020-08-05,0,0.0,
2020-08-06,3,0.0,
2020-08-07,1,0.0,
2020-08-08,0,0.0,
