data,≥80 anni,altri
2020-02-12,1.0,0
2020-02-13,0.0,0
2020-02-14,0.0,0
2020-02-15,0.0,2
2020-02-16,0.0,0
2020-02-17,1.0,2
2020-02-18,1.0,0
2020-02-19,0.0,4
2020-02-20,4.0,5
2020-02-21,2.0,9
2020-02-22,4.0,6
2020-02-23,1.0,9
2020-02-24,4.0,9
2020-02-25,4.0,14
2020-02-26,3.0,17
2020-02-27,4.0,17
2020-02-28,9.0,28
2020-02-29,6.0,32
2020-03-01,18.0,38
2020-03-02,16.0,37
2020-03-03,10.0,59
2020-03-04,12.0,63
2020-03-05,13.0,61
2020-03-06,21.0,80
2020-03-07,27.0,91
2020-03-08,29.0,127
2020-03-09,26.0,133
2020-03-10,46.0,172
2020-03-11,23.0,121
2020-03-12,47.0,123
2020-03-13,42.0,146
2020-03-14,29.0,130
2020-03-15,45.0,158
2020-03-16,31.0,130
2020-03-17,41.0,122
2020-03-18,27.0,105
2020-03-19,29.0,129
2020-03-20,50.0,123
2020-03-21,28.0,104
2020-03-22,44.0,103
2020-03-23,28.0,108
2020-03-24,31.0,96
2020-03-25,22.0,62
2020-03-26,26.0,57
2020-03-27,19.0,65
2020-03-28,15.0,78
2020-03-29,21.0,57
2020-03-30,22.0,45
2020-03-31,18.0,33
2020-04-01,40.0,80
2020-04-02,18.0,58
2020-04-03,20.0,41
2020-04-04,16.0,50
2020-04-05,25.0,42
2020-04-06,20.0,54
2020-04-07,27.0,51
2020-04-08,22.0,22
2020-04-09,17.0,26
2020-04-10,14.0,26
2020-04-11,12.0,21
2020-04-12,12.0,23
2020-04-13,10.0,21
2020-04-14,13.0,25
2020-04-15,9.0,30
2020-04-16,5.0,33
2020-04-17,8.0,33
2020-04-18,9.0,35
2020-04-19,9.0,35
2020-04-20,7.0,16
2020-04-21,3.0,15
2020-04-22,3.0,18
2020-04-23,3.0,12
2020-04-24,1.0,6
2020-04-25,5.0,12
2020-04-26,1.0,1
2020-04-27,3.0,4
2020-04-28,1.0,6
2020-04-29,0.0,2
2020-04-30,3.0,4
2020-05-01,1.0,6
2020-05-02,3.0,2
2020-05-03,1.0,5
2020-05-04,4.0,0
2020-05-05,1.0,2
2020-05-06,2.0,0
2020-05-07,2.0,0
2020-05-08,0.0,1
2020-05-09,1.0,2
2020-05-10,2.0,5
2020-05-11,0.0,5
2020-05-12,0.0,9
2020-05-13,0.0,4
2020-05-14,0.0,0
2020-05-15,1.0,3
2020-05-16,1.0,1
2020-05-17,0.0,2
2020-05-18,0.0,6
2020-05-19,0.0,4
2020-05-20,0.0,2
2020-05-21,0.0,1
2020-05-22,0.0,0
2020-05-23,1.0,0
2020-05-24,0.0,0
2020-05-25,1.0,0
2020-05-26,1.0,2
2020-05-27,0.0,1
2020-05-28,0.0,1
2020-05-29,0.0,0
2020-05-30,0.0,2
2020-05-31,0.0,0
2020-06-01,0.0,0
2020-06-02,0.0,1
2020-06-03,0.0,2
2020-06-04,0.0,1
2020-06-05,0.0,0
2020-06-06,0.0,0
2020-06-07,0.0,1
2020-06-08,0.0,1
2020-06-09,0.0,0
2020-06-10,0.0,1
2020-06-11,1.0,2
2020-06-12,0.0,0
2020-06-13,0.0,1
2020-06-14,0.0,0
2020-06-15,0.0,1
2020-06-16,0.0,0
2020-06-17,0.0,0
2020-06-18,0.0,0
2020-06-19,0.0,1
2020-06-20,0.0,0
2020-06-21,1.0,1
2020-06-22,0.0,0
2020-06-23,0.0,0
2020-06-24,0.0,2
2020-06-25,0.0,0
2020-06-26,0.0,0
2020-06-27,0.0,0
2020-06-28,1.0,0
2020-06-29,0.0,0
2020-06-30,0.0,2
2020-07-01,0.0,0
2020-07-02,0.0,0
2020-07-03,0.0,0
2020-07-04,1.0,1
2020-07-05,0.0,1
2020-07-06,0.0,0
2020-07-07,0.0,2
2020-07-08,1.0,0
2020-07-09,0.0,1
2020-07-10,0.0,0
2020-07-11,1.0,1
2020-07-12,1.0,3
2020-07-13,0.0,1
2020-07-14,0.0,1
2020-07-15,0.0,1
2020-07-16,0.0,0
2020-07-17,0.0,0
2020-07-18,0.0,0
2020-07-19,0.0,0
2020-07-20,0.0,5
2020-07-21,0.0,2
2020-07-22,0.0,2
2020-07-23,0.0,2
2020-07-24,0.0,3
2020-07-25,0.0,3
2020-07-26,0.0,3
2020-07-27,0.0,0
2020-07-28,0.0,1
2020-07-29,0.0,0
2020-07-30,2.0,1
2020-07-31,0.0,0
2020-08-01,0.0,1
2020-08-02,1.0,4
2020-08-03,0.0,4
2020-08-04,0.0,8
2020-08-05,0.0,5
2020-08-06,1.0,8
2020-08-07,0.0,1
2020-08-08,0.0,5
2020-08-09,0.0,12
2020-08-10,0.0,6
2020-08-11,3.0,4
2020-08-12,1.0,4
2020-08-13,0.0,8
2020-08-14,0.0,2
2020-08-15,1.0,3
2020-08-16,1.0,2
2020-08-17,0.0,7
2020-08-18,0.0,6
2020-08-19,0.0,3
2020-08-20,0.0,6
2020-08-21,0.0,12
2020-08-22,0.0,12
2020-08-23,1.0,15
2020-08-24,0.0,7
2020-08-25,0.0,5
2020-08-26,0.0,6
2020-08-27,0.0,9
2020-08-28,0.0,4
2020-08-29,0.0,8
2020-08-30,0.0,1
2020-08-31,1.0,6
2020-09-01,0.0,16
2020-09-02,0.0,2
2020-09-03,0.0,1
2020-09-04,1.0,10
2020-09-05,1.0,9
2020-09-06,4.0,18
2020-09-07,1.0,11
2020-09-08,2.0,11
2020-09-09,2.0,13
2020-09-10,2.0,9
2020-09-11,3.0,8
2020-09-12,2.0,8
2020-09-13,1.0,11
2020-09-14,2.0,7
2020-09-15,3.0,23
2020-09-16,1.0,12
2020-09-17,2.0,9
2020-09-18,1.0,6
2020-09-19,1.0,14
2020-09-20,0.0,8
2020-09-21,0.0,12
2020-09-22,1.0,12
2020-09-23,0.0,6
2020-09-24,0.0,5
2020-09-25,0.0,13
2020-09-26,2.0,11
2020-09-27,0.0,15
2020-09-28,3.0,18
2020-09-29,4.0,17
2020-09-30,0.0,7
2020-10-01,1.0,46
2020-10-02,3.0,25
2020-10-03,1.0,28
2020-10-04,4.0,34
2020-10-05,3.0,42
2020-10-06,1.0,28
2020-10-07,2.0,32
2020-10-08,5.0,48
2020-10-09,2.0,42
2020-10-10,6.0,63
2020-10-11,4.0,60
2020-10-12,3.0,61
2020-10-13,8.0,36
2020-10-14,10.0,60
2020-10-15,7.0,79
2020-10-16,2.0,48
2020-10-17,3.0,38
2020-10-18,8.0,37
2020-10-19,8.0,68
2020-10-20,13.0,50
2020-10-21,18.0,48
2020-10-22,16.0,55
2020-10-23,15.0,67
2020-10-24,18.0,95
2020-10-25,13.0,116
2020-10-26,17.0,116
2020-10-27,11.0,55
2020-10-28,21.0,105
2020-10-29,13.0,135
2020-10-30,10.0,57
2020-10-31,7.0,74
2020-11-01,8.0,61
2020-11-02,14.0,109
2020-11-03,24.0,119
2020-11-04,19.0,106
2020-11-05,20.0,109
2020-11-06,16.0,99
2020-11-07,13.0,100
2020-11-08,11.0,75
2020-11-09,14.0,86
2020-11-10,15.0,82
2020-11-11,13.0,65
2020-11-12,14.0,56
2020-11-13,14.0,72
2020-11-14,10.0,72
2020-11-15,19.0,65
2020-11-16,19.0,55
2020-11-17,9.0,67
2020-11-18,9.0,62
2020-11-19,15.0,59
2020-11-20,12.0,48
2020-11-21,11.0,59
2020-11-22,12.0,48
2020-11-23,13.0,44
2020-11-24,12.0,26
2020-11-25,11.0,55
