data,operatori sanitari,altri
2020-03-02,4.0,9
2020-03-03,1.0,8
2020-03-04,3.0,0
2020-03-05,1.0,0
2020-03-06,6.0,5
2020-03-07,1.0,7
2020-03-08,0.0,6
2020-03-09,3.0,1
2020-03-10,4.0,1
2020-03-11,6.0,15
2020-03-12,8.0,5
2020-03-13,3.0,1
2020-03-14,7.0,1
2020-03-15,8.0,2
2020-03-16,7.0,3
2020-03-17,5.0,1
2020-03-18,4.0,1
2020-03-19,10.0,1
2020-03-20,8.0,10
2020-03-21,14.0,21
2020-03-22,4.0,5
2020-03-23,15.0,15
2020-03-24,19.0,27
2020-03-25,17.0,27
2020-03-26,8.0,25
2020-03-27,17.0,27
2020-03-28,35.0,24
2020-03-29,21.0,44
2020-03-30,19.0,25
2020-03-31,12.0,21
2020-04-01,19.0,20
2020-04-02,23.0,44
2020-04-03,17.0,19
2020-04-04,11.0,8
2020-04-05,4.0,2
2020-04-06,7.0,12
2020-04-07,15.0,8
2020-04-08,6.0,2
2020-04-09,13.0,9
2020-04-10,4.0,12
2020-04-11,2.0,14
2020-04-12,0.0,1
2020-04-13,0.0,2
2020-04-14,4.0,3
2020-04-15,7.0,4
2020-04-16,3.0,9
2020-04-17,0.0,7
2020-04-18,2.0,0
2020-04-19,0.0,0
2020-04-20,3.0,1
2020-04-21,1.0,1
2020-04-22,0.0,1
2020-04-23,1.0,4
2020-04-24,1.0,5
2020-04-25,0.0,2
2020-04-26,0.0,2
2020-04-27,1.0,5
2020-04-28,1.0,3
2020-04-29,2.0,4
2020-04-30,0.0,7
2020-05-01,0.0,4
2020-05-02,1.0,3
2020-05-03,0.0,2
2020-05-04,0.0,5
2020-05-05,0.0,1
2020-05-06,1.0,2
2020-05-07,0.0,4
2020-05-08,0.0,0
2020-05-09,1.0,0
2020-05-10,0.0,6
2020-05-11,0.0,4
2020-05-12,1.0,8
2020-05-13,1.0,12
2020-05-14,0.0,14
2020-05-15,1.0,6
2020-05-16,0.0,6
2020-05-17,0.0,4
2020-05-18,1.0,5
2020-05-19,0.0,17
2020-05-20,0.0,2
2020-05-21,1.0,4
2020-05-22,1.0,8
2020-05-23,0.0,4
2020-05-24,0.0,1
2020-05-25,0.0,2
2020-05-26,0.0,0
2020-05-27,0.0,5
2020-05-28,0.0,4
2020-05-29,0.0,3
2020-05-30,0.0,0
2020-05-31,0.0,1
2020-06-01,1.0,7
2020-06-02,0.0,0
2020-06-03,0.0,0
2020-06-04,0.0,2
2020-06-05,0.0,3
2020-06-06,1.0,2
2020-06-07,0.0,1
2020-06-08,0.0,0
2020-06-09,0.0,1
2020-06-10,0.0,3
2020-06-11,0.0,3
2020-06-12,0.0,7
2020-06-13,0.0,8
2020-06-14,0.0,1
2020-06-15,0.0,0
2020-06-16,0.0,4
2020-06-17,0.0,2
2020-06-18,0.0,2
2020-06-19,0.0,6
2020-06-20,0.0,2
2020-06-21,0.0,3
2020-06-22,0.0,2
2020-06-23,0.0,3
2020-06-24,0.0,1
2020-06-25,0.0,2
2020-06-26,0.0,0
2020-06-27,0.0,0
2020-06-28,0.0,0
2020-06-29,0.0,1
2020-06-30,0.0,2
2020-07-01,0.0,1
2020-07-02,0.0,0
2020-07-03,0.0,2
2020-07-04,0.0,1
2020-07-05,0.0,0
2020-07-06,0.0,6
2020-07-07,0.0,1
2020-07-08,0.0,2
2020-07-09,0.0,3
2020-07-10,0.0,2
2020-07-11,0.0,5
2020-07-12,1.0,6
2020-07-13,0.0,2
2020-07-14,0.0,0
2020-07-15,0.0,1
2020-07-16,0.0,3
2020-07-17,0.0,1
2020-07-18,0.0,0
2020-07-19,0.0,2
2020-07-20,0.0,0
2020-07-21,0.0,1
2020-07-22,0.0,2
2020-07-23,0.0,2
2020-07-24,0.0,8
2020-07-25,0.0,3
2020-07-26,0.0,4
2020-07-27,0.0,6
2020-07-28,2.0,28
2020-07-29,3.0,14
2020-07-30,0.0,4
2020-07-31,0.0,7
2020-08-01,0.0,1
2020-08-02,0.0,4
2020-08-03,0.0,6
2020-08-04,0.0,6
2020-08-05,3.0,15
2020-08-06,0.0,14
2020-08-07,0.0,8
2020-08-08,0.0,3
2020-08-09,0.0,3
2020-08-10,0.0,10
2020-08-11,1.0,22
2020-08-12,0.0,27
2020-08-13,0.0,13
2020-08-14,0.0,13
2020-08-15,0.0,7
2020-08-16,0.0,6
2020-08-17,0.0,10
2020-08-18,0.0,12
2020-08-19,0.0,17
2020-08-20,0.0,10
2020-08-21,0.0,12
2020-08-22,0.0,6
2020-08-23,2.0,4
2020-08-24,0.0,11
2020-08-25,2.0,50
2020-08-26,0.0,16
2020-08-27,0.0,19
2020-08-28,0.0,15
2020-08-29,1.0,8
2020-08-30,0.0,8
2020-08-31,0.0,9
2020-09-01,0.0,20
2020-09-02,0.0,11
2020-09-03,0.0,34
2020-09-04,0.0,12
2020-09-05,0.0,17
2020-09-06,0.0,11
2020-09-07,0.0,11
2020-09-08,1.0,32
2020-09-09,4.0,49
2020-09-10,1.0,32
2020-09-11,2.0,33
2020-09-12,2.0,21
2020-09-13,0.0,6
2020-09-14,1.0,8
2020-09-15,1.0,30
2020-09-16,0.0,23
2020-09-17,0.0,13
2020-09-18,0.0,37
2020-09-19,1.0,25
2020-09-20,0.0,15
2020-09-21,1.0,17
2020-09-22,0.0,15
2020-09-23,0.0,23
2020-09-24,0.0,22
2020-09-25,0.0,17
2020-09-26,0.0,12
2020-09-27,1.0,0
2020-09-28,0.0,12
2020-09-29,0.0,21
2020-09-30,0.0,37
2020-10-01,1.0,48
2020-10-02,0.0,59
2020-10-03,1.0,17
2020-10-04,0.0,24
2020-10-05,0.0,66
2020-10-06,0.0,34
2020-10-07,0.0,48
2020-10-08,1.0,97
2020-10-09,1.0,90
2020-10-10,2.0,57
2020-10-11,2.0,48
2020-10-12,5.0,142
2020-10-13,5.0,111
2020-10-14,2.0,149
2020-10-15,3.0,135
2020-10-16,3.0,119
2020-10-17,1.0,141
2020-10-18,1.0,38
2020-10-19,10.0,287
2020-10-20,2.0,299
2020-10-21,15.0,422
2020-10-22,6.0,379
2020-10-23,5.0,489
2020-10-24,3.0,320
2020-10-25,1.0,168
2020-10-26,6.0,495
2020-10-27,22.0,594
2020-10-28,7.0,502
2020-10-29,6.0,641
2020-10-30,7.0,574
2020-10-31,6.0,554
2020-11-01,1.0,164
2020-11-02,7.0,543
2020-11-03,6.0,725
2020-11-04,10.0,641
2020-11-05,9.0,683
2020-11-06,11.0,782
2020-11-07,5.0,604
2020-11-08,6.0,238
2020-11-09,9.0,660
2020-11-10,16.0,712
2020-11-11,8.0,539
2020-11-12,8.0,623
2020-11-13,7.0,530
2020-11-14,6.0,372
2020-11-15,3.0,231
2020-11-16,15.0,514
2020-11-17,5.0,582
2020-11-18,6.0,368
2020-11-19,8.0,486
2020-11-20,10.0,427
2020-11-21,8.0,410
2020-11-22,4.0,117
2020-11-23,11.0,425
2020-11-24,8.0,474
2020-11-25,15.0,416
2020-11-26,15.0,493
2020-11-27,4.0,473
2020-11-28,5.0,413
2020-11-29,3.0,152
2020-11-30,16.0,425
2020-12-01,7.0,487
2020-12-02,12.0,461
2020-12-03,13.0,417
2020-12-04,8.0,377
2020-12-05,9.0,338
2020-12-06,2.0,100
2020-12-07,9.0,360
2020-12-08,0.0,134
2020-12-09,14.0,394
2020-12-10,12.0,411
2020-12-11,9.0,379
2020-12-12,9.0,427
2020-12-13,2.0,93
2020-12-14,22.0,436
2020-12-15,23.0,463
2020-12-16,11.0,358
2020-12-17,9.0,351
2020-12-18,6.0,377
2020-12-19,14.0,367
2020-12-20,2.0,157
2020-12-21,12.0,384
2020-12-22,11.0,459
2020-12-23,18.0,645
2020-12-24,4.0,331
2020-12-25,2.0,82
2020-12-26,5.0,203
2020-12-27,8.0,187
