dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-02-20,1,1.0,
2020-02-21,2,0.0,
2020-02-22,2,1.0,
2020-02-23,2,2.0,0.5253968253968254
2020-02-24,5,2.0,0.47182539682539687
2020-02-25,6,2.0,0.5534580498866213
2020-02-26,9,4.0,0.5339775304061017
2020-02-27,8,5.0,0.4690424654710369
2020-02-28,7,4.0,0.47856627499484644
2020-02-29,11,4.0,0.5166615130900846
2020-03-01,11,6.0,0.5208386225303518
2020-03-02,15,7.0,0.5005184254860168
2020-03-03,20,12.0,0.4724572009962209
2020-03-04,19,9.0,0.4919377204767404
2020-03-05,29,14.0,0.4518307686050826
2020-03-06,32,12.0,0.4314961482704623
2020-03-07,32,16.0,0.3851907295512505
2020-03-08,34,9.0,0.3606482412550382
2020-03-09,37,12.0,0.3416827240136589
2020-03-10,58,16.0,0.3407428743895987
2020-03-11,53,16.0,0.3112190648657892
2020-03-12,80,28.0,0.3472955644311326
2020-03-13,95,35.0,0.34893015000732397
2020-03-14,75,22.0,0.35610513394392707
2020-03-15,87,45.0,0.35213188846124766
2020-03-16,137,46.0,0.34536497116801457
2020-03-17,138,45.0,0.3368510392794697
2020-03-18,135,37.0,0.33472927918302603
2020-03-19,152,46.0,0.29929919202880095
2020-03-20,204,63.0,0.2836221883006023
2020-03-21,158,44.0,0.2722031725337604
2020-03-22,130,35.0,0.2796767175073054
2020-03-23,146,33.0,0.27527858625684914
2020-03-24,130,32.0,0.2705698061930995
2020-03-25,144,47.0,0.2684634134899618
2020-03-26,103,28.0,0.27667797120947
2020-03-27,87,24.0,0.2850045895280303
2020-03-28,91,24.0,0.3017878063112471
2020-03-29,101,33.0,0.28563701266045344
2020-03-30,102,29.0,0.29155249149674173
2020-03-31,110,40.0,0.28887831837921885
2020-04-01,75,16.0,0.30007388972516613
2020-04-02,83,26.0,0.2841670243133502
2020-04-03,70,18.0,0.29738100555802205
2020-04-04,76,26.0,0.30087005382318965
2020-04-05,65,14.0,0.3074996147384649
2020-04-06,69,26.0,0.29664748953061165
2020-04-07,67,26.0,0.29781367028862915
2020-04-08,77,20.0,0.2867566158879215
2020-04-09,59,14.0,0.31381051437039137
2020-04-10,49,13.0,0.30631233295916654
2020-04-11,34,9.0,0.2959880147008342
2020-04-12,42,17.0,0.3026610651526865
2020-04-13,37,12.0,0.3194540043075721
2020-04-14,57,18.0,0.3417035056118532
2020-04-15,62,19.0,0.3310992639151746
2020-04-16,31,11.0,0.36001082854102495
2020-04-17,38,16.0,0.36830063094847443
2020-04-18,42,8.0,0.3784873881640941
2020-04-19,28,17.0,0.3870895387017285
2020-04-20,34,13.0,0.37124150003701006
2020-04-21,31,12.0,0.35474191774795416
2020-04-22,30,11.0,0.36693990038928653
2020-04-23,41,10.0,0.3172422435487725
2020-04-24,36,11.0,0.3161918233807053
2020-04-25,29,8.0,0.3043705450797636
2020-04-26,27,7.0,0.30789021381682363
2020-04-27,24,9.0,0.3147136749085774
2020-04-28,23,7.0,0.3282057384006408
2020-04-29,23,9.0,0.32775791036660584
2020-04-30,24,7.0,0.321333118227528
2020-05-01,10,4.0,0.3302616896560995
2020-05-02,11,3.0,0.3417284837315892
2020-05-03,14,3.0,0.3215421483278625
2020-05-04,16,7.0,0.287018338804053
2020-05-05,13,5.0,0.2634889270393471
2020-05-06,16,4.0,0.22452788807830815
2020-05-07,20,1.0,0.26534421460892044
2020-05-08,17,4.0,0.27427278603749183
2020-05-09,8,0.0,0.24313725490196067
2020-05-10,2,1.0,0.2278311324529811
2020-05-11,6,3.0,0.23497398959583823
2020-05-12,12,2.0,0.23432757718471994
2020-05-13,7,1.0,0.3057561486132914
2020-05-14,10,1.0,0.3057561486132914
2020-05-15,13,3.0,0.2732886161457589
