dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-02-20,4,4.0,
2020-02-21,1,1.0,
2020-02-22,1,1.0,
2020-02-23,1,1.0,0.869047619047619
2020-02-24,4,4.0,0.8055555555555555
2020-02-25,4,3.0,0.7545351473922902
2020-02-26,3,1.0,0.7188208616780045
2020-02-27,9,5.0,0.63718820861678
2020-02-28,14,9.0,0.5626540471260969
2020-02-29,8,6.0,0.5395448034286179
2020-03-01,7,3.0,0.6007692932245362
2020-03-02,23,11.0,0.5826287036553753
2020-03-03,17,10.0,0.586030064199593
2020-03-04,21,16.0,0.5704622986318275
2020-03-05,14,6.0,0.5684712583132611
2020-03-06,24,16.0,0.5583493351478597
2020-03-07,39,25.0,0.5253361298657467
2020-03-08,41,17.0,0.48161864287094885
2020-03-09,54,22.0,0.4830507946790405
2020-03-10,56,20.0,0.44538199581621185
2020-03-11,68,31.0,0.42430783188490506
2020-03-12,57,25.0,0.44054608052076066
2020-03-13,67,27.0,0.4443750975076724
2020-03-14,77,38.0,0.44715802886203226
2020-03-15,53,28.0,0.4464182963493088
2020-03-16,76,33.0,0.4382535545980234
2020-03-17,77,29.0,0.42676720753151265
2020-03-18,71,32.0,0.41165986589355874
2020-03-19,97,37.0,0.3838072153993988
2020-03-20,93,30.0,0.369867663549477
2020-03-21,98,38.0,0.3642370815069348
2020-03-22,63,21.0,0.35612781987654646
2020-03-23,101,34.0,0.35081624789267435
2020-03-24,86,29.0,0.35736487753128693
2020-03-25,66,26.0,0.3438432127077221
2020-03-26,61,21.0,0.3319384508029602
2020-03-27,57,21.0,0.3288214724384571
2020-03-28,58,17.0,0.34079909090322363
2020-03-29,52,13.0,0.33074052202112536
2020-03-30,54,17.0,0.3277786815472309
2020-03-31,38,16.0,0.34997703457265156
2020-04-01,34,11.0,0.3636606689459411
2020-04-02,34,11.0,0.4086917248465622
2020-04-03,21,11.0,0.42086103701587435
2020-04-04,18,7.0,0.42601678352500433
2020-04-05,23,13.0,0.42741734374909396
2020-04-06,25,10.0,0.4526274277827074
2020-04-07,35,16.0,0.44502438656622084
2020-04-08,21,7.0,0.44441388595572023
2020-04-09,14,7.0,0.4296026102748794
2020-04-10,17,8.0,0.4396866438883248
2020-04-11,26,10.0,0.41247575953458326
2020-04-12,13,6.0,0.40057099762982135
2020-04-13,17,8.0,0.3577138547726785
2020-04-14,15,4.0,0.3222329957624077
2020-04-15,20,5.0,0.362526036055448
2020-04-16,15,3.0,0.36802054154995345
2020-04-17,9,2.0,0.35793650793650805
2020-04-18,9,6.0,0.3912698412698414
2020-04-19,2,1.0,0.3555555555555557
2020-04-20,15,6.0,0.3555555555555557
2020-04-21,6,3.0,0.41904761904761917
2020-04-22,2,0.0,0.3773809523809525
2020-04-23,5,1.0,0.3535714285714287
2020-04-24,3,2.0,0.33724489795918383
2020-04-25,8,3.0,0.2658163265306124
2020-04-26,3,1.0,0.2658163265306124
2020-04-27,7,2.0,0.23724489795918383
2020-04-28,1,0.0,0.2848639455782314
2020-04-29,4,0.0,0.32653061224489804
2020-04-30,2,0.0,0.37414965986394566
2020-05-01,1,1.0,0.4761904761904763
2020-05-02,3,2.0,0.6190476190476192
2020-05-03,3,2.0,0.761904761904762
2020-05-04,2,2.0,0.8333333333333334
2020-05-05,1,1.0,0.6904761904761906
2020-05-06,1,1.0,
2020-05-07,4,2.0,
2020-05-08,2,0.0,
2020-05-09,0,0.0,
2020-05-10,1,0.0,
2020-05-11,1,0.0,
2020-05-12,1,0.0,
2020-05-13,0,0.0,
2020-05-14,0,0.0,
2020-05-15,0,0.0,
2020-05-16,0,0.0,
2020-05-17,2,1.0,
2020-05-18,0,0.0,
2020-05-19,1,1.0,
2020-05-20,0,0.0,
2020-05-21,0,0.0,
2020-05-22,0,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,1,1.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,0,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,1,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,1,0.0,
2020-07-02,0,0.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,1,0.0,
2020-07-07,0,0.0,
2020-07-08,1,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,1,0.0,
2020-07-12,1,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,0,0.0,
2020-07-21,1,0.0,
2020-07-22,0,0.0,
2020-07-23,1,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,1,0.0,
2020-07-27,1,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,1,0.0,
2020-07-31,1,0.0,
2020-08-01,1,0.0,
2020-08-02,0,0.0,
2020-08-03,1,0.0,
2020-08-04,1,0.0,
2020-08-05,0,0.0,
2020-08-06,0,0.0,
2020-08-07,0,0.0,
2020-08-08,0,0.0,
2020-08-09,2,0.0,
2020-08-10,0,0.0,
2020-08-11,3,0.0,
2020-08-12,0,0.0,
2020-08-13,1,0.0,
2020-08-14,1,1.0,
2020-08-15,0,0.0,
2020-08-16,1,0.0,
2020-08-17,0,0.0,
2020-08-18,1,0.0,
2020-08-19,3,0.0,
2020-08-20,0,0.0,
2020-08-21,0,0.0,
2020-08-22,2,0.0,
2020-08-23,0,0.0,
2020-08-24,1,0.0,
2020-08-25,2,0.0,
2020-08-26,1,0.0,
2020-08-27,3,0.0,
2020-08-28,3,0.0,
2020-08-29,0,0.0,
2020-08-30,0,0.0,
2020-08-31,0,0.0,
2020-09-01,0,0.0,
2020-09-02,1,0.0,
2020-09-03,2,0.0,
2020-09-04,0,0.0,
2020-09-05,0,0.0,
2020-09-06,0,0.0,
2020-09-07,1,0.0,
2020-09-08,4,0.0,
2020-09-09,0,0.0,
2020-09-10,3,1.0,
2020-09-11,3,0.0,
2020-09-12,3,0.0,
2020-09-13,2,0.0,0.04761904761904768
2020-09-14,2,0.0,6.344131569286608e-17
2020-09-15,3,0.0,0.0714285714285715
2020-09-16,5,0.0,0.1190476190476191
2020-09-17,2,0.0,0.1190476190476191
2020-09-18,2,1.0,0.1190476190476191
2020-09-19,3,1.0,0.1190476190476191
2020-09-20,1,0.0,
2020-09-21,3,0.0,
2020-09-22,1,0.0,
2020-09-23,0,0.0,
2020-09-24,4,0.0,
2020-09-25,2,0.0,
2020-09-26,3,1.0,
2020-09-27,2,1.0,
2020-09-28,1,0.0,
