data,operatori sanitari,altri
2020-02-01,1,
2020-02-02,0,
2020-02-03,1,
2020-02-04,0,
2020-02-05,0,
2020-02-06,0,
2020-02-07,1,1.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,1.0
2020-02-12,0,1.0
2020-02-13,0,1.0
2020-02-14,0,1.0
2020-02-15,0,3.0
2020-02-16,0,1.0
2020-02-17,0,2.0
2020-02-18,0,0.0
2020-02-19,0,3.0
2020-02-20,0,1.0
2020-02-21,0,1.0
2020-02-22,0,2.0
2020-02-23,0,6.0
2020-02-24,1,5.0
2020-02-25,0,6.0
2020-02-26,0,9.0
2020-02-27,1,15.0
2020-02-28,0,10.0
2020-02-29,1,9.0
2020-03-01,3,42.0
2020-03-02,0,28.0
2020-03-03,1,34.0
2020-03-04,2,25.0
2020-03-05,7,46.0
2020-03-06,7,39.0
2020-03-07,7,61.0
2020-03-08,16,82.0
2020-03-09,27,100.0
2020-03-10,22,158.0
2020-03-11,16,123.0
2020-03-12,17,123.0
2020-03-13,25,163.0
2020-03-14,34,137.0
2020-03-15,31,176.0
2020-03-16,19,167.0
2020-03-17,17,175.0
2020-03-18,26,164.0
2020-03-19,8,148.0
2020-03-20,40,211.0
2020-03-21,15,118.0
2020-03-22,33,133.0
2020-03-23,17,123.0
2020-03-24,18,120.0
2020-03-25,18,154.0
2020-03-26,21,113.0
2020-03-27,21,140.0
2020-03-28,16,128.0
2020-03-29,15,104.0
2020-03-30,22,116.0
2020-03-31,15,75.0
2020-04-01,24,160.0
2020-04-02,21,106.0
2020-04-03,26,101.0
2020-04-04,20,92.0
2020-04-05,24,102.0
2020-04-06,19,99.0
2020-04-07,10,80.0
2020-04-08,7,81.0
2020-04-09,16,63.0
2020-04-10,14,101.0
2020-04-11,19,84.0
2020-04-12,15,73.0
2020-04-13,31,103.0
2020-04-14,17,84.0
2020-04-15,14,82.0
2020-04-16,6,52.0
2020-04-17,7,67.0
2020-04-18,17,102.0
2020-04-19,11,79.0
2020-04-20,34,150.0
2020-04-21,10,70.0
2020-04-22,10,41.0
2020-04-23,8,42.0
2020-04-24,8,27.0
2020-04-25,16,58.0
2020-04-26,5,34.0
2020-04-27,18,98.0
2020-04-28,8,50.0
2020-04-29,6,25.0
2020-04-30,4,26.0
2020-05-01,7,87.0
2020-05-02,5,44.0
2020-05-03,4,24.0
2020-05-04,8,19.0
2020-05-05,4,55.0
2020-05-06,3,27.0
2020-05-07,2,21.0
2020-05-08,6,35.0
2020-05-09,3,24.0
2020-05-10,6,27.0
2020-05-11,3,21.0
2020-05-12,4,28.0
2020-05-13,4,30.0
2020-05-14,3,23.0
2020-05-15,3,25.0
2020-05-16,3,18.0
2020-05-17,2,20.0
2020-05-18,1,15.0
2020-05-19,5,18.0
2020-05-20,3,18.0
2020-05-21,5,14.0
2020-05-22,2,8.0
2020-05-23,1,9.0
2020-05-24,0,5.0
2020-05-25,2,16.0
2020-05-26,0,5.0
2020-05-27,3,17.0
2020-05-28,2,6.0
2020-05-29,1,9.0
2020-05-30,0,6.0
2020-05-31,1,9.0
2020-06-01,1,6.0
2020-06-02,0,4.0
2020-06-03,1,12.0
2020-06-04,2,7.0
2020-06-05,1,11.0
2020-06-06,1,2.0
2020-06-07,1,6.0
2020-06-08,0,6.0
2020-06-09,1,1.0
2020-06-10,1,4.0
2020-06-11,1,0.0
2020-06-12,0,2.0
2020-06-13,1,1.0
2020-06-14,1,0.0
2020-06-15,1,1.0
2020-06-16,0,6.0
2020-06-17,0,3.0
2020-06-18,0,5.0
2020-06-19,0,1.0
2020-06-20,0,6.0
2020-06-21,0,3.0
2020-06-22,0,4.0
2020-06-23,1,6.0
2020-06-24,0,3.0
2020-06-25,0,2.0
2020-06-26,0,2.0
2020-06-27,0,1.0
2020-06-28,0,1.0
2020-06-29,0,2.0
2020-06-30,0,0.0
2020-07-01,0,1.0
2020-07-02,0,1.0
2020-07-03,0,1.0
2020-07-04,0,3.0
2020-07-05,0,0.0
2020-07-06,0,3.0
2020-07-07,0,4.0
2020-07-08,0,5.0
2020-07-09,0,1.0
2020-07-10,0,0.0
2020-07-11,0,3.0
2020-07-12,1,2.0
2020-07-13,0,3.0
2020-07-14,2,5.0
2020-07-15,1,3.0
2020-07-16,0,1.0
2020-07-17,0,3.0
2020-07-18,0,4.0
2020-07-19,1,5.0
2020-07-20,0,8.0
2020-07-21,0,5.0
2020-07-22,0,3.0
2020-07-23,0,3.0
2020-07-24,0,6.0
2020-07-25,0,4.0
2020-07-26,0,5.0
2020-07-27,0,6.0
2020-07-28,0,5.0
2020-07-29,0,3.0
2020-07-30,0,4.0
2020-07-31,1,5.0
2020-08-01,1,5.0
2020-08-02,0,2.0
2020-08-03,0,7.0
2020-08-04,0,2.0
2020-08-05,0,8.0
2020-08-06,0,6.0
2020-08-07,0,8.0
2020-08-08,1,12.0
2020-08-09,1,12.0
2020-08-10,3,17.0
2020-08-11,0,11.0
2020-08-12,1,13.0
2020-08-13,0,14.0
2020-08-14,0,14.0
2020-08-15,1,14.0
2020-08-16,0,11.0
2020-08-17,1,14.0
2020-08-18,1,13.0
2020-08-19,1,14.0
2020-08-20,0,15.0
2020-08-21,1,13.0
2020-08-22,0,16.0
2020-08-23,0,15.0
2020-08-24,0,22.0
2020-08-25,0,27.0
2020-08-26,0,25.0
2020-08-27,1,25.0
2020-08-28,1,28.0
2020-08-29,0,9.0
2020-08-30,1,19.0
2020-08-31,1,23.0
2020-09-01,0,39.0
2020-09-02,2,36.0
