data,≥80 anni,altri
2020-03-07,4.0,14.0
2020-03-08,0.0,5.0
2020-03-09,0.0,14.0
2020-03-10,0.0,25.0
2020-03-11,0.0,35.0
2020-03-12,1.0,17.0
2020-03-13,0.0,22.0
2020-03-14,2.0,28.0
2020-03-15,6.0,21.0
2020-03-16,1.0,49.0
2020-03-17,4.0,74.0
2020-03-18,3.0,81.0
2020-03-19,18.0,77.0
2020-03-20,16.0,114.0
2020-03-21,28.0,108.0
2020-03-22,35.0,92.0
2020-03-23,6.0,108.0
2020-03-24,11.0,116.0
2020-03-25,26.0,102.0
2020-03-26,19.0,96.0
2020-03-27,6.0,77.0
2020-03-28,10.0,77.0
2020-03-29,4.0,27.0
2020-03-30,13.0,75.0
2020-03-31,14.0,56.0
2020-04-01,8.0,41.0
2020-04-02,8.0,42.0
2020-04-03,7.0,32.0
2020-04-04,14.0,28.0
2020-04-05,4.0,18.0
2020-04-06,6.0,58.0
2020-04-07,12.0,83.0
2020-04-08,9.0,70.0
2020-04-09,11.0,61.0
2020-04-10,7.0,48.0
2020-04-11,6.0,28.0
2020-04-12,6.0,16.0
2020-04-13,3.0,20.0
2020-04-14,2.0,29.0
2020-04-15,5.0,33.0
2020-04-16,1.0,26.0
2020-04-17,4.0,28.0
2020-04-18,1.0,10.0
2020-04-19,1.0,7.0
2020-04-20,22.0,46.0
2020-04-21,4.0,21.0
2020-04-22,7.0,31.0
2020-04-23,2.0,17.0
2020-04-24,4.0,14.0
2020-04-25,2.0,7.0
2020-04-26,1.0,2.0
2020-04-27,1.0,15.0
2020-04-28,1.0,11.0
2020-04-29,2.0,14.0
2020-04-30,4.0,19.0
2020-05-01,0.0,4.0
2020-05-02,3.0,16.0
2020-05-03,0.0,4.0
2020-05-04,0.0,7.0
2020-05-05,0.0,14.0
2020-05-06,0.0,9.0
2020-05-07,0.0,9.0
2020-05-08,0.0,14.0
2020-05-09,1.0,9.0
2020-05-10,0.0,3.0
2020-05-11,0.0,8.0
2020-05-12,0.0,8.0
2020-05-13,1.0,5.0
2020-05-14,0.0,10.0
2020-05-15,0.0,3.0
2020-05-16,0.0,2.0
2020-05-17,0.0,5.0
2020-05-18,0.0,5.0
2020-05-19,1.0,4.0
2020-05-20,0.0,3.0
2020-05-21,0.0,0.0
2020-05-22,0.0,8.0
2020-05-23,1.0,4.0
2020-05-24,0.0,0.0
2020-05-25,0.0,11.0
2020-05-26,0.0,2.0
2020-05-27,0.0,5.0
2020-05-28,0.0,8.0
2020-05-29,0.0,3.0
2020-05-30,0.0,1.0
2020-05-31,1.0,0.0
2020-06-01,0.0,3.0
2020-06-02,0.0,1.0
2020-06-03,0.0,3.0
2020-06-04,0.0,1.0
2020-06-05,1.0,1.0
2020-06-06,0.0,4.0
2020-06-07,0.0,0.0
2020-06-08,0.0,2.0
2020-06-09,0.0,2.0
2020-06-10,0.0,2.0
2020-06-11,0.0,1.0
2020-06-12,1.0,2.0
2020-06-13,1.0,1.0
2020-06-14,0.0,0.0
2020-06-15,0.0,2.0
2020-06-16,0.0,3.0
2020-06-17,0.0,2.0
2020-06-18,0.0,2.0
2020-06-19,0.0,1.0
2020-06-20,0.0,2.0
2020-06-21,0.0,8.0
2020-06-22,0.0,18.0
2020-06-23,0.0,2.0
2020-06-24,0.0,3.0
2020-06-25,0.0,3.0
2020-06-26,0.0,3.0
2020-06-27,1.0,0.0
2020-06-28,0.0,0.0
2020-06-29,0.0,4.0
2020-06-30,0.0,5.0
2020-07-01,0.0,13.0
2020-07-02,0.0,3.0
2020-07-03,0.0,3.0
2020-07-04,0.0,2.0
2020-07-05,0.0,0.0
2020-07-06,0.0,2.0
2020-07-07,0.0,1.0
2020-07-08,0.0,2.0
2020-07-09,1.0,0.0
2020-07-10,0.0,2.0
2020-07-11,0.0,0.0
2020-07-12,0.0,3.0
2020-07-13,0.0,15.0
2020-07-14,0.0,1.0
2020-07-15,0.0,18.0
2020-07-16,0.0,5.0
2020-07-17,1.0,7.0
2020-07-18,0.0,0.0
2020-07-19,1.0,2.0
2020-07-20,0.0,8.0
2020-07-21,0.0,6.0
2020-07-22,0.0,10.0
2020-07-23,0.0,5.0
2020-07-24,2.0,11.0
2020-07-25,0.0,11.0
2020-07-26,1.0,6.0
2020-07-27,1.0,32.0
2020-07-28,0.0,9.0
2020-07-29,0.0,41.0
2020-07-30,1.0,19.0
2020-07-31,0.0,12.0
2020-08-01,0.0,6.0
2020-08-02,0.0,2.0
2020-08-03,4.0,17.0
2020-08-04,0.0,21.0
2020-08-05,0.0,29.0
2020-08-06,0.0,40.0
2020-08-07,0.0,72.0
2020-08-08,0.0,18.0
2020-08-09,1.0,30.0
2020-08-10,0.0,31.0
2020-08-11,0.0,28.0
2020-08-12,1.0,60.0
2020-08-13,0.0,21.0
2020-08-14,2.0,67.0
2020-08-15,2.0,19.0
2020-08-16,1.0,9.0
2020-08-17,1.0,35.0
2020-08-18,0.0,42.0
2020-08-19,0.0,45.0
2020-08-20,1.0,49.0
2020-08-21,2.0,33.0
2020-08-22,2.0,30.0
2020-08-23,0.0,60.0
2020-08-24,2.0,33.0
2020-08-25,2.0,46.0
2020-08-26,0.0,100.0
2020-08-27,5.0,43.0
2020-08-28,1.0,35.0
2020-08-29,0.0,25.0
2020-08-30,0.0,26.0
2020-08-31,1.0,74.0
2020-09-01,1.0,66.0
2020-09-02,2.0,55.0
2020-09-03,1.0,124.0
2020-09-04,2.0,90.0
2020-09-05,3.0,60.0
2020-09-06,1.0,35.0
2020-09-07,0.0,71.0
2020-09-08,4.0,97.0
2020-09-09,5.0,112.0
2020-09-10,2.0,93.0
2020-09-11,5.0,77.0
2020-09-12,4.0,61.0
2020-09-13,3.0,71.0
2020-09-14,3.0,82.0
2020-09-15,7.0,92.0
2020-09-16,3.0,104.0
2020-09-17,1.0,120.0
2020-09-18,10.0,81.0
2020-09-19,1.0,145.0
2020-09-20,1.0,56.0
2020-09-21,4.0,137.0
2020-09-22,7.0,99.0
2020-09-23,18.0,164.0
2020-09-24,8.0,116.0
2020-09-25,4.0,109.0
2020-09-26,0.0,95.0
2020-09-27,5.0,74.0
2020-09-28,6.0,174.0
2020-09-29,5.0,157.0
2020-09-30,10.0,149.0
2020-10-01,3.0,155.0
2020-10-02,9.0,170.0
2020-10-03,7.0,168.0
2020-10-04,8.0,108.0
2020-10-05,8.0,201.0
2020-10-06,7.0,228.0
2020-10-07,11.0,306.0
2020-10-08,15.0,285.0
2020-10-09,16.0,357.0
2020-10-10,23.0,362.0
2020-10-11,15.0,202.0
2020-10-12,33.0,357.0
2020-10-13,55.0,491.0
2020-10-14,20.0,505.0
2020-10-15,26.0,485.0
2020-10-16,23.0,495.0
2020-10-17,23.0,453.0
2020-10-18,17.0,287.0
2020-10-19,23.0,600.0
2020-10-20,44.0,613.0
2020-10-21,58.0,1004.0
2020-10-22,35.0,802.0
2020-10-23,67.0,829.0
2020-10-24,45.0,707.0
2020-10-25,72.0,576.0
2020-10-26,59.0,1002.0
2020-10-27,47.0,886.0
2020-10-28,48.0,1073.0
2020-10-29,59.0,961.0
2020-10-30,83.0,1156.0
2020-10-31,82.0,866.0
2020-11-01,42.0,570.0
2020-11-02,96.0,1416.0
2020-11-03,97.0,1448.0
2020-11-04,97.0,1609.0
2020-11-05,107.0,1641.0
2020-11-06,131.0,1519.0
2020-11-07,124.0,1351.0
2020-11-08,66.0,1130.0
2020-11-09,115.0,1958.0
2020-11-10,107.0,1408.0
2020-11-11,112.0,1551.0
2020-11-12,121.0,1375.0
2020-11-13,135.0,1702.0
2020-11-14,101.0,1401.0
2020-11-15,126.0,1305.0
2020-11-16,228.0,1772.0
2020-11-17,130.0,1786.0
2020-11-18,151.0,1879.0
2020-11-19,180.0,1712.0
2020-11-20,154.0,1212.0
2020-11-21,95.0,1248.0
2020-11-22,44.0,730.0
2020-11-23,150.0,1433.0
2020-11-24,134.0,1425.0
2020-11-25,86.0,1377.0
2020-11-26,115.0,1232.0
2020-11-27,87.0,1232.0
2020-11-28,85.0,961.0
2020-11-29,46.0,478.0
2020-11-30,107.0,1231.0
2020-12-01,109.0,865.0
2020-12-02,85.0,856.0
2020-12-03,94.0,817.0
2020-12-04,83.0,879.0
2020-12-05,86.0,859.0
2020-12-06,76.0,533.0
2020-12-07,73.0,868.0
2020-12-08,27.0,414.0
