dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-03-01,2,,
2020-03-02,0,,
2020-03-03,1,,
2020-03-04,1,,
2020-03-05,2,1.0,
2020-03-06,2,0.0,
2020-03-07,3,2.0,
2020-03-08,2,1.0,0.3182072829131653
2020-03-09,6,1.0,0.2797457444516268
2020-03-10,10,1.0,0.2956187603246427
2020-03-11,17,5.0,0.2411969916171597
2020-03-12,13,3.0,0.18762556304573114
2020-03-13,18,2.0,0.21423620730343423
2020-03-14,14,4.0,0.21355593519459065
2020-03-15,16,2.0,0.18320093605207652
2020-03-16,17,6.0,0.18030909105496834
2020-03-17,21,2.0,0.1877596903423023
2020-03-18,49,4.0,0.17318243086708365
2020-03-19,38,8.0,0.18235231503696783
2020-03-20,49,8.0,0.15642194288810826
2020-03-21,49,9.0,0.1713879292826661
2020-03-22,37,7.0,0.17704213901850846
2020-03-23,35,6.0,0.19044521191814887
2020-03-24,55,11.0,0.17878340433797396
2020-03-25,33,4.0,0.1729525005478865
2020-03-26,23,7.0,0.1548540449494309
2020-03-27,49,4.0,0.14623726490407943
2020-03-28,42,6.0,0.1290944077612223
2020-03-29,32,2.0,0.13898927479894646
2020-03-30,18,2.0,0.09551101392938124
2020-03-31,25,2.0,0.10527777777777776
2020-04-01,21,4.0,0.09507369614512469
2020-04-02,18,0.0,0.08614512471655325
2020-04-03,20,3.0,0.12741496598639454
2020-04-04,28,2.0,0.11598639455782311
2020-04-05,13,0.0,0.09976452119309262
2020-04-06,10,4.0,0.09976452119309262
2020-04-07,17,0.0,0.07833594976452118
2020-04-08,13,1.0,0.08003663003663004
2020-04-09,8,0.0,0.08003663003663004
2020-04-10,10,0.0,0.022893772893772892
2020-04-11,12,1.0,0.022893772893772892
2020-04-12,9,0.0,0.011904761904761902
2020-04-13,9,0.0,0.02489177489177489
2020-04-14,8,0.0,0.02489177489177489
2020-04-15,3,0.0,0.012987012987012986
2020-04-16,11,1.0,0.012987012987012986
2020-04-17,6,0.0,0.012987012987012986
2020-04-18,6,0.0,0.012987012987012986
2020-04-19,6,0.0,0.012987012987012986
2020-04-20,2,0.0,0.0
2020-04-21,4,0.0,0.0
2020-04-22,7,0.0,0.0
2020-04-23,3,0.0,0.047619047619047616
2020-04-24,7,0.0,0.08333333333333333
2020-04-25,4,0.0,0.08333333333333333
2020-04-26,3,1.0,
2020-04-27,4,1.0,
2020-04-28,4,0.0,
2020-04-29,0,0.0,
2020-04-30,1,0.0,
2020-05-01,3,0.0,
2020-05-02,2,0.0,
2020-05-03,2,0.0,
2020-05-04,0,0.0,
2020-05-05,5,0.0,
2020-05-06,0,0.0,
2020-05-07,0,0.0,
2020-05-08,1,0.0,
2020-05-09,3,0.0,
2020-05-10,2,0.0,
2020-05-11,2,0.0,
2020-05-12,0,0.0,
2020-05-13,3,0.0,
2020-05-14,3,0.0,
2020-05-15,1,0.0,
2020-05-16,0,0.0,
2020-05-17,0,0.0,
2020-05-18,1,0.0,
2020-05-19,3,1.0,
2020-05-20,2,0.0,
2020-05-21,2,0.0,
2020-05-22,0,0.0,
2020-05-23,1,0.0,
2020-05-24,0,0.0,
2020-05-25,1,0.0,
2020-05-26,0,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,1,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,1,0.0,
2020-06-02,0,0.0,
2020-06-03,2,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,1,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,1,0.0,
2020-06-26,0,0.0,
2020-06-27,1,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,0,0.0,
2020-07-03,1,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,1,0.0,
2020-07-07,0,0.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,1,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,1,0.0,
2020-07-20,0,0.0,
2020-07-21,1,0.0,
2020-07-22,0,0.0,
2020-07-23,0,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,0,0.0,
2020-08-01,1,0.0,
2020-08-02,0,0.0,
2020-08-03,2,0.0,
2020-08-04,0,0.0,
2020-08-05,0,0.0,
2020-08-06,0,0.0,
2020-08-07,2,0.0,
2020-08-08,0,0.0,
2020-08-09,1,0.0,
2020-08-10,1,1.0,
2020-08-11,0,0.0,
2020-08-12,0,0.0,
2020-08-13,0,0.0,
2020-08-14,1,0.0,
2020-08-15,0,0.0,
2020-08-16,0,0.0,
2020-08-17,0,0.0,
2020-08-18,1,0.0,
2020-08-19,0,0.0,
2020-08-20,0,0.0,
2020-08-21,1,0.0,
2020-08-22,0,0.0,
2020-08-23,0,0.0,
2020-08-24,0,0.0,
2020-08-25,1,0.0,
2020-08-26,0,0.0,
2020-08-27,0,0.0,
2020-08-28,2,0.0,
2020-08-29,0,0.0,
2020-08-30,0,0.0,
2020-08-31,2,0.0,
2020-09-01,0,0.0,
2020-09-02,0,0.0,
2020-09-03,0,0.0,
2020-09-04,4,0.0,
2020-09-05,0,0.0,
2020-09-06,0,0.0,
2020-09-07,0,0.0,
2020-09-08,0,0.0,
2020-09-09,2,0.0,
2020-09-10,0,0.0,
2020-09-11,1,0.0,
2020-09-12,2,0.0,
