giorni,casi
0.0,177
1.0,241
2.0,222
3.0,223
4.0,244
5.0,244
6.0,252
7.0,241
8.0,280
9.0,296
10.0,270
11.0,267
12.0,232
13.0,263
14.0,230
15.0,224
16.0,203
17.0,173
18.0,166
19.0,153
20.0,136
21.0,143
22.0,121
23.0,107
24.0,86
25.0,80
26.0,88
27.0,57
28.0,83
29.0,64
30.0,46
31.0,36
32.0,33
33.0,38
34.0,37
35.0,27
36.0,28
37.0,22
38.0,25
39.0,16
40.0,26
41.0,18
42.0,16
43.0,21
44.0,12
45.0,11
46.0,12
47.0,20
48.0,8
49.0,7
50.0,14
51.0,8
52.0,8
53.0,8
54.0,9
55.0,10
56.0,6
57.0,4
58.0,5
59.0,2
60.0,3
61.0,5
62.0,5
63.0,3
64.0,4
65.0,5
66.0,2
67.0,2
68.0,4
69.0,2
70.0,1
71.0,0
72.0,3
73.0,1
74.0,0
75.0,2
76.0,3
77.0,3
78.0,6
79.0,0
80.0,2
81.0,2
82.0,2
83.0,0
84.0,4
85.0,1
86.0,0
87.0,0
88.0,1
89.0,1
90.0,0
91.0,1
92.0,1
93.0,1
94.0,1
95.0,1
96.0,0
97.0,1
98.0,1
99.0,1
100.0,1
101.0,1
102.0,1
103.0,1
104.0,0
105.0,1
106.0,0
107.0,0
108.0,0
109.0,0
110.0,0
111.0,0
112.0,0
113.0,1
114.0,1
115.0,0
116.0,2
117.0,2
118.0,0
119.0,1
120.0,0
121.0,0
122.0,0
123.0,2
124.0,0
125.0,0
126.0,0
127.0,0
128.0,1
129.0,1
130.0,2
131.0,0
132.0,1
133.0,0
134.0,0
135.0,0
136.0,0
137.0,0
138.0,0
139.0,0
140.0,0
141.0,0
142.0,0
143.0,0
144.0,0
145.0,0
146.0,0
147.0,1
148.0,0
149.0,0
150.0,0
151.0,0
152.0,0
153.0,0
154.0,1
155.0,0
156.0,1
157.0,0
158.0,0
159.0,1
160.0,0
161.0,0
162.0,0
163.0,2
164.0,1
165.0,0
166.0,1
167.0,0
168.0,2
169.0,1
170.0,0
171.0,0
172.0,0
173.0,0
174.0,0
175.0,0
176.0,0
177.0,0
178.0,0
179.0,0
180.0,0
181.0,0
182.0,0
183.0,0
184.0,0
185.0,0
186.0,0
187.0,0
188.0,0
189.0,0
190.0,0
191.0,0
192.0,0
193.0,0
194.0,0
195.0,0
196.0,0
197.0,0
198.0,0
199.0,0
200.0,0
201.0,0
202.0,0
203.0,0
204.0,0
205.0,0
206.0,0
207.0,0
208.0,0
209.0,0
210.0,0
211.0,0
212.0,0
213.0,0
214.0,0
215.0,0
216.0,0
217.0,0
218.0,1
219.0,0
220.0,0
221.0,0
222.0,0
223.0,0
224.0,0
225.0,0
226.0,0
227.0,0
228.0,0
229.0,0
230.0,0
231.0,0
232.0,0
233.0,0
234.0,0
235.0,0
236.0,0
237.0,0
238.0,0
239.0,0
240.0,0
241.0,0
242.0,0
243.0,0
244.0,0
245.0,0
246.0,1
247.0,0
248.0,0
249.0,0
250.0,0
251.0,0
252.0,0
253.0,0
254.0,0
255.0,0
256.0,0
257.0,0
258.0,0
259.0,0
260.0,0
261.0,0
262.0,0
263.0,0
264.0,0
265.0,0
266.0,0
267.0,0
268.0,0
269.0,0
270.0,0
271.0,0
272.0,0
273.0,0
274.0,0
275.0,0
276.0,0
277.0,0
278.0,0
279.0,0
280.0,0
281.0,0
282.0,0
283.0,0
284.0,0
285.0,0
286.0,0
287.0,0
288.0,0
289.0,0
290.0,0
291.0,0
292.0,0
293.0,0
294.0,0
295.0,0
296.0,0
297.0,0
298.0,0
299.0,0
300.0,0
301.0,0
302.0,0
303.0,0
304.0,0
305.0,0
306.0,1
307.0,0
308.0,0
309.0,0
310.0,0
311.0,0
312.0,0
313.0,0
314.0,0
315.0,0
316.0,0
317.0,0
318.0,0
319.0,0
320.0,0
321.0,0
322.0,0
323.0,0
324.0,0
325.0,0
326.0,0
327.0,0
328.0,0
329.0,0
330.0,0
331.0,0
332.0,0
333.0,0
334.0,0
335.0,0
336.0,0
337.0,0
338.0,0
339.0,0
340.0,0
341.0,0
342.0,0
343.0,0
344.0,0
345.0,0
346.0,0
347.0,0
348.0,0
349.0,0
350.0,0
351.0,0
352.0,0
353.0,0
354.0,0
355.0,0
356.0,0
357.0,0
358.0,1
359.0,0
360.0,0
361.0,0
362.0,0
363.0,0
364.0,0
365.0,0
366.0,0
367.0,0
368.0,0
369.0,0
370.0,0
371.0,0
372.0,0
373.0,0
374.0,0
375.0,0
376.0,0
377.0,0
378.0,0
379.0,0
380.0,0
381.0,0
382.0,0
383.0,0
384.0,0
385.0,0
386.0,0
387.0,0
388.0,0
389.0,0
390.0,0
391.0,0
392.0,0
393.0,0
394.0,0
395.0,0
396.0,0
397.0,0
398.0,0
399.0,0
400.0,0
401.0,0
402.0,0
403.0,0
404.0,0
405.0,0
406.0,0
407.0,0
408.0,0
409.0,0
410.0,0
411.0,0
412.0,0
413.0,0
414.0,0
415.0,0
416.0,0
417.0,0
418.0,0
419.0,0
420.0,0
421.0,0
422.0,0
423.0,0
424.0,0
425.0,0
426.0,0
427.0,0
428.0,0
429.0,0
430.0,0
431.0,0
432.0,0
433.0,0
434.0,0
435.0,0
436.0,0
437.0,0
438.0,0
439.0,0
440.0,0
441.0,0
442.0,0
443.0,0
444.0,0
445.0,0
446.0,0
447.0,0
448.0,0
449.0,0
450.0,0
451.0,0
452.0,0
453.0,0
454.0,0
455.0,0
456.0,0
457.0,0
458.0,0
459.0,0
460.0,0
461.0,0
462.0,0
463.0,0
464.0,0
465.0,0
466.0,0
467.0,0
468.0,0
469.0,0
470.0,0
