data,operatori sanitari,altri
2020-03-02,1,1
2020-03-03,0,3
2020-03-04,0,1
2020-03-05,0,0
2020-03-06,0,2
2020-03-07,0,2
2020-03-08,1,5
2020-03-09,0,4
2020-03-10,3,11
2020-03-11,0,15
2020-03-12,7,19
2020-03-13,17,15
2020-03-14,9,23
2020-03-15,9,21
2020-03-16,9,29
2020-03-17,7,38
2020-03-18,14,37
2020-03-19,6,26
2020-03-20,9,103
2020-03-21,8,51
2020-03-22,3,24
2020-03-23,6,27
2020-03-24,10,53
2020-03-25,10,40
2020-03-26,19,60
2020-03-27,11,33
2020-03-28,19,22
2020-03-29,7,11
2020-03-30,28,73
2020-03-31,56,44
2020-04-01,15,25
2020-04-02,18,59
2020-04-03,18,46
2020-04-04,7,22
2020-04-05,12,8
2020-04-06,14,70
2020-04-07,33,40
2020-04-08,12,44
2020-04-09,8,71
2020-04-10,9,31
2020-04-11,0,26
2020-04-12,0,7
2020-04-13,4,30
2020-04-14,7,32
2020-04-15,9,48
2020-04-16,5,21
2020-04-17,11,20
2020-04-18,0,3
2020-04-19,0,3
2020-04-20,6,29
2020-04-21,3,39
2020-04-22,7,17
2020-04-23,5,28
2020-04-24,5,32
2020-04-25,8,31
2020-04-26,1,22
2020-04-27,6,26
2020-04-28,1,16
2020-04-29,3,8
2020-04-30,6,23
2020-05-01,4,17
2020-05-02,0,20
2020-05-03,0,1
2020-05-04,5,29
2020-05-05,8,33
2020-05-06,3,20
2020-05-07,1,14
2020-05-08,9,17
2020-05-09,0,5
2020-05-10,0,6
2020-05-11,11,11
2020-05-12,8,6
2020-05-13,5,8
2020-05-14,4,7
2020-05-15,7,5
2020-05-16,0,4
2020-05-17,0,0
2020-05-18,5,4
2020-05-19,1,10
2020-05-20,1,10
2020-05-21,1,3
2020-05-22,3,5
2020-05-23,0,1
2020-05-24,0,1
2020-05-25,8,5
2020-05-26,1,3
2020-05-27,0,0
2020-05-28,0,2
2020-05-29,0,2
2020-05-30,0,0
2020-05-31,0,1
2020-06-01,0,1
2020-06-02,0,0
2020-06-03,1,1
2020-06-04,2,0
2020-06-05,0,1
2020-06-06,0,1
2020-06-07,0,1
2020-06-08,1,0
2020-06-09,0,1
2020-06-10,2,0
2020-06-11,0,0
2020-06-12,0,0
2020-06-13,0,0
2020-06-14,0,1
2020-06-15,0,1
2020-06-16,0,1
2020-06-17,1,3
2020-06-18,1,2
2020-06-19,1,2
2020-06-20,0,0
2020-06-21,0,1
2020-06-22,0,0
2020-06-23,0,0
2020-06-24,1,0
2020-06-25,0,0
2020-06-26,0,0
2020-06-27,0,0
2020-06-28,0,0
2020-06-29,0,0
2020-06-30,0,1
2020-07-01,0,2
2020-07-02,0,1
2020-07-03,0,0
2020-07-04,0,0
2020-07-05,0,0
2020-07-06,0,1
2020-07-07,1,0
2020-07-08,0,0
2020-07-09,0,0
2020-07-10,0,0
2020-07-11,0,0
2020-07-12,0,0
2020-07-13,0,0
2020-07-14,0,0
2020-07-15,0,0
2020-07-16,0,0
2020-07-17,0,0
2020-07-18,0,0
2020-07-19,0,1
2020-07-20,0,4
2020-07-21,0,0
2020-07-22,0,0
2020-07-23,0,5
2020-07-24,0,2
2020-07-25,0,0
2020-07-26,0,1
2020-07-27,0,1
2020-07-28,0,0
2020-07-29,0,1
2020-07-30,0,0
2020-07-31,0,3
2020-08-01,0,0
2020-08-02,0,2
2020-08-03,0,1
2020-08-04,0,1
2020-08-05,0,0
2020-08-06,0,1
2020-08-07,0,2
2020-08-08,0,0
2020-08-09,0,1
2020-08-10,0,1
2020-08-11,0,0
2020-08-12,0,1
2020-08-13,0,0
2020-08-14,0,0
2020-08-15,0,0
2020-08-16,0,0
2020-08-17,0,1
2020-08-18,0,0
2020-08-19,0,1
2020-08-20,0,1
2020-08-21,0,1
2020-08-22,0,1
2020-08-23,0,0
2020-08-24,0,2
2020-08-25,0,3
2020-08-26,0,6
2020-08-27,0,2
2020-08-28,1,4
2020-08-29,0,1
2020-08-30,0,0
2020-08-31,0,1
2020-09-01,0,2
2020-09-02,0,0
2020-09-03,0,9
2020-09-04,1,16
2020-09-05,1,6
2020-09-06,0,2
2020-09-07,1,6
2020-09-08,1,11
2020-09-09,1,3
2020-09-10,0,2
2020-09-11,0,3
2020-09-12,1,2
2020-09-13,0,1
2020-09-14,1,13
2020-09-15,0,11
2020-09-16,0,1
2020-09-17,3,8
2020-09-18,0,13
2020-09-19,0,5
2020-09-20,0,1
2020-09-21,0,11
2020-09-22,1,13
2020-09-23,0,10
2020-09-24,0,7
2020-09-25,1,6
2020-09-26,0,2
2020-09-27,0,1
2020-09-28,2,20
2020-09-29,2,7
2020-09-30,0,8
2020-10-01,1,18
2020-10-02,3,21
2020-10-03,0,3
2020-10-04,0,21
2020-10-05,3,32
