dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-03-01,2,1,
2020-03-02,1,0,
2020-03-03,0,0,
2020-03-04,1,0,
2020-03-05,0,0,
2020-03-06,2,1,
2020-03-07,2,0,
2020-03-08,4,1,
2020-03-09,2,0,0.17857142857142858
2020-03-10,3,1,0.125
2020-03-11,3,0,0.19642857142857142
2020-03-12,6,1,0.16071428571428573
2020-03-13,8,1,0.20153061224489793
2020-03-14,10,5,0.15391156462585034
2020-03-15,5,0,0.19472789115646258
2020-03-16,7,2,0.2206078083407276
2020-03-17,6,0,0.20275066548358472
2020-03-18,14,4,0.15330011603303526
2020-03-19,23,8,0.1771096398425591
2020-03-20,6,0,0.19123836825700177
2020-03-21,13,2,0.19123836825700177
2020-03-22,6,1,0.17423156553591332
2020-03-23,13,5,0.17216117216117213
2020-03-24,5,0,0.1871987661461345
2020-03-25,6,1,0.16522074416811255
2020-03-26,6,2,0.14141122035858875
2020-03-27,19,2,0.11027568922305761
2020-03-28,6,0,0.12932330827067665
2020-03-29,9,0,0.12138680033416872
2020-03-30,12,2,0.07376775271512111
2020-03-31,15,2,0.058730158730158695
2020-04-01,18,2,0.058730158730158695
2020-04-02,32,0,0.08730158730158728
2020-04-03,2,0,0.06349206349206347
2020-04-04,3,0,0.09206349206349206
2020-04-05,5,1,0.12380952380952379
2020-04-06,2,0,
2020-04-07,6,2,
2020-04-08,3,1,
2020-04-09,0,0,
2020-04-10,7,0,
2020-04-11,2,0,
2020-04-12,2,0,
2020-04-13,4,0,0.07142857142857141
2020-04-14,7,0,0.07142857142857141
2020-04-15,1,0,0.07142857142857141
2020-04-16,4,2,0.07142857142857141
2020-04-17,4,0,0.07142857142857141
2020-04-18,1,0,0.07142857142857141
2020-04-19,2,0,0.07142857142857141
2020-04-20,3,0,0.0
2020-04-21,3,0,0.0
2020-04-22,4,0,0.0
2020-04-23,1,0,0.0
2020-04-24,3,0,0.0
2020-04-25,3,0,0.0
2020-04-26,1,0,0.0
2020-04-27,1,0,0.0
2020-04-28,2,0,0.0
2020-04-29,1,0,
2020-04-30,1,0,
2020-05-01,1,0,
2020-05-02,0,0,
2020-05-03,0,0,
2020-05-04,2,0,
2020-05-05,0,0,
2020-05-06,0,0,
2020-05-07,0,0,
2020-05-08,1,0,
2020-05-09,0,0,
2020-05-10,0,0,
2020-05-11,0,0,
2020-05-12,0,0,
2020-05-13,0,0,
2020-05-14,0,0,
2020-05-15,1,0,
2020-05-16,0,0,
2020-05-17,0,0,
2020-05-18,0,0,
2020-05-19,0,0,
2020-05-20,2,0,
2020-05-21,0,0,
2020-05-22,0,0,
2020-05-23,0,0,
2020-05-24,0,0,
2020-05-25,0,0,
2020-05-26,0,0,
2020-05-27,0,0,
2020-05-28,0,0,
2020-05-29,0,0,
2020-05-30,0,0,
2020-05-31,0,0,
2020-06-01,0,0,
2020-06-02,0,0,
2020-06-03,0,0,
2020-06-04,3,0,
2020-06-05,0,0,
2020-06-06,0,0,
2020-06-07,0,0,
2020-06-08,0,0,
2020-06-09,1,0,
2020-06-10,1,1,
2020-06-11,0,0,
2020-06-12,0,0,
2020-06-13,0,0,
2020-06-14,1,0,
2020-06-15,0,0,
2020-06-16,0,0,
2020-06-17,0,0,
2020-06-18,0,0,
2020-06-19,0,0,
2020-06-20,0,0,
2020-06-21,1,0,
2020-06-22,0,0,
