data,≥80 anni,altri
2020-03-06,1.0,22
2020-03-07,1.0,19
2020-03-08,1.0,15
2020-03-09,0.0,23
2020-03-10,1.0,34
2020-03-11,1.0,23
2020-03-12,6.0,72
2020-03-13,2.0,68
2020-03-14,6.0,64
2020-03-15,8.0,70
2020-03-16,9.0,81
2020-03-17,15.0,84
2020-03-18,11.0,93
2020-03-19,8.0,65
2020-03-20,8.0,95
2020-03-21,10.0,82
2020-03-22,7.0,82
2020-03-23,19.0,122
2020-03-24,4.0,111
2020-03-25,31.0,168
2020-03-26,18.0,114
2020-03-27,16.0,159
2020-03-28,8.0,78
2020-03-29,11.0,101
2020-03-30,30.0,135
2020-03-31,32.0,143
2020-04-01,17.0,123
2020-04-02,11.0,76
2020-04-03,5.0,122
2020-04-04,8.0,87
2020-04-05,9.0,75
2020-04-06,11.0,83
2020-04-07,2.0,71
2020-04-08,6.0,92
2020-04-09,7.0,77
2020-04-10,7.0,74
2020-04-11,4.0,95
2020-04-12,5.0,49
2020-04-13,9.0,51
2020-04-14,9.0,59
2020-04-15,5.0,72
2020-04-16,3.0,48
2020-04-17,1.0,51
2020-04-18,3.0,36
2020-04-19,1.0,32
2020-04-20,3.0,50
2020-04-21,8.0,38
2020-04-22,12.0,34
2020-04-23,6.0,50
2020-04-24,2.0,44
2020-04-25,1.0,15
2020-04-26,2.0,8
2020-04-27,4.0,31
2020-04-28,1.0,22
2020-04-29,2.0,22
2020-04-30,1.0,38
2020-05-01,3.0,16
2020-05-02,2.0,18
2020-05-03,1.0,9
2020-05-04,3.0,35
2020-05-05,1.0,16
2020-05-06,0.0,10
2020-05-07,0.0,30
2020-05-08,1.0,10
2020-05-09,0.0,15
2020-05-10,0.0,6
2020-05-11,1.0,10
2020-05-12,0.0,11
2020-05-13,3.0,19
2020-05-14,1.0,16
2020-05-15,1.0,12
2020-05-16,0.0,12
2020-05-17,1.0,4
2020-05-18,1.0,11
2020-05-19,0.0,14
2020-05-20,0.0,10
2020-05-21,0.0,12
2020-05-22,1.0,8
2020-05-23,0.0,7
2020-05-24,1.0,1
2020-05-25,0.0,13
2020-05-26,0.0,13
2020-05-27,0.0,8
2020-05-28,2.0,9
2020-05-29,0.0,7
2020-05-30,0.0,4
2020-05-31,0.0,2
2020-06-01,0.0,7
2020-06-02,0.0,3
2020-06-03,0.0,2
2020-06-04,0.0,0
2020-06-05,0.0,3
2020-06-06,0.0,6
2020-06-07,1.0,2
2020-06-08,0.0,6
2020-06-09,0.0,6
2020-06-10,0.0,5
2020-06-11,0.0,2
2020-06-12,0.0,1
2020-06-13,1.0,4
2020-06-14,0.0,0
2020-06-15,0.0,3
2020-06-16,0.0,2
2020-06-17,1.0,1
2020-06-18,0.0,1
2020-06-19,0.0,1
2020-06-20,1.0,2
2020-06-21,0.0,9
2020-06-22,0.0,11
2020-06-23,0.0,27
2020-06-24,1.0,4
2020-06-25,0.0,0
2020-06-26,0.0,4
2020-06-27,0.0,6
2020-06-28,0.0,18
2020-06-29,0.0,9
2020-06-30,0.0,11
2020-07-01,0.0,2
2020-07-02,1.0,9
2020-07-03,0.0,7
2020-07-04,0.0,21
2020-07-05,0.0,3
2020-07-06,1.0,0
2020-07-07,0.0,9
2020-07-08,1.0,10
2020-07-09,0.0,5
2020-07-10,0.0,4
2020-07-11,0.0,7
2020-07-12,0.0,2
2020-07-13,0.0,1
2020-07-14,1.0,8
2020-07-15,1.0,16
2020-07-16,0.0,12
2020-07-17,3.0,11
2020-07-18,1.0,8
2020-07-19,0.0,5
2020-07-20,1.0,17
2020-07-21,1.0,15
2020-07-22,0.0,22
2020-07-23,0.0,4
2020-07-24,0.0,17
2020-07-25,0.0,32
2020-07-26,0.0,11
2020-07-27,2.0,18
2020-07-28,2.0,17
2020-07-29,1.0,8
2020-07-30,0.0,7
2020-07-31,0.0,11
2020-08-01,1.0,5
2020-08-02,0.0,4
2020-08-03,1.0,5
2020-08-04,0.0,7
2020-08-05,0.0,10
2020-08-06,0.0,8
2020-08-07,0.0,16
2020-08-08,2.0,12
2020-08-09,2.0,16
2020-08-10,3.0,44
2020-08-11,0.0,20
2020-08-12,1.0,34
2020-08-13,0.0,33
2020-08-14,2.0,35
2020-08-15,1.0,42
2020-08-16,1.0,30
2020-08-17,3.0,44
2020-08-18,0.0,56
2020-08-19,0.0,55
2020-08-20,0.0,100
2020-08-21,0.0,128
2020-08-22,0.0,136
2020-08-23,0.0,127
2020-08-24,1.0,225
2020-08-25,1.0,187
2020-08-26,2.0,201
2020-08-27,2.0,173
2020-08-28,6.0,151
2020-08-29,5.0,148
2020-08-30,0.0,76
2020-08-31,3.0,159
2020-09-01,2.0,104
2020-09-02,0.0,154
2020-09-03,6.0,109
2020-09-04,6.0,209
2020-09-05,1.0,113
2020-09-06,1.0,41
2020-09-07,5.0,239
2020-09-08,4.0,158
2020-09-09,6.0,93
2020-09-10,7.0,136
2020-09-11,0.0,128
2020-09-12,4.0,135
2020-09-13,2.0,54
2020-09-14,7.0,204
2020-09-15,4.0,193
2020-09-16,4.0,147
2020-09-17,4.0,119
2020-09-18,5.0,186
2020-09-19,4.0,63
2020-09-20,3.0,82
2020-09-21,7.0,315
2020-09-22,5.0,290
2020-09-23,8.0,228
2020-09-24,4.0,227
2020-09-25,11.0,314
2020-09-26,6.0,210
2020-09-27,5.0,155
2020-09-28,4.0,366
2020-09-29,9.0,370
2020-09-30,8.0,379
2020-10-01,7.0,423
2020-10-02,25.0,463
2020-10-03,6.0,282
2020-10-04,17.0,418
2020-10-05,56.0,904
2020-10-06,19.0,628
2020-10-07,26.0,710
2020-10-08,19.0,556
2020-10-09,18.0,730
2020-10-10,40.0,842
2020-10-11,11.0,603
2020-10-12,33.0,1560
2020-10-13,48.0,1690
2020-10-14,44.0,1783
2020-10-15,29.0,1794
2020-10-16,52.0,1868
2020-10-17,33.0,1281
2020-10-18,35.0,918
2020-10-19,83.0,2744
2020-10-20,49.0,2693
2020-10-21,86.0,2847
2020-10-22,56.0,2405
2020-10-23,77.0,2831
2020-10-24,46.0,1760
2020-10-25,49.0,1318
2020-10-26,95.0,3455
2020-10-27,120.0,3074
2020-10-28,114.0,3503
2020-10-29,120.0,3644
2020-10-30,163.0,3945
2020-10-31,143.0,2999
2020-11-01,61.0,1620
2020-11-02,164.0,4317
2020-11-03,197.0,4694
2020-11-04,227.0,4912
2020-11-05,213.0,4168
2020-11-06,190.0,4369
2020-11-07,148.0,3170
2020-11-08,73.0,1860
2020-11-09,197.0,4789
2020-11-10,232.0,4661
2020-11-11,199.0,4514
2020-11-12,230.0,4140
2020-11-13,191.0,3997
2020-11-14,147.0,3393
2020-11-15,102.0,1848
2020-11-16,189.0,4051
2020-11-17,178.0,3493
2020-11-18,213.0,4014
2020-11-19,185.0,3977
2020-11-20,190.0,3305
2020-11-21,131.0,2474
2020-11-22,69.0,1491
2020-11-23,178.0,3288
2020-11-24,203.0,3376
2020-11-25,146.0,2603
2020-11-26,161.0,2723
2020-11-27,141.0,1920
2020-11-28,121.0,1847
2020-11-29,64.0,905
2020-11-30,125.0,2128
2020-12-01,89.0,1876
2020-12-02,117.0,1621
2020-12-03,77.0,1511
2020-12-04,82.0,1390
2020-12-05,64.0,1216
2020-12-06,46.0,596
2020-12-07,77.0,1396
2020-12-08,50.0,587
2020-12-09,74.0,1183
2020-12-10,71.0,1165
2020-12-11,61.0,1255
2020-12-12,43.0,875
2020-12-13,12.0,339
2020-12-14,59.0,1011
2020-12-15,43.0,866
2020-12-16,47.0,903
2020-12-17,57.0,951
2020-12-18,61.0,853
2020-12-19,43.0,693
2020-12-20,30.0,455
2020-12-21,64.0,1026
2020-12-22,52.0,1112
2020-12-23,54.0,972
2020-12-24,35.0,617
2020-12-25,13.0,282
2020-12-26,28.0,334
2020-12-27,52.0,609
2020-12-28,69.0,1260
2020-12-29,66.0,1217
2020-12-30,84.0,1305
2020-12-31,37.0,715
2021-01-01,15.0,316
2021-01-02,46.0,955
2021-01-03,27.0,502
2021-01-04,76.0,1356
2021-01-05,49.0,1155
2021-01-06,36.0,618
2021-01-07,82.0,1257
2021-01-08,56.0,1140
2021-01-09,57.0,1007
2021-01-10,38.0,551
2021-01-11,90.0,1147
2021-01-12,64.0,1090
2021-01-13,60.0,1047
2021-01-14,57.0,1047
2021-01-15,33.0,939
2021-01-16,45.0,700
2021-01-17,26.0,404
2021-01-18,54.0,1029
2021-01-19,62.0,974
2021-01-20,55.0,946
2021-01-21,57.0,898
2021-01-22,82.0,1029
2021-01-23,30.0,895
2021-01-24,21.0,410
2021-01-25,43.0,1286
2021-01-26,40.0,1124
2021-01-27,45.0,1112
2021-01-28,51.0,1004
2021-01-29,63.0,1340
2021-01-30,47.0,997
2021-01-31,32.0,677
2021-02-01,82.0,1355
2021-02-02,82.0,1261
2021-02-03,73.0,1460
2021-02-04,72.0,1425
2021-02-05,80.0,1600
2021-02-06,46.0,1256
2021-02-07,27.0,698
2021-02-08,70.0,1552
2021-02-09,68.0,1315
2021-02-10,63.0,1490
2021-02-11,65.0,1552
2021-02-12,77.0,1522
2021-02-13,30.0,972
2021-02-14,42.0,677
2021-02-15,79.0,1362
2021-02-16,43.0,1257
2021-02-17,63.0,1450
2021-02-18,78.0,1501
2021-02-19,54.0,1418
2021-02-20,56.0,1209
2021-02-21,37.0,623
2021-02-22,92.0,2011
2021-02-23,77.0,1921
2021-02-24,78.0,2069
2021-02-25,61.0,1981
2021-02-26,99.0,2205
2021-02-27,66.0,1746
2021-02-28,33.0,1003
2021-03-01,78.0,2645
2021-03-02,107.0,2208
2021-03-03,109.0,2480
2021-03-04,88.0,2023
2021-03-05,86.0,2107
2021-03-06,62.0,1772
2021-03-07,40.0,1127
2021-03-08,120.0,2595
2021-03-09,124.0,2507
2021-03-10,94.0,2297
2021-03-11,80.0,2279
2021-03-12,82.0,2422
2021-03-13,81.0,2162
2021-03-14,30.0,1173
2021-03-15,100.0,2455
2021-03-16,91.0,2177
2021-03-17,105.0,2085
2021-03-18,103.0,2132
2021-03-19,84.0,1963
2021-03-20,65.0,1700
2021-03-21,41.0,938
2021-03-22,98.0,2119
2021-03-23,74.0,1958
2021-03-24,100.0,1993
2021-03-25,71.0,2008
2021-03-26,103.0,2144
2021-03-27,84.0,1524
2021-03-28,33.0,831
2021-03-29,91.0,2116
2021-03-30,64.0,2151
2021-03-31,96.0,1964
2021-04-01,87.0,2105
2021-04-02,83.0,2154
2021-04-03,64.0,1428
2021-04-04,25.0,537
2021-04-05,33.0,792
2021-04-06,91.0,2141
2021-04-07,68.0,1999
2021-04-08,60.0,1767
2021-04-09,71.0,2021
2021-04-10,63.0,1673
2021-04-11,27.0,998
2021-04-12,84.0,2198
2021-04-13,74.0,2121
2021-04-14,77.0,2067
2021-04-15,59.0,1953
2021-04-16,57.0,1894
2021-04-17,47.0,1679
2021-04-18,21.0,930
