dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-02-24,1,1,
2020-02-25,0,0,
2020-02-26,1,1,
2020-02-27,0,0,
2020-02-28,1,1,
2020-02-29,3,3,
2020-03-01,0,0,
2020-03-02,1,1,
2020-03-03,1,1,
2020-03-04,1,1,
2020-03-05,1,0,0.6761904761904763
2020-03-06,3,2,0.5996598639455784
2020-03-07,5,2,0.5414588057445202
2020-03-08,12,8,0.4938397581254726
2020-03-09,28,13,0.5847488490345636
2020-03-10,27,16,0.5514155157012303
2020-03-11,33,22,0.5682522503951078
2020-03-12,22,14,0.588660413660414
2020-03-13,60,26,0.5951630147008301
2020-03-14,56,29,0.5970870166248321
2020-03-15,21,17,0.5732774928153083
2020-03-16,51,26,0.549332687620503
2020-03-17,99,60,0.5422619805497959
2020-03-18,108,54,0.5287865903937335
2020-03-19,64,30,0.48577955707193027
2020-03-20,99,38,0.47485518732403115
2020-03-21,85,36,0.437625750094594
2020-03-22,59,30,0.437625750094594
2020-03-23,150,65,0.41071486891969405
2020-03-24,165,57,0.40897815921838265
2020-03-25,66,33,0.37967264390881056
2020-03-26,107,30,0.34838680218585916
2020-03-27,113,42,0.3176807266521974
2020-03-28,87,19,0.31737058902862686
2020-03-29,38,11,0.291797396788768
2020-03-30,87,19,0.286542527047917
2020-03-31,134,46,0.26734348699991933
2020-04-01,81,26,0.28877637957618757
2020-04-02,78,19,0.29287754157208645
2020-04-03,59,14,0.28208701846629236
2020-04-04,57,21,0.25502452871723547
2020-04-05,22,7,0.25332499368436706
2020-04-06,84,12,0.2825658677528274
2020-04-07,104,16,0.28438184838236735
2020-04-08,55,17,0.2692209954303151
2020-04-09,58,26,0.2872585134678331
2020-04-10,60,15,0.35088396364790514
2020-04-11,61,16,0.3746202273841689
2020-04-12,18,8,0.3754379282018697
2020-04-13,17,10,0.3553545632909186
2020-04-14,50,16,0.37995773789409315
2020-04-15,54,17,0.41767498182358903
2020-04-16,26,8,0.4766318979233623
2020-04-17,45,19,0.5009726687144374
2020-04-18,19,10,0.526686954428723
2020-04-19,7,6,0.5493825823875088
2020-04-20,58,44,0.5589979670028935
2020-04-21,12,6,0.5701090781140047
2020-04-22,19,9,0.5969619245157232
2020-04-23,24,9,0.5459415163524579
2020-04-24,22,11,0.48951518406405664
2020-04-25,7,5,0.4657056602545328
2020-04-26,10,5,0.42833951762523226
2020-04-27,22,8,0.4104823747680894
2020-04-28,15,5,0.4819109461966608
2020-04-29,33,7,0.4870129870129873
2020-04-30,40,10,0.41558441558441583
2020-05-01,2,2,0.40304523063143777
2020-05-02,4,3,0.38399761158381873
2020-05-03,2,0,0.41962864721485443
2020-05-04,29,8,0.40647075247801234
2020-05-05,20,4,0.3064707524780123
2020-05-06,13,6,0.21520091120817103
2020-05-07,19,3,0.21520091120817103
2020-05-08,10,3,0.2551571235781765
2020-05-09,9,1,0.25039521881627175
2020-05-10,2,0,0.23208020050125341
2020-05-11,9,5,0.2095238095238098
2020-05-12,24,4,0.22380952380952407
2020-05-13,9,3,0.20793650793650817
2020-05-14,18,0,
2020-05-15,5,2,
2020-05-16,9,0,
2020-05-17,0,0,
2020-05-18,5,1,
2020-05-19,10,0,
2020-05-20,9,0,
2020-05-21,4,0,
2020-05-22,7,2,
2020-05-23,2,0,
2020-05-24,0,0,
2020-05-25,4,0,
2020-05-26,4,0,
2020-05-27,1,0,
2020-05-28,1,0,0.09523809523809547
2020-05-29,5,0,0.12380952380952404
2020-05-30,3,0,0.2666666666666669
2020-05-31,3,2,0.2666666666666669
2020-06-01,5,1,0.38571428571428595
2020-06-02,1,1,
2020-06-03,2,0,
2020-06-04,6,5,
2020-06-05,0,0,
2020-06-06,1,0,
2020-06-07,0,0,
2020-06-08,2,0,
2020-06-09,1,0,
2020-06-10,3,0,
2020-06-11,2,0,
2020-06-12,3,1,
2020-06-13,0,0,
2020-06-14,0,0,
2020-06-15,1,0,
2020-06-16,3,2,
2020-06-17,1,0,
2020-06-18,1,0,
2020-06-19,1,0,
2020-06-20,0,0,
2020-06-21,1,1,
2020-06-22,2,0,
2020-06-23,1,0,
2020-06-24,0,0,
2020-06-25,0,0,
2020-06-26,0,0,
2020-06-27,2,2,
2020-06-28,0,0,
2020-06-29,4,0,
2020-06-30,1,0,
2020-07-01,7,0,
2020-07-02,1,1,
2020-07-03,5,2,
2020-07-04,3,2,
2020-07-05,0,0,
2020-07-06,2,0,
2020-07-07,8,0,
2020-07-08,3,0,
2020-07-09,4,1,
2020-07-10,3,0,
2020-07-11,1,0,
2020-07-12,0,0,
2020-07-13,3,0,
2020-07-14,1,0,
2020-07-15,1,1,
2020-07-16,1,0,
2020-07-17,6,0,
2020-07-18,1,1,
2020-07-19,0,0,
2020-07-20,4,2,
2020-07-21,3,0,
2020-07-22,7,2,
2020-07-23,3,1,
2020-07-24,11,2,
2020-07-25,0,0,
2020-07-26,1,0,
2020-07-27,4,1,
2020-07-28,3,1,
2020-07-29,5,1,0.129761904761905
2020-07-30,1,0,0.20119047619047642
2020-07-31,8,1,0.20119047619047642
2020-08-01,23,0,0.16785714285714312
2020-08-02,2,1,0.13928571428571454
2020-08-03,12,3,0.18690476190476216
2020-08-04,40,4,0.1690476190476193
2020-08-05,22,0,0.18492063492063518
2020-08-06,3,1,
2020-08-07,5,0,
2020-08-08,9,1,
2020-08-09,0,0,
2020-08-10,10,2,
