dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-03-01,2,2.0,
2020-03-02,1,0.0,
2020-03-03,0,0.0,
2020-03-04,1,0.0,
2020-03-05,0,0.0,
2020-03-06,2,1.0,
2020-03-07,2,0.0,
2020-03-08,4,1.0,
2020-03-09,2,0.0,0.20238095238095236
2020-03-10,3,1.0,0.13095238095238093
2020-03-11,3,0.0,0.20238095238095236
2020-03-12,6,2.0,0.1952380952380952
2020-03-13,8,0.0,0.23605442176870747
2020-03-14,10,5.0,0.2122448979591837
2020-03-15,5,1.0,0.27346938775510204
2020-03-16,7,2.0,0.2693286010056196
2020-03-17,6,1.0,0.29313812481514345
2020-03-18,14,6.0,0.24368757536459398
2020-03-19,23,7.0,0.3103542420312606
2020-03-20,6,1.0,0.32448297044570334
2020-03-21,13,2.0,0.32924487520760815
2020-03-22,6,4.0,0.26802038541168977
2020-03-23,13,5.0,0.24835164835164836
2020-03-24,5,1.0,0.27717370348949294
2020-03-25,6,0.0,0.3266242529400424
2020-03-26,6,1.0,0.27900520532099476
2020-03-27,19,7.0,0.25977443609022555
2020-03-28,6,3.0,0.28834586466165407
2020-03-29,9,3.0,0.3280284043441938
2020-03-30,12,3.0,0.33100459482038425
2020-03-31,15,6.0,0.2783730158730158
2020-04-01,18,5.0,0.2069444444444444
2020-04-02,32,6.0,0.2450396825396825
2020-04-03,2,0.0,0.20932539682539678
2020-04-04,3,0.0,0.17599206349206348
2020-04-05,5,3.0,0.1363095238095238
2020-04-06,2,0.0,
2020-04-07,6,1.0,
2020-04-08,3,0.0,
2020-04-09,0,0.0,
2020-04-10,7,1.0,
2020-04-11,2,0.0,
2020-04-12,2,0.0,
2020-04-13,4,1.0,0.14795918367346936
2020-04-14,7,1.0,0.16326530612244897
2020-04-15,1,0.0,0.16326530612244897
2020-04-16,4,2.0,0.16326530612244897
2020-04-17,4,1.0,0.12755102040816327
2020-04-18,1,0.0,0.20238095238095236
2020-04-19,2,0.0,0.23809523809523808
2020-04-20,3,0.0,0.16666666666666666
