dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-03-02,2,1.0,
2020-03-03,4,1.0,
2020-03-04,2,2.0,
2020-03-05,3,2.0,0.5768707482993197
2020-03-06,4,3.0,0.6074829931972789
2020-03-07,10,3.0,0.6289115646258504
2020-03-08,14,8.0,0.5727891156462585
2020-03-09,14,10.0,0.5476808905380335
2020-03-10,25,10.0,0.5119666048237477
2020-03-11,28,17.0,0.5201298701298701
2020-03-12,55,27.0,0.5210368996083282
2020-03-13,44,22.0,0.4769111411968555
2020-03-14,56,20.0,0.48043364608922345
2020-03-15,45,26.0,0.4710799045926248
2020-03-16,74,30.0,0.49618812970084986
2020-03-17,73,31.0,0.4667763649949675
2020-03-18,96,52.0,0.4540834829641064
2020-03-19,54,36.0,0.445719624600248
2020-03-20,221,65.0,0.47269069504957933
2020-03-21,123,33.0,0.47523645817238214
2020-03-22,52,27.0,0.4516037377574835
2020-03-23,69,41.0,0.39682807026505307
2020-03-24,113,50.0,0.43256894889498604
2020-03-25,101,38.0,0.4258348293559885
2020-03-26,173,49.0,0.38860481798804614
2020-03-27,79,43.0,0.32672923612413624
2020-03-28,104,23.0,0.28404847880186546
2020-03-29,58,15.0,0.25514496733270614
2020-03-30,149,24.0,0.23035074235201838
2020-03-31,167,24.0,0.17698330090183534
2020-04-01,92,16.0,0.19733794625648068
2020-04-02,155,17.0,0.21753499059145606
2020-04-03,123,21.0,0.2147803076304223
2020-04-04,44,16.0,0.2083192038639293
2020-04-05,30,12.0,0.1977601976527492
2020-04-06,134,19.0,0.1964884511446936
2020-04-07,132,13.0,0.1867844555733627
2020-04-08,120,12.0,0.16572443451334168
2020-04-09,129,13.0,0.20381967260857975
2020-04-10,107,11.0,0.19909175937969312
2020-04-11,37,8.0,0.19651674818399228
2020-04-12,9,6.0,0.19749820947079708
2020-04-13,46,5.0,0.18940427422227907
2020-04-14,87,7.0,0.17909120373373652
2020-04-15,131,14.0,0.19582222046475325
2020-04-16,68,3.0,0.13233015697268974
2020-04-17,98,3.0,0.12962271948264356
2020-04-18,6,2.0,0.1302009012167262
2020-04-19,9,2.0,0.12467398538446688
2020-04-20,78,7.0,0.1289534749580741
2020-04-21,71,6.0,0.13886601140122282
2020-04-22,44,3.0,0.09815940617848858
2020-04-23,54,4.0,0.0822863903054727
2020-04-24,70,7.0,0.07685504004653623
2020-04-25,62,3.0,0.06898428611115927
2020-04-26,45,5.0,0.05924402637089953
2020-04-27,58,3.0,0.05082651795339111
2020-04-28,34,1.0,0.03654080366767682
2020-04-29,26,0.0,0.043021218414220595
2020-04-30,66,1.0,0.027148202541204727
2020-05-01,45,0.0,0.024520944741533133
2020-05-02,32,3.0,0.024029839208410793
2020-05-03,4,0.0,0.027789237704651394
2020-05-04,60,2.0,0.02894699467636186
2020-05-05,77,2.0,0.02894699467636186
2020-05-06,38,1.0,0.0375321595115267
2020-05-07,43,1.0,0.06927819125755844
2020-05-08,61,0.0,0.06817929015865734
2020-05-09,13,2.0,0.0758972864480822
2020-05-10,9,2.0,0.0721378879518416
2020-05-11,39,1.0,0.08180264180264196
2020-05-12,25,2.0,0.08180264180264196
2020-05-13,23,0.0,0.059824619824619986
2020-05-14,22,2.0,
2020-05-15,28,0.0,
2020-05-16,6,0.0,
2020-05-17,0,0.0,
2020-05-18,13,1.0,
2020-05-19,20,0.0,
2020-05-20,14,1.0,
2020-05-21,4,0.0,0.06881214024071183
2020-05-22,12,0.0,0.05782312925170084
2020-05-23,3,1.0,0.07823129251700697
2020-05-24,2,0.0,
2020-05-25,19,0.0,
2020-05-26,7,1.0,
2020-05-27,0,0.0,
2020-05-28,3,1.0,
2020-05-29,3,0.0,
2020-05-30,0,0.0,
2020-05-31,3,1.0,
2020-06-01,2,1.0,
2020-06-02,0,0.0,
2020-06-03,3,0.0,
2020-06-04,2,0.0,
2020-06-05,2,0.0,
2020-06-06,1,0.0,1.9032394707859825e-16
2020-06-07,1,0.0,1.9032394707859825e-16
2020-06-08,2,0.0,1.9032394707859825e-16
2020-06-09,2,0.0,
2020-06-10,2,0.0,
2020-06-11,3,0.0,
2020-06-12,0,0.0,
2020-06-13,1,0.0,
2020-06-14,1,0.0,
2020-06-15,3,0.0,
2020-06-16,1,0.0,1.9032394707859825e-16
2020-06-17,5,0.0,
2020-06-18,3,0.0,
2020-06-19,5,0.0,
2020-06-20,0,0.0,
2020-06-21,1,1.0,
2020-06-22,1,0.0,
2020-06-23,2,0.0,
2020-06-24,5,0.0,
2020-06-25,2,0.0,
2020-06-26,1,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,6,1.0,
2020-07-01,2,0.0,
2020-07-02,1,0.0,
2020-07-03,2,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,2,1.0,
2020-07-07,2,0.0,
2020-07-08,2,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,3,0.0,
2020-07-16,0,0.0,
2020-07-17,2,2.0,
2020-07-18,0,0.0,
2020-07-19,4,0.0,
2020-07-20,32,0.0,
2020-07-21,20,0.0,
2020-07-22,7,0.0,
2020-07-23,10,0.0,
2020-07-24,6,0.0,
2020-07-25,0,0.0,
2020-07-26,1,1.0,
2020-07-27,2,0.0,
2020-07-28,5,1.0,
2020-07-29,2,0.0,
2020-07-30,0,0.0,
2020-07-31,4,0.0,
2020-08-01,0,0.0,
2020-08-02,2,2.0,
2020-08-03,3,1.0,
2020-08-04,1,0.0,
2020-08-05,3,0.0,
2020-08-06,4,1.0,
2020-08-07,3,0.0,
2020-08-08,0,0.0,
2020-08-09,1,1.0,
2020-08-10,2,0.0,
2020-08-11,1,0.0,
2020-08-12,3,1.0,0.19047619047619063
2020-08-13,1,0.0,
2020-08-14,1,0.0,
2020-08-15,1,0.0,
2020-08-16,0,0.0,
2020-08-17,3,1.0,
2020-08-18,6,0.0,
2020-08-19,1,0.0,
2020-08-20,6,1.0,0.07142857142857158
2020-08-21,6,0.0,0.07142857142857159
2020-08-22,3,0.0,0.07142857142857159
2020-08-23,1,0.0,0.07142857142857159
2020-08-24,6,2.0,0.05860805860805877
2020-08-25,12,0.0,0.05860805860805877
2020-08-26,18,0.0,0.05860805860805877
2020-08-27,13,1.0,0.10622710622710639
2020-08-28,14,0.0,0.07646520146520164
2020-08-29,3,0.0,0.07950471514301319
2020-08-30,3,1.0,0.07950471514301319
2020-08-31,8,1.0,0.07896866582647608
2020-09-01,47,1.0,0.08134961820742846
2020-09-02,74,0.0,0.09027818963599989
2020-09-03,41,3.0,0.04265914201695227
2020-09-04,60,1.0,0.032320796152290616
2020-09-05,16,1.0,0.03457228776548436
2020-09-06,5,0.0,0.04297564911002217
2020-09-07,38,2.0,0.032522687437548305
2020-09-08,54,2.0,0.030141735056595922
2020-09-09,34,2.0,0.04319118560604647
2020-09-10,10,0.0,0.07176261417747505
2020-09-11,35,0.0,0.06424381718499385
2020-09-12,13,2.0,0.06575553298242393
2020-09-13,5,1.0,0.057352171637886105
2020-09-14,44,0.0,0.06628074306645754
2020-09-15,63,3.0,0.07147554826126272
2020-09-16,19,0.0,0.08521181199752646
2020-09-17,32,2.0,0.19949752628324074
2020-09-18,55,2.0,0.2026721294578439
2020-09-19,12,3.0,0.19586940836940853
2020-09-20,1,1.0,0.19861666111666126
2020-09-21,45,1.0,0.19479013050441638
2020-09-22,68,0.0,0.19488633060061647
2020-09-23,52,1.0,0.15917204488633074
2020-09-24,28,1.0,0.15917204488633072
2020-09-25,27,1.0,0.16084005672383409
2020-09-26,5,0.0,0.1734450987406408
2020-09-27,1,1.0,0.1753061409242636
2020-09-28,59,2.0,0.17020410010793707
2020-09-29,34,3.0,0.17790010780394477
2020-09-30,31,1.0,0.20647153637537333
2020-10-01,44,0.0,0.06822268844910605
2020-10-02,55,5.0,0.06814197819890426
2020-10-03,5,1.0,0.07057453016705995
2020-10-04,31,1.0,0.07420799347794262
2020-10-05,90,3.0,0.08719500646495561
2020-10-06,19,2.0,0.08070149997144911
2020-10-07,52,3.0,0.06511708438703352
2020-10-08,44,4.0,0.060508789456157945
2020-10-09,44,2.0,0.07955640850377699
2020-10-10,11,1.0,0.0752715026908576
2020-10-11,2,0.0,0.07487903801267863
2020-10-12,60,10.0,0.06699406584199218
2020-10-13,93,7.0,0.07367178528566908
2020-10-14,91,5.0,0.09243080404468783
2020-10-15,84,3.0,0.16385937547325927
2020-10-16,141,13.0,0.14979011140399517
2020-10-17,36,8.0,0.14835419341828757
2020-10-18,8,4.0,0.15193347128327975
2020-10-19,176,12.0,0.15858549918304723
2020-10-20,184,12.0,0.15162545337008743
2020-10-21,225,18.0,0.13963626052983077
2020-10-22,158,13.0,0.10210599418600509
2020-10-23,253,11.0,0.10377029627047525
2020-10-24,94,13.0,0.11544201626694282
2020-10-25,59,14.0,0.12687058769551426
2020-10-26,238,19.0,0.1326417446830846
2020-10-27,211,31.0,0.14001513949312921
2020-10-28,275,44.0,0.1604802145956759
2020-10-29,269,33.0,0.18953590466831513
2020-10-30,326,31.0,0.1987754386321897
2020-10-31,103,29.0,0.19956071371757575
2020-11-01,59,26.0,0.1967146881478148
2020-11-02,346,50.0,0.19748214537097966
2020-11-03,269,41.0,0.20504249049859904
2020-11-04,257,36.0,0.1892328730544726
2020-11-05,328,42.0,0.1668803816564861
2020-11-06,277,41.0,0.16979518311098943
2020-11-07,158,27.0,0.16384420265292696
2020-11-08,95,27.0,0.1649471913853115
2020-11-09,285,47.0,0.17232929450193188
2020-11-10,316,35.0,0.16786529830659694
2020-11-11,318,47.0,0.17172681126621117
2020-11-12,217,39.0,0.20142009208731154
2020-11-13,334,39.0,0.19341989357121933
2020-11-14,96,19.0,0.20563943680342084
2020-11-15,63,31.0,0.21248669326458985
2020-11-16,303,33.0,0.21759328054395
2020-11-17,270,53.0,0.23060738075444392
2020-11-18,281,55.0,0.2594764283734915
2020-11-19,181,39.0,0.24572926284061167
2020-11-20,178,37.0,0.24874199268502467
2020-11-21,65,26.0,0.24358154466743379
2020-11-22,48,19.0,0.23688694131733515
2020-11-23,300,39.0,0.23161577207615802
2020-11-24,231,37.0,0.22062204670041016
2020-11-25,309,46.0,0.18935910674181805
2020-11-26,168,30.0,0.18659300029924103
2020-11-27,275,36.0,0.18301532433089449
2020-11-28,138,25.0,0.1807983140276308
2020-11-29,85,32.0,0.17738869775393687
2020-11-30,343,36.0,0.18029631241270358
2020-12-01,318,46.0,0.17829260183756443
2020-12-02,224,28.0,0.18669839893901372
2020-12-03,186,37.0,0.17152692494401034
2020-12-04,308,36.0,0.17347456428232025
2020-12-05,125,30.0,0.18759230325649892
2020-12-06,74,20.0,0.19457988089625047
2020-12-07,312,37.0,0.18254058808851714
2020-12-08,115,28.0,0.17657261369626318
2020-12-09,276,48.0,0.15441627946445727
2020-12-10,314,36.0,0.13933565261912456
2020-12-11,466,35.0,0.1331985824064241
2020-12-12,318,27.0,0.11889728451466337
2020-12-13,85,14.0,0.11558881670980055
2020-12-14,476,36.0,0.11337794130842138
2020-12-15,279,40.0,0.12198706743727314
2020-12-16,199,30.0,0.12795292547860287
2020-12-17,242,24.0,0.1436391999884068
2020-12-18,229,31.0,0.14744526787010495
2020-12-19,150,19.0,0.1411127475728315
2020-12-20,51,14.0,0.1355918696405693
2020-12-21,176,18.0,0.13918883791017062
2020-12-22,313,31.0,0.16863058585229135
2020-12-23,223,25.0,0.1741480986425314
2020-12-24,193,24.0,0.1657765682121774
2020-12-25,41,14.0,0.17473760717321635
2020-12-26,121,20.0,0.17424699311547248
2020-12-27,88,19.0,0.1765266747978985
2020-12-28,200,33.0,0.16919289499927784
2020-12-29,387,37.0,0.16721043675105002
2020-12-30,367,47.0,0.15781569534424486
2020-12-31,315,23.0,0.16430920183775136
2021-01-01,58,19.0,0.1588100624229493
2021-01-02,211,21.0,0.1565804574026466
2021-01-03,88,23.0,0.1554811681562184
2021-01-04,332,42.0,0.15904449825016073
2021-01-05,350,28.0,0.1281784920604781
2021-01-06,108,13.0,0.14315756287377593
2021-01-07,245,24.0,0.13219352690973996
2021-01-08,269,30.0,0.1303550039868797
2021-01-09,137,28.0,0.12768654037501986
2021-01-10,65,12.0,0.12801925696540517
2021-01-11,176,20.0,0.13459651644062384
2021-01-12,212,13.0,0.1297142168305623
2021-01-13,163,20.0,0.12022157003612843
2021-01-14,125,18.0,0.11884794366250206
2021-01-15,181,14.0,0.10784977952297667
2021-01-16,116,16.0,0.1056372907538841
2021-01-17,40,7.0,0.09805455741981119
2021-01-18,191,7.0,0.08834361339307768
2021-01-19,240,11.0,0.09165518971175739
2021-01-20,158,11.0,0.0818886444129782
2021-01-21,171,13.0,0.0761936637179975
2021-01-22,189,19.0,0.08508679003819937
2021-01-23,115,8.0,0.08735751314225582
2021-01-24,37,5.0,0.08581512403471406
2021-01-25,182,18.0,0.08131669848365693
2021-01-26,243,15.0,0.07609825555092829
2021-01-27,238,14.0,0.07696468908086199
2021-01-28,247,11.0,0.08021606075328631
2021-01-29,250,16.0,0.07757333377459379
2021-01-30,119,9.0,0.07510419797212466
2021-01-31,38,6.0,0.07655305337635532
2021-02-01,199,16.0,0.08245650664822965
2021-02-02,270,12.0,0.08171701084991032
2021-02-03,232,16.0,0.07273252533595952
2021-02-04,198,17.0,0.07502085485541032
2021-02-05,289,17.0,0.07184929030552559
2021-02-06,157,2.0,0.0708572268134621
2021-02-07,46,8.0,0.07582421575526861
2021-02-08,189,11.0,0.07666486338490706
2021-02-09,320,12.0,0.08260237352409787
2021-02-10,241,25.0,0.09517899356627857
2021-02-11,218,20.0,0.10604855878366988
2021-02-12,259,26.0,0.10487697904066155
2021-02-13,129,13.0,0.10940614364768084
2021-02-14,32,8.0,0.1070696009252057
2021-02-15,220,11.0,0.10177594103005498
2021-02-16,289,20.0,0.0980498417710057
2021-02-17,309,27.0,0.09220039406109289
2021-02-18,256,14.0,0.08111665021872835
2021-02-19,323,24.0,0.08792468593301406
2021-02-20,234,14.0,0.08726599295962433
2021-02-21,58,10.0,0.08277776864289743
2021-02-22,256,25.0,0.08397427765190645
2021-02-23,418,27.0,0.08197400650403974
2021-02-24,411,23.0,0.08431135169852778
2021-02-25,333,21.0,0.0753602523353174
2021-02-26,398,24.0,0.06550399096134106
2021-02-27,210,16.0,0.06620300573254537
2021-02-28,82,9.0,0.06365473381766172
2021-03-01,314,9.0,0.06888954550408631
2021-03-02,331,23.0,0.06698645382324683
2021-03-03,341,13.0,0.06743996856247586
2021-03-04,341,34.0,0.06576612829466143
2021-03-05,298,14.0,0.07088808667324606
2021-03-06,189,15.0,0.0702620526493646
2021-03-07,102,10.0,0.07608349154667811
2021-03-08,279,18.0,0.0734675778279887
2021-03-09,384,25.0,0.07742407195706191
2021-03-10,355,28.0,0.07534546273559554
2021-03-11,258,21.0,0.08298488213972084
2021-03-12,308,23.0,0.08680468554249983
2021-03-13,216,14.0,0.0837361133149511
2021-03-14,33,5.0,0.08345751867015927
2021-03-15,263,24.0,0.08212562198942538
2021-03-16,298,13.0,0.07849997198550576
2021-03-17,325,25.0,0.08279650000466153
2021-03-18,222,16.0,0.06795419944807525
2021-03-19,284,14.0,0.06852324836041586
2021-03-20,137,13.0,0.07459018466869623
2021-03-21,84,4.0,0.07693450701301859
2021-03-22,231,22.0,0.07956366678503549
2021-03-23,302,26.0,0.08485907560157106
2021-03-24,225,21.0,0.08044614546601318
2021-03-25,210,19.0,0.09442264515679859
2021-03-26,220,19.0,0.09405762109839474
2021-03-27,125,8.0,0.09488607490698099
2021-03-28,55,8.0,0.09793126750631372
2021-03-29,205,19.0,0.09445987895089154
2021-03-30,185,17.0,0.0913719596759219
2021-03-31,157,18.0,0.09790854504177557
2021-04-01,136,9.0,0.1228436099768405
2021-04-02,139,9.0,0.13076721302239477
2021-04-03,82,9.0,0.13449871737501715
2021-04-04,25,8.0,0.12581249913465878
2021-04-05,27,4.0,0.1266679959725692
2021-04-06,161,19.0,0.12910656459818817
2021-04-07,130,7.0,0.12862469047853514
2021-04-08,97,7.0,0.09107367007037188
2021-04-09,110,9.0,0.07723565623235805
2021-04-10,94,10.0,0.07559922118791974
2021-04-11,35,2.0,0.07334909036636035
2021-04-12,117,6.0,0.07000845313082747
2021-04-13,122,13.0,0.06968377780615216
2021-04-14,105,4.0,0.06952380340205681
2021-04-15,82,4.0,0.10421768095307722
2021-04-16,88,7.0,0.10391743475119165
2021-04-17,57,6.0,0.1012999943324012
2021-04-18,20,6.0,0.10322158771202108
2021-04-19,122,6.0,0.10911008945418135
2021-04-20,102,9.0,0.10605210093107655
2021-04-21,97,5.0,0.10688752281913003
2021-04-22,100,9.0,0.07990339583500303
2021-04-23,86,5.0,0.08610514793839445
2021-04-24,63,7.0,0.07915781454959339
2021-04-25,9,1.0,0.07893690144208235
2021-04-26,108,10.0,0.07460854323312713
2021-04-27,101,4.0,0.08671105865790167
2021-04-28,80,4.0,0.10843202774729181
2021-04-29,67,4.0,0.09805351736878144
2021-04-30,91,13.0,0.08975211251565245
2021-05-01,19,5.0,0.08945154674478964
2021-05-02,26,1.0,0.09196119925444214
2021-05-03,87,3.0,0.08782801900185891
2021-05-04,80,3.0,0.07465312879261066
2021-05-05,74,5.0,0.045222409136327094
2021-05-06,65,2.0,0.04813126498635941
2021-05-07,79,4.0,0.04804777162408171
2021-05-08,35,2.0,0.047086233162543255
2021-05-09,17,1.0,0.05529086636717646
2021-05-10,59,2.0,0.06437235092035912
2021-05-11,65,2.0,0.06496686651400771
2021-05-12,40,5.0,0.05984311488569681
2021-05-13,53,5.0,0.060963563064968515
2021-05-14,73,4.0,0.07397809091000483
2021-05-15,47,1.0,0.07442510152650697
2021-05-16,15,1.0,0.0675569696583751
2021-05-17,48,6.0,0.06995289658260392
2021-05-18,59,2.0,0.06783939364718318
2021-05-19,39,3.0,0.07273638790587957
2021-05-20,27,3.0,0.09495861012810179
2021-05-21,50,2.0,0.08156575298524464
2021-05-22,36,2.0,0.0828021653287612
2021-05-23,9,2.0,0.07816236068895654
2021-05-24,32,1.0,0.06604874331218127
2021-05-25,47,2.0,0.06430271156614953
2021-05-26,45,2.0,0.06165720892064689
2021-05-27,38,1.0,0.029911177174615142
2021-05-28,36,1.0,0.02893121201782072
2021-05-29,27,1.0,0.022852184662197617
2021-05-30,5,0.0,0.07364583545584842
2021-05-31,41,1.0,0.07560072267389353
2021-06-01,31,0.0,0.08750548457865545
2021-06-02,5,2.0,0.08221447928765015
2021-06-03,25,1.0,0.08221447928765015
2021-06-04,27,3.0,0.08281179138322008
2021-06-05,12,0.0,0.09868480725623595
2021-06-06,6,0.0,0.0415419501133788
2021-06-07,35,1.0,0.04376417233560103
2021-06-08,18,2.0,0.027891156462585158
2021-06-09,19,0.0,0.027891156462585158
2021-06-10,18,1.0,0.027891156462585158
2021-06-11,11,0.0,0.02380952380952393
2021-06-12,11,0.0,0.00793650793650806
2021-06-13,2,0.0,0.00793650793650806
2021-06-14,7,0.0,0.01785714285714298
2021-06-15,6,0.0,0.049603174603174725
2021-06-16,10,0.0,0.049603174603174725
2021-06-17,8,1.0,0.049603174603174725
2021-06-18,9,2.0,0.049603174603174725
2021-06-19,2,0.0,0.049603174603174725
2021-06-20,2,0.0,0.049603174603174725
2021-06-21,7,0.0,0.03174603174603187
2021-06-22,4,0.0,1.2688263138573217e-16
2021-06-23,3,0.0,
2021-06-24,7,0.0,
2021-06-25,4,0.0,
2021-06-26,0,0.0,
2021-06-27,1,0.0,
2021-06-28,5,0.0,
2021-06-29,6,0.0,
2021-06-30,5,0.0,1.2688263138573217e-16
2021-07-01,8,0.0,
2021-07-02,5,0.0,
2021-07-03,3,0.0,
2021-07-04,0,0.0,
2021-07-05,1,0.0,
2021-07-06,5,0.0,
2021-07-07,3,0.0,
2021-07-08,3,0.0,0.017857142857142985
2021-07-09,7,0.0,0.017857142857142985
2021-07-10,8,1.0,0.02335164835164848
2021-07-11,2,0.0,0.039224664224664356
2021-07-12,12,0.0,0.039224664224664356
2021-07-13,26,1.0,0.04517704517704531
2021-07-14,18,2.0,0.027319902319902452
2021-07-15,35,0.0,0.06303418803418817
2021-07-16,24,1.0,0.06749847374847388
2021-07-17,23,0.0,0.0680829956095915
2021-07-18,4,1.0,0.05792426545086134
2021-07-19,32,1.0,0.05792426545086134
2021-07-20,47,2.0,0.06242484617095425
2021-07-21,50,2.0,0.06242484617095425
2021-07-22,43,0.0,0.04258357632968441
2021-07-23,41,3.0,0.0381192906153987
2021-07-24,25,0.0,0.03528701650652884
2021-07-25,18,2.0,0.03506723628674862
2021-07-26,37,0.0,0.03903549025500259
2021-07-27,44,1.0,0.03244353244353258
2021-07-28,26,1.0,0.036772536772536904
2021-07-29,36,1.0,0.020899520899521035
2021-07-30,37,1.0,0.02661380661380675
2021-07-31,33,1.0,0.03561195132623717
