data,≥80 anni,altri
2020-02-20,2,3.0
2020-02-21,3,7.0
2020-02-22,1,2.0
2020-02-23,1,6.0
2020-02-24,5,12.0
2020-02-25,5,17.0
2020-02-26,8,27.0
2020-02-27,10,28.0
2020-02-28,12,29.0
2020-02-29,19,38.0
2020-03-01,15,36.0
2020-03-02,25,54.0
2020-03-03,31,74.0
2020-03-04,24,86.0
2020-03-05,33,107.0
2020-03-06,34,111.0
2020-03-07,44,103.0
2020-03-08,38,103.0
2020-03-09,55,127.0
2020-03-10,66,135.0
2020-03-11,55,150.0
2020-03-12,70,164.0
2020-03-13,85,212.0
2020-03-14,71,201.0
2020-03-15,79,184.0
2020-03-16,67,206.0
2020-03-17,88,243.0
2020-03-18,84,245.0
2020-03-19,116,286.0
2020-03-20,112,283.0
2020-03-21,103,254.0
2020-03-22,89,228.0
2020-03-23,78,239.0
2020-03-24,87,244.0
2020-03-25,97,204.0
2020-03-26,82,183.0
2020-03-27,105,205.0
2020-03-28,77,165.0
2020-03-29,63,129.0
2020-03-30,68,135.0
2020-03-31,63,127.0
2020-04-01,69,108.0
2020-04-02,57,123.0
2020-04-03,90,86.0
2020-04-04,58,61.0
2020-04-05,47,66.0
2020-04-06,61,72.0
2020-04-07,46,59.0
2020-04-08,43,75.0
2020-04-09,38,63.0
2020-04-10,55,58.0
2020-04-11,54,65.0
2020-04-12,48,50.0
2020-04-13,39,43.0
2020-04-14,70,47.0
2020-04-15,46,45.0
2020-04-16,48,50.0
2020-04-17,46,45.0
2020-04-18,40,41.0
2020-04-19,34,24.0
2020-04-20,42,44.0
2020-04-21,46,31.0
2020-04-22,39,34.0
2020-04-23,34,40.0
2020-04-24,31,31.0
2020-04-25,20,27.0
2020-04-26,20,23.0
2020-04-27,23,26.0
2020-04-28,29,23.0
2020-04-29,27,29.0
2020-04-30,25,34.0
2020-05-01,13,21.0
2020-05-02,17,17.0
2020-05-03,10,13.0
2020-05-04,20,20.0
2020-05-05,16,18.0
2020-05-06,26,25.0
2020-05-07,14,18.0
2020-05-08,14,15.0
2020-05-09,7,12.0
2020-05-10,12,10.0
2020-05-11,18,17.0
2020-05-12,12,11.0
2020-05-13,8,6.0
2020-05-14,8,10.0
2020-05-15,8,10.0
2020-05-16,7,5.0
2020-05-17,4,8.0
2020-05-18,3,13.0
2020-05-19,4,8.0
2020-05-20,7,12.0
2020-05-21,5,10.0
2020-05-22,3,8.0
2020-05-23,4,3.0
2020-05-24,1,3.0
2020-05-25,7,13.0
2020-05-26,4,4.0
2020-05-27,5,8.0
2020-05-28,5,5.0
2020-05-29,2,3.0
2020-05-30,2,3.0
2020-05-31,1,2.0
2020-06-01,3,7.0
2020-06-02,2,4.0
2020-06-03,2,4.0
2020-06-04,3,4.0
2020-06-05,3,4.0
2020-06-06,3,2.0
2020-06-07,0,3.0
2020-06-08,2,4.0
2020-06-09,3,4.0
2020-06-10,2,5.0
2020-06-11,0,1.0
2020-06-12,4,2.0
2020-06-13,2,3.0
2020-06-14,3,1.0
2020-06-15,2,5.0
