data,≥80 anni,altri
2020-02-20,1.0,
2020-02-21,1.0,1.0
2020-02-22,0.0,0.0
2020-02-23,0.0,1.0
2020-02-24,2.0,3.0
2020-02-25,4.0,1.0
2020-02-26,2.0,3.0
2020-02-27,1.0,3.0
2020-02-28,4.0,6.0
2020-02-29,2.0,5.0
2020-03-01,3.0,1.0
2020-03-02,4.0,8.0
2020-03-03,3.0,9.0
2020-03-04,2.0,14.0
2020-03-05,7.0,15.0
2020-03-06,6.0,18.0
2020-03-07,9.0,23.0
2020-03-08,3.0,11.0
2020-03-09,5.0,21.0
2020-03-10,7.0,26.0
2020-03-11,11.0,30.0
2020-03-12,10.0,28.0
2020-03-13,6.0,38.0
2020-03-14,12.0,27.0
2020-03-15,7.0,26.0
2020-03-16,7.0,41.0
2020-03-17,12.0,34.0
2020-03-18,8.0,51.0
2020-03-19,15.0,75.0
2020-03-20,19.0,68.0
2020-03-21,27.0,80.0
2020-03-22,17.0,54.0
2020-03-23,17.0,83.0
2020-03-24,17.0,91.0
2020-03-25,25.0,62.0
2020-03-26,18.0,58.0
2020-03-27,19.0,58.0
2020-03-28,18.0,57.0
2020-03-29,14.0,49.0
2020-03-30,20.0,50.0
2020-03-31,19.0,42.0
2020-04-01,12.0,39.0
2020-04-02,16.0,29.0
2020-04-03,9.0,44.0
2020-04-04,9.0,33.0
2020-04-05,12.0,20.0
2020-04-06,8.0,27.0
2020-04-07,14.0,26.0
2020-04-08,13.0,18.0
2020-04-09,9.0,16.0
2020-04-10,19.0,16.0
2020-04-11,19.0,26.0
2020-04-12,17.0,19.0
2020-04-13,14.0,17.0
2020-04-14,21.0,18.0
2020-04-15,12.0,10.0
2020-04-16,5.0,17.0
2020-04-17,10.0,20.0
2020-04-18,11.0,19.0
2020-04-19,8.0,17.0
2020-04-20,11.0,14.0
2020-04-21,3.0,20.0
2020-04-22,8.0,19.0
2020-04-23,14.0,15.0
2020-04-24,9.0,13.0
2020-04-25,11.0,10.0
2020-04-26,11.0,15.0
2020-04-27,4.0,11.0
2020-04-28,4.0,9.0
2020-04-29,4.0,7.0
2020-04-30,2.0,12.0
2020-05-01,1.0,6.0
2020-05-02,6.0,7.0
2020-05-03,0.0,5.0
2020-05-04,1.0,9.0
2020-05-05,6.0,8.0
2020-05-06,2.0,1.0
2020-05-07,6.0,8.0
2020-05-08,4.0,6.0
2020-05-09,2.0,5.0
2020-05-10,1.0,1.0
2020-05-11,1.0,3.0
2020-05-12,2.0,1.0
2020-05-13,3.0,7.0
2020-05-14,2.0,3.0
2020-05-15,4.0,9.0
2020-05-16,2.0,7.0
2020-05-17,2.0,2.0
2020-05-18,1.0,7.0
2020-05-19,2.0,7.0
2020-05-20,2.0,4.0
2020-05-21,1.0,5.0
2020-05-22,4.0,5.0
2020-05-23,4.0,2.0
2020-05-24,0.0,6.0
2020-05-25,3.0,3.0
2020-05-26,3.0,2.0
2020-05-27,0.0,4.0
2020-05-28,2.0,1.0
2020-05-29,2.0,2.0
2020-05-30,1.0,2.0
2020-05-31,1.0,2.0
2020-06-01,1.0,0.0
2020-06-02,0.0,1.0
2020-06-03,1.0,5.0
2020-06-04,2.0,3.0
2020-06-05,0.0,2.0
2020-06-06,1.0,4.0
2020-06-07,0.0,3.0
2020-06-08,5.0,7.0
2020-06-09,1.0,1.0
2020-06-10,0.0,9.0
2020-06-11,1.0,4.0
2020-06-12,4.0,3.0
2020-06-13,7.0,5.0
2020-06-14,0.0,4.0
2020-06-15,0.0,3.0
2020-06-16,1.0,1.0
2020-06-17,0.0,2.0
2020-06-18,1.0,0.0
2020-06-19,0.0,3.0
2020-06-20,1.0,4.0
2020-06-21,0.0,4.0
2020-06-22,1.0,2.0
2020-06-23,0.0,4.0
2020-06-24,1.0,5.0
2020-06-25,0.0,3.0
2020-06-26,1.0,5.0
2020-06-27,1.0,1.0
2020-06-28,0.0,3.0
2020-06-29,0.0,1.0
2020-06-30,3.0,4.0
2020-07-01,0.0,4.0
2020-07-02,2.0,8.0
2020-07-03,0.0,6.0
2020-07-04,2.0,3.0
2020-07-05,1.0,3.0
2020-07-06,0.0,11.0
2020-07-07,0.0,3.0
2020-07-08,1.0,5.0
2020-07-09,0.0,1.0
2020-07-10,1.0,2.0
2020-07-11,0.0,4.0
2020-07-12,1.0,2.0
2020-07-13,1.0,2.0
2020-07-14,0.0,5.0
2020-07-15,0.0,5.0
2020-07-16,1.0,0.0
2020-07-17,1.0,4.0
2020-07-18,3.0,6.0
2020-07-19,1.0,3.0
2020-07-20,0.0,6.0
2020-07-21,0.0,9.0
2020-07-22,0.0,1.0
2020-07-23,0.0,5.0
2020-07-24,2.0,9.0
2020-07-25,0.0,6.0
2020-07-26,0.0,3.0
2020-07-27,0.0,5.0
2020-07-28,0.0,8.0
2020-07-29,0.0,3.0
2020-07-30,1.0,6.0
2020-07-31,0.0,8.0
2020-08-01,0.0,5.0
2020-08-02,0.0,2.0
2020-08-03,0.0,5.0
2020-08-04,2.0,2.0
2020-08-05,2.0,4.0
2020-08-06,3.0,1.0
2020-08-07,0.0,4.0
2020-08-08,0.0,7.0
2020-08-09,0.0,8.0
2020-08-10,2.0,4.0
2020-08-11,2.0,6.0
2020-08-12,2.0,8.0
2020-08-13,0.0,5.0
2020-08-14,3.0,6.0
2020-08-15,4.0,5.0
2020-08-16,4.0,7.0
2020-08-17,5.0,6.0
2020-08-18,4.0,11.0
2020-08-19,1.0,8.0
2020-08-20,4.0,11.0
2020-08-21,0.0,10.0
2020-08-22,1.0,18.0
2020-08-23,3.0,10.0
2020-08-24,3.0,14.0
2020-08-25,0.0,14.0
2020-08-26,2.0,16.0
2020-08-27,1.0,14.0
2020-08-28,3.0,15.0
2020-08-29,3.0,8.0
2020-08-30,2.0,16.0
2020-08-31,2.0,17.0
2020-09-01,4.0,17.0
2020-09-02,2.0,16.0
2020-09-03,2.0,25.0
2020-09-04,1.0,23.0
2020-09-05,1.0,21.0
2020-09-06,0.0,23.0
2020-09-07,0.0,19.0
2020-09-08,4.0,11.0
2020-09-09,5.0,21.0
2020-09-10,7.0,22.0
2020-09-11,10.0,21.0
2020-09-12,5.0,21.0
2020-09-13,5.0,29.0
2020-09-14,7.0,23.0
2020-09-15,8.0,33.0
2020-09-16,1.0,31.0
2020-09-17,10.0,37.0
2020-09-18,6.0,34.0
2020-09-19,6.0,21.0
2020-09-20,3.0,31.0
2020-09-21,7.0,33.0
2020-09-22,7.0,47.0
2020-09-23,18.0,39.0
2020-09-24,9.0,30.0
2020-09-25,6.0,44.0
2020-09-26,15.0,40.0
2020-09-27,5.0,41.0
2020-09-28,10.0,32.0
2020-09-29,13.0,47.0
2020-09-30,10.0,20.0
2020-10-01,18.0,49.0
2020-10-02,11.0,40.0
2020-10-03,18.0,45.0
2020-10-04,6.0,43.0
2020-10-05,17.0,50.0
2020-10-06,10.0,61.0
2020-10-07,16.0,46.0
2020-10-08,17.0,59.0
2020-10-09,24.0,52.0
2020-10-10,13.0,66.0
2020-10-11,15.0,51.0
2020-10-12,20.0,59.0
2020-10-13,16.0,69.0
2020-10-14,21.0,92.0
2020-10-15,23.0,71.0
2020-10-16,32.0,84.0
2020-10-17,21.0,95.0
2020-10-18,20.0,95.0
2020-10-19,36.0,109.0
2020-10-20,36.0,110.0
2020-10-21,34.0,127.0
2020-10-22,35.0,105.0
2020-10-23,43.0,148.0
2020-10-24,30.0,101.0
2020-10-25,47.0,129.0
2020-10-26,36.0,121.0
2020-10-27,42.0,130.0
2020-10-28,40.0,119.0
2020-10-29,48.0,132.0
2020-10-30,56.0,150.0
2020-10-31,42.0,129.0
2020-11-01,45.0,119.0
2020-11-02,52.0,138.0
2020-11-03,38.0,130.0
2020-11-04,41.0,126.0
2020-11-05,47.0,162.0
2020-11-06,45.0,159.0
2020-11-07,49.0,138.0
2020-11-08,48.0,107.0
2020-11-09,53.0,137.0
2020-11-10,53.0,125.0
2020-11-11,61.0,134.0
2020-11-12,45.0,120.0
2020-11-13,51.0,132.0
2020-11-14,49.0,140.0
2020-11-15,42.0,102.0
2020-11-16,59.0,117.0
2020-11-17,56.0,113.0
2020-11-18,51.0,121.0
2020-11-19,52.0,108.0
2020-11-20,55.0,108.0
2020-11-21,44.0,83.0
2020-11-22,34.0,88.0
2020-11-23,35.0,108.0
2020-11-24,47.0,98.0
2020-11-25,38.0,75.0
2020-11-26,42.0,111.0
2020-11-27,51.0,104.0
2020-11-28,47.0,83.0
2020-11-29,33.0,77.0
2020-11-30,46.0,84.0
2020-12-01,42.0,83.0
2020-12-02,42.0,122.0
2020-12-03,38.0,97.0
2020-12-04,43.0,91.0
2020-12-05,51.0,101.0
2020-12-06,36.0,63.0
2020-12-07,38.0,78.0
2020-12-08,45.0,74.0
2020-12-09,44.0,75.0
2020-12-10,43.0,88.0
2020-12-11,50.0,87.0
2020-12-12,36.0,80.0
2020-12-13,35.0,68.0
2020-12-14,37.0,75.0
2020-12-15,38.0,82.0
2020-12-16,33.0,82.0
2020-12-17,38.0,85.0
2020-12-18,31.0,70.0
2020-12-19,34.0,73.0
2020-12-20,33.0,69.0
2020-12-21,29.0,67.0
2020-12-22,46.0,82.0
2020-12-23,32.0,107.0
2020-12-24,43.0,79.0
2020-12-25,40.0,58.0
2020-12-26,29.0,68.0
2020-12-27,33.0,74.0
2020-12-28,45.0,114.0
2020-12-29,42.0,109.0
2020-12-30,50.0,98.0
2020-12-31,38.0,119.0
2021-01-01,42.0,86.0
2021-01-02,54.0,106.0
2021-01-03,29.0,88.0
2021-01-04,34.0,108.0
2021-01-05,33.0,79.0
2021-01-06,36.0,101.0
2021-01-07,37.0,79.0
2021-01-08,33.0,90.0
2021-01-09,43.0,96.0
2021-01-10,51.0,79.0
2021-01-11,39.0,112.0
2021-01-12,48.0,88.0
2021-01-13,41.0,91.0
2021-01-14,45.0,105.0
