dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-03-01,2,,
2020-03-02,0,,
2020-03-03,1,,
2020-03-04,1,,
2020-03-05,2,,
2020-03-06,2,1.0,
2020-03-07,3,0.0,
2020-03-08,2,1.0,
2020-03-09,6,0.0,0.23031674208144798
2020-03-10,10,3.0,0.17476118652589243
2020-03-11,17,4.0,0.2359856763218108
2020-03-12,13,1.0,0.1734856763218108
2020-03-13,18,2.0,0.20709912169996206
2020-03-14,14,6.0,0.1846501421081253
2020-03-15,16,1.0,0.17727576378536763
2020-03-16,17,4.0,0.20764013625500327
2020-03-17,21,3.0,0.22675254312251217
2020-03-18,49,9.0,0.19468257227703112
2020-03-19,38,11.0,0.22822504331950216
2020-03-20,49,12.0,0.23950955712502436
2020-03-21,49,10.0,0.23728321204153643
2020-03-22,37,11.0,0.24567617961817748
2020-03-23,35,11.0,0.21674515640797806
2020-03-24,55,7.0,0.21674515640797806
2020-03-25,33,8.0,0.2250056034439353
2020-03-26,23,2.0,0.19146313240146423
2020-03-27,49,12.0,0.20212072877334633
2020-03-28,42,11.0,0.22965319630581388
2020-03-29,32,2.0,0.22223204602752072
2020-03-30,18,7.0,0.23361920958859736
2020-03-31,25,8.0,0.21291950113378685
2020-04-01,21,4.0,0.19081065759637192
2020-04-02,18,3.0,0.21484911913483346
2020-04-03,20,2.0,0.18786499215070648
2020-04-04,28,3.0,0.1589574291254964
2020-04-05,13,3.0,0.1537245667497769
2020-04-06,10,2.0,0.16562932865453878
2020-04-07,17,2.0,0.16562932865453878
2020-04-08,13,2.0,0.1860374919198449
2020-04-09,8,2.0,0.20068950657185952
2020-04-10,10,1.0,0.23561014149249446
2020-04-11,12,3.0,0.25451770451770456
2020-04-12,9,3.0,0.23253968253968255
2020-04-13,9,4.0,0.19682539682539682
2020-04-14,8,2.0,0.25396825396825395
2020-04-15,3,0.0,0.26587301587301587
2020-04-16,11,0.0,0.28968253968253965
2020-04-17,6,3.0,0.2261904761904762
2020-04-18,6,2.0,0.29761904761904756
2020-04-19,6,3.0,0.29761904761904756
2020-04-20,2,0.0,0.29761904761904756
2020-04-21,4,3.0,0.24659863945578225
2020-04-22,7,0.0,0.19897959183673466
2020-04-23,3,0.0,0.17517006802721083
2020-04-24,7,1.0,0.17517006802721083
2020-04-25,4,0.0,0.06802721088435369
2020-04-26,3,1.0,
2020-04-27,4,0.0,
2020-04-28,4,0.0,
2020-04-29,0,0.0,
2020-04-30,1,0.0,
2020-05-01,3,0.0,
2020-05-02,2,1.0,
2020-05-03,2,1.0,
2020-05-04,0,0.0,
2020-05-05,5,2.0,
2020-05-06,0,0.0,
2020-05-07,0,0.0,
2020-05-08,1,0.0,
2020-05-09,3,1.0,
2020-05-10,2,0.0,
2020-05-11,2,0.0,
2020-05-12,0,0.0,
2020-05-13,3,2.0,
2020-05-14,3,1.0,
2020-05-15,1,1.0,
2020-05-16,0,0.0,
2020-05-17,0,0.0,
2020-05-18,1,0.0,
2020-05-19,3,1.0,
2020-05-20,2,0.0,
2020-05-21,2,0.0,
2020-05-22,0,0.0,
2020-05-23,1,0.0,
2020-05-24,0,0.0,
2020-05-25,1,0.0,
2020-05-26,0,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,1,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,1,0.0,
2020-06-02,0,0.0,
2020-06-03,2,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,1,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,1,0.0,
2020-06-26,0,0.0,
2020-06-27,1,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,0,0.0,
2020-07-03,1,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,1,0.0,
2020-07-07,0,0.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,1,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,1,0.0,
2020-07-20,0,0.0,
2020-07-21,1,0.0,
2020-07-22,0,0.0,
2020-07-23,0,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,0,0.0,
2020-08-01,1,0.0,
2020-08-02,0,0.0,
2020-08-03,2,0.0,
2020-08-04,0,0.0,
2020-08-05,0,0.0,
2020-08-06,0,0.0,
2020-08-07,2,0.0,
2020-08-08,0,0.0,
2020-08-09,1,0.0,
2020-08-10,1,0.0,
2020-08-11,0,0.0,
2020-08-12,0,0.0,
2020-08-13,0,0.0,
2020-08-14,1,0.0,
2020-08-15,0,0.0,
2020-08-16,0,0.0,
2020-08-17,0,0.0,
2020-08-18,1,0.0,
2020-08-19,0,0.0,
2020-08-20,0,0.0,
2020-08-21,1,0.0,
2020-08-22,0,0.0,
2020-08-23,0,0.0,
2020-08-24,0,0.0,
2020-08-25,1,0.0,
2020-08-26,0,0.0,
2020-08-27,0,0.0,
2020-08-28,2,0.0,
2020-08-29,0,0.0,
2020-08-30,0,0.0,
2020-08-31,2,0.0,
2020-09-01,0,0.0,
2020-09-02,0,0.0,
2020-09-03,0,0.0,
2020-09-04,4,0.0,
2020-09-05,0,0.0,
2020-09-06,0,0.0,
2020-09-07,0,0.0,
2020-09-08,0,0.0,
2020-09-09,2,0.0,
2020-09-10,0,0.0,
2020-09-11,1,0.0,
2020-09-12,2,0.0,
