dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-03-03,1,,
2020-03-04,0,,
2020-03-05,2,1.0,
2020-03-06,2,2.0,
2020-03-07,0,0.0,
2020-03-08,1,0.0,
2020-03-09,2,0.0,
2020-03-10,3,1.0,
2020-03-11,0,0.0,
2020-03-12,3,1.0,
2020-03-13,0,0.0,
2020-03-14,1,0.0,
2020-03-15,3,3.0,
2020-03-16,8,2.0,
2020-03-17,7,3.0,0.3850950636664922
2020-03-18,13,6.0,0.40295220652363506
2020-03-19,15,5.0,0.34172771672771673
2020-03-20,18,4.0,0.37744200244200243
2020-03-21,8,1.0,0.33526513169370314
2020-03-22,7,4.0,0.31695011337868484
2020-03-23,14,7.0,0.33526513169370314
2020-03-24,15,2.0,0.3987571951857666
2020-03-25,6,2.0,0.41491365777080064
2020-03-26,26,12.0,0.4285190999476714
2020-03-27,27,18.0,0.4166143380429094
2020-03-28,21,5.0,0.46899529042386184
2020-03-29,3,2.0,0.42137624280481417
2020-03-30,12,5.0,0.41258503401360536
2020-03-31,6,3.0,0.3683673469387755
2020-04-01,6,0.0,0.3629251700680272
2020-04-02,5,2.0,0.267687074829932
2020-04-03,14,5.0,0.20816326530612245
2020-04-04,10,2.0,0.20816326530612245
2020-04-05,2,0.0,0.20816326530612245
2020-04-06,5,0.0,
2020-04-07,2,1.0,
2020-04-08,8,0.0,
2020-04-09,0,0.0,
2020-04-10,2,1.0,
2020-04-11,4,2.0,
2020-04-12,2,0.0,
2020-04-13,1,0.0,0.29220779220779214
2020-04-14,8,4.0,0.22077922077922071
2020-04-15,11,6.0,0.20649350649350642
2020-04-16,2,0.0,0.20649350649350642
2020-04-17,1,0.0,0.27792207792207785
2020-04-18,5,2.0,0.25411255411255407
2020-04-19,3,0.0,0.17619047619047615
2020-04-20,4,2.0,0.22380952380952374
2020-04-21,3,1.0,0.22380952380952374
2020-04-22,2,0.0,0.16666666666666657
2020-04-23,3,1.0,
2020-04-24,1,0.0,
2020-04-25,2,0.0,
2020-04-26,0,0.0,
2020-04-27,4,0.0,
2020-04-28,1,0.0,
2020-04-29,5,0.0,
2020-04-30,4,0.0,0.14285714285714277
2020-05-01,2,2.0,
2020-05-02,3,0.0,
2020-05-03,1,0.0,
2020-05-04,0,0.0,
2020-05-05,2,0.0,
2020-05-06,0,0.0,
2020-05-07,0,0.0,
2020-05-08,2,0.0,
2020-05-09,3,1.0,
2020-05-10,0,0.0,
2020-05-11,1,0.0,
2020-05-12,2,0.0,
2020-05-13,1,0.0,
2020-05-14,0,0.0,
2020-05-15,0,0.0,
2020-05-16,1,0.0,
2020-05-17,0,0.0,
2020-05-18,1,0.0,
2020-05-19,3,0.0,
2020-05-20,0,0.0,
2020-05-21,1,0.0,
2020-05-22,2,0.0,
2020-05-23,1,0.0,
2020-05-24,0,0.0,
2020-05-25,0,0.0,
2020-05-26,1,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,0,0.0,
2020-06-05,1,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,2,1.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,1,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,2,1.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,1,1.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,1,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,3,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,5,0.0,
2020-07-21,30,0.0,
2020-07-22,4,0.0,
2020-07-23,0,0.0,
2020-07-24,2,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,2,0.0,
2020-07-30,1,0.0,
2020-07-31,1,0.0,
2020-08-01,0,0.0,
2020-08-02,0,0.0,
2020-08-03,0,0.0,
2020-08-04,2,0.0,
2020-08-05,18,0.0,
2020-08-06,2,0.0,
2020-08-07,1,0.0,
2020-08-08,0,0.0,
2020-08-09,0,0.0,
2020-08-10,0,0.0,
2020-08-11,1,0.0,
2020-08-12,1,0.0,
2020-08-13,5,0.0,
2020-08-14,2,0.0,
2020-08-15,0,0.0,
2020-08-16,0,0.0,
2020-08-17,6,0.0,
2020-08-18,2,0.0,
2020-08-19,4,0.0,
2020-08-20,2,0.0,0.1428571428571428
2020-08-21,1,1.0,0.1428571428571428
2020-08-22,2,0.0,0.1428571428571428
2020-08-23,2,0.0,0.1428571428571428
2020-08-24,1,0.0,0.1428571428571428
2020-08-25,4,0.0,0.0
2020-08-26,3,0.0,0.0
2020-08-27,3,0.0,
2020-08-28,5,0.0,
2020-08-29,2,0.0,
2020-08-30,0,0.0,
2020-08-31,1,0.0,
2020-09-01,4,0.0,
2020-09-02,18,1.0,
2020-09-03,1,0.0,0.041549953314659126
2020-09-04,1,0.0,0.041549953314659126
2020-09-05,17,4.0,0.041549953314659126
2020-09-06,1,0.0,0.042542016806722614
2020-09-07,10,0.0,0.06295018007202874
2020-09-08,7,0.0,0.07723589435774303
2020-09-09,16,1.0,0.04362244897959177
2020-09-10,7,1.0,
2020-09-11,10,1.0,
2020-09-12,1,0.0,
2020-09-13,0,0.0,
2020-09-14,1,0.0,
2020-09-15,6,0.0,
2020-09-16,3,1.0,
2020-09-17,3,0.0,0.1904761904761904
2020-09-18,5,0.0,0.19887955182072822
2020-09-19,1,0.0,0.20728291316526604
2020-09-20,1,1.0,0.20048019207683068
2020-09-21,17,1.0,0.20048019207683068
2020-09-22,17,1.0,0.2208883553421368
2020-09-23,7,2.0,0.23041216486594632
2020-09-24,10,0.0,0.08755502200880347
2020-09-25,28,4.0,0.07915166066426564
2020-09-26,45,3.0,0.07567440769411206
