dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-02-29,1,,
2020-03-01,0,,
2020-03-02,0,,
2020-03-03,0,,
2020-03-04,3,3.0,
2020-03-05,2,1.0,
2020-03-06,4,3.0,
2020-03-07,4,3.0,0.7579365079365079
2020-03-08,1,1.0,0.7075163398692811
2020-03-09,4,3.0,0.7360877684407097
2020-03-10,9,5.0,0.7034790727885357
2020-03-11,17,11.0,0.7233203426298055
2020-03-12,10,7.0,0.6463972657067286
2020-03-13,23,12.0,0.5972901228495857
2020-03-14,9,8.0,0.5791495332804247
2020-03-15,13,6.0,0.5521887489666992
2020-03-16,32,13.0,0.5174948714156787
2020-03-17,35,15.0,0.48887907727193436
2020-03-18,24,11.0,0.3993099162742019
2020-03-19,35,16.0,0.37119097639055615
2020-03-20,28,9.0,0.36241634584868415
2020-03-21,42,11.0,0.345834713195623
2020-03-22,34,9.0,0.30633254869345844
2020-03-23,29,10.0,0.3177181555677871
2020-03-24,32,10.0,0.3247098411309012
2020-03-25,55,10.0,0.33015201800164945
2020-03-26,95,51.0,0.3637654633798007
2020-03-27,54,20.0,0.3553207061665705
2020-03-28,30,9.0,0.34242388076974517
2020-03-29,16,8.0,0.3450212833671478
2020-03-30,21,6.0,0.3134423359987268
2020-03-31,27,6.0,0.28434180689819766
2020-04-01,25,5.0,0.2634626860190768
2020-04-02,19,6.0,0.22378014633653706
2020-04-03,30,5.0,0.24789888474098978
2020-04-04,39,6.0,0.23478639336762885
2020-04-05,9,2.0,0.21920197778321326
2020-04-06,11,5.0,0.213050234789365
2020-04-07,23,3.0,0.18924071097984116
2020-04-08,22,2.0,0.22848717879773758
2020-04-09,22,6.0,0.24436019467075346
2020-04-10,10,0.0,0.23437018468074347
2020-04-11,7,3.0,0.2367450476694172
2020-04-12,3,1.0,0.23518660611097567
2020-04-13,13,5.0,0.20596582689019644
2020-04-14,34,5.0,0.2479826336128855
2020-04-15,25,2.0,0.18675814381696715
2020-04-16,44,3.0,0.1521261091849325
2020-04-17,17,5.0,0.09718105423987757
2020-04-18,7,0.0,0.09045836516424731
2020-04-19,11,1.0,0.099437957000982
2020-04-20,2,0.0,0.12144372900675401
2020-04-21,10,1.0,0.09983508554937104
2020-04-22,14,2.0,0.09983508554937104
2020-04-23,9,2.0,0.08684807256235805
2020-04-24,7,1.0,0.08684807256235805
2020-04-25,5,0.0,0.07256235827664377
2020-04-26,3,0.0,0.052154195011337647
2020-04-27,2,0.0,0.0204081632653059
2020-04-28,5,0.0,0.0
2020-04-29,4,0.0,0.0
2020-04-30,3,0.0,0.0
2020-05-01,1,0.0,0.0714285714285712
2020-05-02,4,0.0,0.0714285714285712
2020-05-03,1,0.0,0.0714285714285712
2020-05-04,4,2.0,0.0714285714285712
2020-05-05,3,0.0,0.0714285714285712
2020-05-06,7,0.0,0.0714285714285712
2020-05-07,4,0.0,0.0714285714285712
2020-05-08,1,0.0,0.0
2020-05-09,3,0.0,0.0
2020-05-10,4,0.0,0.0
2020-05-11,1,0.0,0.0
2020-05-12,2,0.0,0.0714285714285712
2020-05-13,1,0.0,
2020-05-14,1,0.0,
2020-05-15,2,1.0,
2020-05-16,0,0.0,
2020-05-17,3,0.0,
2020-05-18,1,0.0,
2020-05-19,0,0.0,
2020-05-20,0,0.0,
2020-05-21,1,0.0,
2020-05-22,0,0.0,
2020-05-23,1,0.0,
2020-05-24,1,0.0,
2020-05-25,1,0.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,1,1.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,1,0.0,
