dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-02-20,2,,
2020-02-21,1,1.0,
2020-02-22,0,0.0,
2020-02-23,6,0.0,
2020-02-24,2,1.0,
2020-02-25,0,0.0,
2020-02-26,4,1.0,
2020-02-27,5,3.0,
2020-02-28,3,0.0,
2020-02-29,5,4.0,0.29725274725274736
2020-03-01,5,1.0,0.31868131868131877
2020-03-02,9,0.0,0.2790499822757888
2020-03-03,26,6.0,0.29690712513293166
2020-03-04,25,10.0,0.19136776653234855
2020-03-05,31,10.0,0.17276311536955785
2020-03-06,40,5.0,0.1906202582267007
2020-03-07,49,3.0,0.191266670637819
2020-03-08,43,3.0,0.1463687114541455
2020-03-09,48,6.0,0.11709248483446541
2020-03-10,51,12.0,0.11176667029812457
2020-03-11,70,6.0,0.13159174318442193
2020-03-12,85,10.0,0.16191800606882437
2020-03-13,114,10.0,0.1926322917831101
2020-03-14,40,8.0,0.18247300418747484
2020-03-15,39,11.0,0.20451382051400543
2020-03-16,50,17.0,0.23532614544397742
2020-03-17,67,11.0,0.24916844349680178
2020-03-18,50,12.0,0.25829542762378593
2020-03-19,51,17.0,0.27514524447360283
2020-03-20,65,12.0,0.28758572066407906
2020-03-21,72,19.0,0.3578815628815631
2020-03-22,70,28.0,0.415605533825873
2020-03-23,96,41.0,0.43816192480331656
2020-03-24,64,42.0,0.479645441286833
2020-03-25,59,38.0,0.5263626130040048
2020-03-26,57,28.0,0.5435054701468619
2020-03-27,40,19.0,0.548427631319023
2020-03-28,22,13.0,0.5086458852872769
2020-03-29,25,13.0,0.4791362000572527
2020-03-30,39,18.0,0.4575929803057463
2020-03-31,45,17.0,0.4477715517343177
2020-04-01,48,21.0,0.44410130893364014
2020-04-02,47,16.0,0.44124416607649725
2020-04-03,32,13.0,0.4345435496197832
2020-04-04,23,13.0,0.4530099032974045
2020-04-05,12,6.0,0.4489514617389629
2020-04-06,41,17.0,0.4817728769791911
2020-04-07,71,36.0,0.48777657156047194
2020-04-08,88,36.0,0.4732333205378996
2020-04-09,114,65.0,0.5174510076127296
2020-04-10,58,26.0,0.5076681075859272
2020-04-11,41,19.0,0.4767919414984934
2020-04-12,21,17.0,0.48106815309177814
2020-04-13,26,9.0,0.45517007456212066
2020-04-14,55,16.0,0.4692037553961223
2020-04-15,41,18.0,0.49970496150708454
2020-04-16,54,21.0,0.4619807809257611
2020-04-17,86,47.0,0.4932755730901185
2020-04-18,65,44.0,0.5249772047917501
2020-04-19,77,42.0,0.5446123759333775
2020-04-20,92,52.0,0.5811620835357167
2020-04-21,78,40.0,0.5766820674277936
2020-04-22,85,49.0,0.5888223081394628
2020-04-23,76,49.0,0.5980673004353027
2020-04-24,99,51.0,0.5897290038301806
2020-04-25,63,48.0,0.5812010734272501
2020-04-26,59,36.0,0.5823360728815773
2020-04-27,73,37.0,0.5628303413396076
2020-04-28,64,29.0,0.5931333716426378
2020-04-29,77,45.0,0.5676231675610052
2020-04-30,61,31.0,0.5608132402002303
2020-05-01,44,32.0,0.5522359824244881
2020-05-02,36,21.0,0.5589324109959167
2020-05-03,32,18.0,0.5637561586768073
2020-05-04,47,21.0,0.556870912775168
2020-05-05,44,22.0,0.5360916919959472
2020-05-06,55,34.0,0.5118716591552246
2020-05-07,50,23.0,0.4761573734409389
2020-05-08,55,32.0,0.4775449775112442
2020-05-09,29,12.0,0.46325926322552985
2020-05-10,32,10.0,0.42956942365333733
2020-05-11,46,21.0,0.4477060696160703
2020-05-12,35,14.0,0.4290149568073104
2020-05-13,34,13.0,0.4305077169207602
2020-05-14,46,27.0,0.46278793670097995
2020-05-15,51,23.0,0.4368562596823464
2020-05-16,33,14.0,0.4534461214334985
2020-05-17,26,14.0,0.4633404017262608
2020-05-18,40,11.0,0.4475166809335959
2020-05-19,31,16.0,0.42390723715608486
2020-05-20,31,14.0,0.4418726051214529
2020-05-21,21,10.0,0.4125685758174236
2020-05-22,35,10.0,0.4282279164767643
2020-05-23,20,11.0,0.40211424520180267
2020-05-24,18,6.0,0.370931449502878
2020-05-25,39,15.0,0.34492104534121326
2020-05-26,24,8.0,0.35553329023917246
2020-05-27,30,7.0,0.32267614738202954
2020-05-28,17,5.0,0.3140181387240208
2020-05-29,25,9.0,0.2858587980646802
2020-05-30,25,8.0,0.2790560769762448
2020-05-31,11,3.0,0.26286560078576854
2020-06-01,32,6.0,0.27348037301044786
2020-06-02,14,4.0,0.24153232106239594
2020-06-03,25,3.0,0.24343708296715788
2020-06-04,19,7.0,0.2937617582918332
2020-06-05,22,3.0,0.2975882889040781
2020-06-06,6,2.0,0.2975882889040781
2020-06-07,8,5.0,0.3255582137161082
2020-06-08,28,6.0,0.33641869826080334
2020-06-09,21,6.0,0.34178289927717825
2020-06-10,19,6.0,0.3120209945152735
2020-06-11,18,8.0,0.2776803351746141
2020-06-12,23,4.0,0.28278237599094064
2020-06-13,8,1.0,0.28592209341637237
2020-06-14,13,5.0,0.25271407336624707
2020-06-15,12,3.0,0.20707915273132646
2020-06-16,13,4.0,0.22164329922950593
2020-06-17,24,2.0,0.2990242516104583
2020-06-18,16,2.0,0.2869363395225462
2020-06-19,29,8.0,0.2920383803388727
2020-06-20,6,4.0,0.27665376495425736
