date,hospitalizations,deceased,deceased_/_hospitalizations_7_days_moving_average
2020-02-22,1,,
2020-02-23,2,,
2020-02-24,2,1.0,
2020-02-25,2,1.0,
2020-02-26,4,1.0,
2020-02-27,0,0.0,
2020-02-28,7,2.0,
2020-02-29,6,1.0,
2020-03-01,4,2.0,
2020-03-02,3,2.0,0.35034013605442177
2020-03-03,2,0.0,0.380952380952381
2020-03-04,6,3.0,0.3928571428571429
2020-03-05,3,1.0,0.3500000000000001
2020-03-06,4,2.0,0.33412698412698427
2020-03-07,12,3.0,0.36709401709401723
2020-03-08,10,2.0,0.37729809872667036
2020-03-09,18,10.0,0.38682190825047985
2020-03-10,13,3.0,0.363012384440956
2020-03-11,21,12.0,0.37125414268271434
2020-03-12,15,6.0,0.393703122274551
2020-03-13,24,8.0,0.34065383238315583
2020-03-14,26,8.0,0.3749136901724254
2020-03-15,28,10.0,0.34883659266675643
2020-03-16,38,7.0,0.3409548192677417
2020-03-17,51,24.0,0.3469072002201226
2020-03-18,36,14.0,0.3519307481008133
2020-03-19,29,10.0,0.34988993177428274
2020-03-20,40,15.0,0.3699061886326449
2020-03-21,35,12.0,0.3383935835906281
2020-03-22,35,12.0,0.33745987677456835
2020-03-23,37,12.0,0.334417280425684
2020-03-24,40,10.0,0.3205283915367951
2020-03-25,34,13.0,0.3174671670469992
2020-03-26,34,11.0,0.32205900378169305
2020-03-27,36,10.0,0.3306720123947016
2020-03-28,28,9.0,0.32093175265444185
2020-03-29,16,6.0,0.3079765705816127
2020-03-30,13,5.0,0.30461522604379754
2020-03-31,22,4.0,0.322075543504115
2020-04-01,24,7.0,0.3618714618714619
2020-04-02,20,6.0,0.35872020136726024
2020-04-03,25,10.0,0.3323465749936339
2020-04-04,15,9.0,0.3539915966386556
2020-04-05,17,6.0,0.3711484593837536
2020-04-06,10,2.0,0.39178338001867424
2020-04-07,15,5.0,0.38225957049486475
2020-04-08,17,7.0,0.3642144577129099
2020-04-09,18,8.0,0.4017063775577709
2020-04-10,18,6.0,0.4366270124784058
2020-04-11,19,9.0,0.4366270124784058
2020-04-12,13,8.0,0.43494634020949824
2020-04-13,9,4.0,0.45081935608251406
2020-04-14,9,3.0,0.4950370431573439
2020-04-15,10,4.0,0.4885923600209314
2020-04-16,9,5.0,0.48639455782312924
2020-04-17,14,9.0,0.4586167800453515
2020-04-18,14,6.0,0.4926303854875283
2020-04-19,10,6.0,0.5014215942787371
2020-04-20,20,5.0,0.45566996029180906
2020-04-21,14,8.0,0.40585003232062056
2020-04-22,13,6.0,0.39224459014374985
2020-04-23,17,4.0,0.37795887585803556
2020-04-24,17,5.0,0.4136731615723213
2020-04-25,3,1.0,0.35585003232062057
2020-04-26,4,2.0,0.35114045618247297
2020-04-27,2,1.0,0.31752701080432166
2020-04-28,6,1.0,0.33265306122448973
2020-04-29,7,3.0,0.3421768707482992
2020-04-30,5,0.0,0.2707482993197278
2020-05-01,5,2.0,0.24693877551020402
2020-05-02,5,2.0,0.31836734693877544
2020-05-03,1,0.0,0.25714285714285706
2020-05-04,3,1.0,
2020-05-05,3,2.0,
2020-05-06,4,0.0,
2020-05-07,0,0.0,
2020-05-08,3,2.0,
2020-05-09,2,1.0,
2020-05-10,1,0.0,
2020-05-11,2,0.0,0.3095238095238095
2020-05-12,2,0.0,0.21428571428571427
2020-05-13,1,1.0,
2020-05-14,2,0.0,
2020-05-15,3,0.0,
2020-05-16,0,0.0,
2020-05-17,2,1.0,
2020-05-18,2,1.0,
2020-05-19,0,0.0,
2020-05-20,1,1.0,
2020-05-21,1,1.0,
2020-05-22,2,1.0,
2020-05-23,0,0.0,
2020-05-24,2,0.0,
2020-05-25,1,1.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,1,0.0,
2020-06-01,1,0.0,
2020-06-02,2,1.0,
2020-06-03,1,1.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,2,1.0,
2020-06-08,1,1.0,
2020-06-09,1,0.0,
2020-06-10,0,0.0,
2020-06-11,2,1.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,2,1.0,
2020-06-16,1,1.0,
2020-06-17,1,0.0,
2020-06-18,0,0.0,
2020-06-19,1,0.0,
2020-06-20,0,0.0,
2020-06-21,1,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,2,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,1,0.0,
2020-07-03,1,0.0,
2020-07-04,3,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,1,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,0,0.0,
2020-07-12,1,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,1,1.0,
2020-07-17,1,0.0,
2020-07-18,0,0.0,
2020-07-19,1,0.0,
2020-07-20,1,0.0,
2020-07-21,1,0.0,
2020-07-22,0,0.0,
2020-07-23,1,0.0,
2020-07-24,1,0.0,
2020-07-25,1,0.0,
2020-07-26,1,0.0,
2020-07-27,0,0.0,
2020-07-28,1,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,1,0.0,
2020-08-01,1,0.0,
2020-08-02,2,0.0,
2020-08-03,2,0.0,0.07142857142857142
2020-08-04,2,1.0,0.07142857142857142
2020-08-05,1,0.0,
2020-08-06,3,0.0,
2020-08-07,1,0.0,
2020-08-08,0,0.0,
2020-08-09,1,0.0,
