date,confirmed,hospitalizations,hospitalizations_/_confirmed_7_days_moving_average
2020-01-29,2,2.0,
2020-01-30,0,0.0,
2020-01-31,0,0.0,
2020-02-01,0,0.0,1.0
2020-02-02,0,0.0,
2020-02-03,0,0.0,1.0
2020-02-04,0,0.0,1.0
2020-02-05,0,0.0,1.0
2020-02-06,1,1.0,1.0
2020-02-07,0,0.0,1.0
2020-02-08,0,0.0,1.0
2020-02-09,0,0.0,1.0
2020-02-10,0,0.0,
2020-02-11,0,0.0,
2020-02-12,0,0.0,
2020-02-13,0,0.0,
2020-02-14,0,0.0,
2020-02-15,0,0.0,
2020-02-16,0,0.0,
2020-02-17,0,0.0,0.25
2020-02-18,0,0.0,0.775
2020-02-19,0,0.0,0.7938144329896907
2020-02-20,4,1.0,0.7471264367816092
2020-02-21,36,30.0,0.7065637065637066
2020-02-22,57,46.0,0.6607538802660754
2020-02-23,77,53.0,0.6189821182943603
2020-02-24,85,53.0,0.6297029702970297
2020-02-25,192,115.0,0.6242469879518072
2020-02-26,276,152.0,0.639294403892944
2020-02-27,287,187.0,0.6671724835609509
2020-02-28,354,223.0,0.6716891356066613
2020-02-29,373,268.0,0.6882785052698819
2020-03-01,410,321.0,0.7033833630119563
2020-03-02,630,428.0,0.7033966841892438
2020-03-03,801,576.0,0.7030382228030055
2020-03-04,1076,762.0,0.691359734145666
2020-03-05,1302,901.0,0.6890583393851367
2020-03-06,1530,1048.0,0.6738271354747188
2020-03-07,1473,957.0,0.6630774574505036
2020-03-08,1450,1021.0,0.6498448967239162
2020-03-09,2237,1385.0,0.6309183876751444
2020-03-10,2448,1562.0,0.6124220079410096
2020-03-11,2777,1715.0,0.5975417745949515
2020-03-12,3144,1813.0,0.5920709441836203
2020-03-13,4101,2344.0,0.583157272035832
2020-03-14,3532,1925.0,0.5680620388495708
2020-03-15,2848,1741.0,0.5562302812362181
2020-03-16,4816,2701.0,0.5515367316341829
2020-03-17,5346,2851.0,0.5429165081501859
2020-03-18,5690,3021.0,0.5364495443806953
2020-03-19,5683,3075.0,0.5281849698359403
2020-03-20,6256,3238.0,0.5229994197394102
2020-03-21,4917,2447.0,0.5156042928046151
2020-03-22,3925,2016.0,0.5034975905487331
2020-03-23,6097,3181.0,0.4844348907075521
2020-03-24,5915,2864.0,0.4651967595626983
2020-03-25,5805,2613.0,0.45220500595947555
2020-03-26,5697,2346.0,0.444721913085964
2020-03-27,5787,2277.0,0.4236630568270626
2020-03-28,4529,1776.0,0.40013610071452876
2020-03-29,3011,1327.0,0.3839886337276734
2020-03-30,5084,1976.0,0.37177157496499746
2020-03-31,5355,1797.0,0.361187823874391
2020-04-01,5025,1744.0,0.35245352804259794
2020-04-02,4778,1583.0,0.3409472731972086
2020-04-03,4445,1437.0,0.328693039559339
2020-04-04,3665,1190.0,0.32014613778705636
2020-04-05,2600,826.0,0.3066615217315045
2020-04-06,4087,1269.0,0.29784613218835787
2020-04-07,4140,1152.0,0.2824495687137015
2020-04-08,4792,1285.0,0.2723461751662971
2020-04-09,4685,1304.0,0.26758214463132496
2020-04-10,5130,1193.0,0.26300018964536315
2020-04-11,3430,832.0,0.25981257107007016
2020-04-12,1918,506.0,0.25042582528996676
2020-04-13,2270,662.0,0.23449907078898463
2020-04-14,3278,844.0,0.23250011341468946
2020-04-15,3947,834.0,0.22995482778091475
2020-04-16,3703,681.0,0.23124818997972776
2020-04-17,3497,766.0,0.22596131437893266
2020-04-18,2639,594.0,0.2183383515242755
2020-04-19,1384,410.0,0.21690437926878264
2020-04-20,3007,719.0,0.2175719017824281
2020-04-21,3079,637.0,0.21150054764512596
2020-04-22,2603,512.0,0.20900098339792908
2020-04-23,2810,500.0,0.2074468085106383
2020-04-24,2738,490.0,0.1999370673379484
2020-04-25,1666,345.0,0.19533585808251944
2020-04-26,1017,307.0,0.18746616134271793
2020-04-27,1977,386.0,0.18358743764490973
2020-04-28,2240,400.0,0.18713729231258447
2020-04-29,2328,342.0,0.18627450980392157
2020-04-30,2267,343.0,0.17937494528582684
2020-05-01,1084,231.0,0.17944954128440366
2020-05-02,1021,214.0,0.17681671079729333
2020-05-03,506,133.0,0.17862513426423202
2020-05-04,1454,293.0,0.18085863377609107
2020-05-05,1537,247.0,0.17369385884509625
2020-05-06,1441,202.0,0.17053804219009244
2020-05-07,1389,205.0,0.16884373488147073
2020-05-08,1380,222.0,0.16690516456354884
2020-05-09,731,137.0,0.16676104190260477
2020-05-10,336,90.0,0.17227084292952557
2020-05-11,873,180.0,0.17314077025232405
2020-05-12,914,142.0,0.17148114075436982
2020-05-13,890,146.0,0.16685499058380415
2020-05-14,900,126.0,0.1655918057663126
2020-05-15,791,111.0,0.15848832607835378
2020-05-16,606,91.0,0.15925925925925927
2020-05-17,298,77.0,0.15647869134739562
2020-05-18,655,108.0,0.1559422944813373
2020-05-19,720,115.0,0.14667918329030744
2020-05-20,676,99.0,0.15108451757666416
2020-05-21,621,80.0,0.15
2020-05-22,685,55.0,0.14766003227541688
2020-05-23,356,72.0,0.14104013566986998
2020-05-24,147,50.0,0.13559822747415065
2020-05-25,513,78.0,0.13140243902439025
2020-05-26,540,65.0,0.13887957061388795
2020-05-27,523,59.0,0.1302405498281787
2020-05-28,516,52.0,0.12622720897615708
2020-05-29,386,38.0,0.1251840942562592
2020-05-30,285,37.0,0.1383119752540875
