date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-20,1,,
2020-02-21,0,,
2020-02-22,0,,
2020-02-23,1,,
2020-02-24,4,,
2020-02-25,0,,
2020-02-26,0,,
2020-02-27,3,,
2020-02-28,0,,
2020-02-29,1,,
2020-03-01,3,,
2020-03-02,0,,
2020-03-03,2,,
2020-03-04,5,,
2020-03-05,7,,
2020-03-06,6,,
2020-03-07,3,1.0,
2020-03-08,7,1.0,
2020-03-09,19,3.0,
2020-03-10,8,2.0,0.23362664904018285
2020-03-11,13,4.0,0.2395790299925638
2020-03-12,14,4.0,0.2509168984732894
2020-03-13,19,3.0,0.24876867076115192
2020-03-14,8,3.0,0.259137334355622
2020-03-15,18,4.0,0.252775275361984
2020-03-16,21,3.0,0.2500541869266099
2020-03-17,31,10.0,0.2384868069381773
2020-03-18,19,5.0,0.22062966408103443
2020-03-19,30,8.0,0.2126931561445265
2020-03-20,26,2.0,0.22403102462525215
2020-03-21,20,5.0,0.21521515606183803
2020-03-22,18,3.0,0.20867707172055003
2020-03-23,36,8.0,0.18300419387375916
2020-03-24,23,6.0,0.18500219587176114
2020-03-25,23,5.0,0.17309743396699925
2020-03-26,23,2.0,0.1822549431245084
2020-03-27,22,2.0,0.18112115627643582
2020-03-28,12,2.0,0.1438540755310942
2020-03-29,13,3.0,0.12300225654262924
2020-03-30,14,3.0,0.143546929261215
2020-03-31,9,0.0,0.14484563055991634
2020-04-01,14,1.0,0.19246467817896393
2020-04-02,13,3.0,0.21306907378335954
2020-04-03,10,1.0,0.20286499215070647
2020-04-04,4,2.0,0.21873800802372237
2020-04-05,8,3.0,0.2215209393780823
2020-04-06,14,2.0,0.1885539064110493
2020-04-07,9,1.0,0.174268192125335
2020-04-08,11,1.0,0.15045866831581117
2020-04-09,11,0.0,0.11474438260152546
2020-04-10,9,0.0,0.09433621933621936
2020-04-11,6,2.0,0.07846320346320347
2020-04-12,8,1.0,0.08134920634920637
2020-04-13,3,0.0,0.08134920634920637
2020-04-14,8,0.0,0.08134920634920637
2020-04-15,9,1.0,0.03373015873015874
2020-04-16,5,0.0,0.01587301587301589
2020-04-17,8,0.0,0.01587301587301589
2020-04-18,5,0.0,0.01587301587301589
2020-04-19,2,0.0,1.586032892321652e-17
2020-04-20,6,0.0,1.586032892321652e-17
2020-04-21,5,0.0,0.03571428571428573
2020-04-22,1,0.0,0.13095238095238096
2020-04-23,5,0.0,0.13095238095238096
2020-04-24,4,1.0,0.13095238095238096
2020-04-25,3,2.0,0.13095238095238096
2020-04-26,1,0.0,0.13095238095238096
2020-04-27,2,0.0,0.17857142857142858
2020-04-28,3,0.0,
2020-04-29,2,0.0,
2020-04-30,3,1.0,
2020-05-01,0,0.0,
2020-05-02,0,0.0,
2020-05-03,1,0.0,
2020-05-04,1,0.0,
2020-05-05,0,0.0,
2020-05-06,2,0.0,
2020-05-07,0,0.0,
2020-05-08,1,0.0,
2020-05-09,1,0.0,
2020-05-10,0,0.0,
2020-05-11,0,0.0,
2020-05-12,1,0.0,
2020-05-13,1,1.0,
2020-05-14,1,0.0,
2020-05-15,0,0.0,
2020-05-16,1,0.0,
2020-05-17,2,0.0,
2020-05-18,0,0.0,
2020-05-19,0,0.0,
2020-05-20,0,0.0,
2020-05-21,1,1.0,
2020-05-22,1,0.0,
2020-05-23,1,0.0,
2020-05-24,0,0.0,
2020-05-25,1,0.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,1,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,1,0.0,
2020-06-08,1,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,1,0.0,
2020-06-12,2,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,2,0.0,
2020-06-19,0,0.0,
2020-06-20,1,0.0,
2020-06-21,0,0.0,
2020-06-22,1,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,1,0.0,
2020-06-26,2,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,1,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,0,0.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,2,0.0,
2020-07-07,0,0.0,
2020-07-08,1,0.0,
2020-07-09,1,0.0,
2020-07-10,1,0.0,
2020-07-11,1,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,1,1.0,
2020-07-16,1,0.0,
2020-07-17,1,0.0,
