date,hospitalizations,deceased,deceased_/_hospitalizations_7_days_moving_average
2020-02-20,1,1.0,
2020-02-21,0,0.0,
2020-02-22,0,0.0,
2020-02-23,0,0.0,
2020-02-24,1,1.0,
2020-02-25,1,1.0,
2020-02-26,1,0.0,
2020-02-27,1,0.0,
2020-02-28,2,2.0,
2020-02-29,0,0.0,
2020-03-01,2,1.0,
2020-03-02,3,2.0,
2020-03-03,2,2.0,
2020-03-04,4,1.0,0.3452380952380953
2020-03-05,2,0.0,0.3095238095238096
2020-03-06,3,0.0,0.261904761904762
2020-03-07,4,0.0,0.11904761904761914
2020-03-08,4,1.0,0.08333333333333341
2020-03-09,3,1.0,0.08333333333333341
2020-03-10,2,0.0,0.1649659863945579
2020-03-11,1,0.0,0.1649659863945579
2020-03-12,4,0.0,0.1292517006802722
2020-03-13,7,4.0,0.08163265306122458
2020-03-14,14,0.0,0.1673469387755103
2020-03-15,3,0.0,0.19591836734693888
2020-03-16,6,0.0,0.2435374149659865
2020-03-17,5,3.0,0.24126984126984138
2020-03-18,10,2.0,0.3305555555555557
2020-03-19,18,6.0,0.37341269841269853
2020-03-20,9,5.0,0.3892857142857144
2020-03-21,8,5.0,0.3392857142857144
2020-03-22,10,3.0,0.38214285714285723
2020-03-23,9,1.0,0.3702380952380953
2020-03-24,8,2.0,0.329834054834055
2020-03-25,4,2.0,0.24054834054834068
2020-03-26,4,1.0,0.26911976911976926
2020-03-27,11,3.0,0.300865800865801
2020-03-28,6,0.0,0.3170995670995672
2020-03-29,12,6.0,0.29329004329004343
2020-03-30,6,2.0,0.31880024737167606
2020-03-31,11,4.0,0.2798392084106371
2020-04-01,6,2.0,0.3036487322201609
2020-04-02,7,3.0,0.2526283240568956
2020-04-03,2,0.0,0.24072356215213372
2020-04-04,6,1.0,0.23639455782312938
2020-04-05,7,1.0,0.3316326530612246
2020-04-06,4,1.0,0.36564625850340143
2020-04-07,3,1.0,0.4046072974644404
2020-04-08,3,3.0,0.4046072974644404
2020-04-09,12,8.0,0.38419913419913426
2020-04-10,11,3.0,0.4437229437229438
2020-04-11,6,1.0,0.5103896103896104
