date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-20,7,,
2020-02-21,8,,
2020-02-22,4,1.0,
2020-02-23,12,1.0,
2020-02-24,16,5.0,
2020-02-25,9,1.0,0.21193028493448662
2020-02-26,7,1.0,0.2238350468392485
2020-02-27,17,6.0,0.2508913238955256
2020-02-28,13,3.0,0.22273198323618493
2020-02-29,12,4.0,0.23406985171691055
2020-03-01,22,6.0,0.26128073607065205
2020-03-02,26,3.0,0.2482755339898197
2020-03-03,42,8.0,0.25697516768945333
2020-03-04,27,9.0,0.24444383936865136
2020-03-05,42,11.0,0.23755277125309343
2020-03-06,48,14.0,0.24759986701447492
2020-03-07,57,14.0,0.2465459243106328
2020-03-08,49,11.0,0.23626453902924754
2020-03-09,70,13.0,0.22770960190288186
2020-03-10,71,13.0,0.22110787030115023
2020-03-11,88,23.0,0.2145915795743332
2020-03-12,99,20.0,0.216597624456244
2020-03-13,110,27.0,0.22074774087865187
2020-03-14,95,19.0,0.23413882182762255
2020-03-15,109,26.0,0.22602193871073942
2020-03-16,149,32.0,0.22981497107520038
2020-03-17,177,49.0,0.2154754246113016
2020-03-18,176,36.0,0.20840937238395907
2020-03-19,175,40.0,0.20400368632689686
2020-03-20,193,28.0,0.20101975066250646
2020-03-21,186,28.0,0.18421515379213677
2020-03-22,130,27.0,0.17895750821191053
2020-03-23,196,38.0,0.16048884415054127
2020-03-24,201,32.0,0.15694247905764241
2020-03-25,155,26.0,0.15668857851048673
2020-03-26,141,14.0,0.13825420389633683
2020-03-27,158,19.0,0.12577989332901854
2020-03-28,121,18.0,0.11823403598957594
2020-03-29,89,7.0,0.11030588777176346
2020-03-30,122,13.0,0.10774939758538708
2020-03-31,94,10.0,0.1132461110387009
2020-04-01,98,11.0,0.11129965454678989
2020-04-02,86,7.0,0.12273943645206135
2020-04-03,63,10.0,0.11704076354027369
2020-04-04,74,10.0,0.125351332583404
2020-04-05,63,10.0,0.11736463689909406
2020-04-06,75,5.0,0.11538923957485951
2020-04-07,79,13.0,0.09568969308959875
2020-04-08,71,4.0,0.08531324521315087
2020-04-09,74,5.0,0.07479556296294583
2020-04-10,48,1.0,0.07224039455411889
2020-04-11,48,3.0,0.05503477813033418
2020-04-12,47,4.0,0.057439450064377465
2020-04-13,41,2.0,0.06772049522914357
2020-04-14,68,3.0,0.07932156422817174
2020-04-15,41,3.0,0.08504500745161496
2020-04-16,43,6.0,0.07288695274036876
2020-04-17,49,5.0,0.08682423497033391
2020-04-18,39,4.0,0.09123599967621628
2020-04-19,38,0.0,0.08742755627616765
2020-04-20,41,6.0,0.07384320780809825
2020-04-21,40,3.0,0.0667847453253608
2020-04-22,43,2.0,0.07254089393865228
2020-04-23,45,2.0,0.08496325418709949
2020-04-24,38,2.0,0.06898343921653598
2020-04-25,21,3.0,0.07612629635939314
2020-04-26,23,2.0,0.07440788646135212
2020-04-27,29,1.0,0.08846684337745189
2020-04-28,32,4.0,0.0884668433774519
2020-04-29,29,1.0,0.07904769110115677
2020-04-30,21,3.0,0.07682941248536264
2020-05-01,19,1.0,0.07190330411097841
2020-05-02,13,1.0,0.06703317424084854
2020-05-03,14,1.0,0.09782135158075002
2020-05-04,19,0.0,0.07741318831544389
2020-05-05,22,2.0,0.07882296275153412
2020-05-06,12,3.0,0.07973871366728504
2020-05-07,17,0.0,0.06953463203463198
2020-05-08,16,1.0,0.07973871366728504
2020-05-09,12,1.0,0.06675170068027204
2020-05-10,2,0.0,0.08818027210884348
2020-05-11,14,1.0,0.08818027210884348
2020-05-12,9,0.0,0.09353741496598633
2020-05-13,5,2.0,0.08163265306122443
2020-05-14,8,0.0,0.08163265306122443
2020-05-15,10,1.0,0.07142857142857137
2020-05-16,8,0.0,0.08730158730158724
2020-05-17,5,0.0,0.0301587301587301
2020-05-18,3,0.0,0.0301587301587301
2020-05-19,9,1.0,0.015873015873015813
