date,confirmed,hospitalizations,hospitalizations_/_confirmed_7_days_moving_average
2020-02-27,1,,
2020-02-28,0,,
2020-02-29,0,,
2020-03-01,0,,
2020-03-02,6,4.0,
2020-03-03,0,0.0,
2020-03-04,4,0.0,
2020-03-05,4,1.0,
2020-03-06,9,2.0,
2020-03-07,2,0.0,0.3300976800976801
2020-03-08,1,1.0,0.38051784816490697
2020-03-09,13,7.0,0.4437046613517201
2020-03-10,10,3.0,0.45136749660076225
2020-03-11,17,6.0,0.5289185170089256
2020-03-12,13,9.0,0.457489945580354
2020-03-13,29,8.0,0.4365892776208625
2020-03-14,35,19.0,0.4223035633351483
2020-03-15,22,11.0,0.4252585915002605
2020-03-16,51,20.0,0.36267710518996055
2020-03-17,40,8.0,0.3676032135643448
2020-03-18,91,34.0,0.31454198907454883
2020-03-19,59,15.0,0.27046904074628136
2020-03-20,58,18.0,0.23936357530429062
2020-03-21,70,12.0,0.2529166888574042
2020-03-22,47,9.0,0.2275238195764642
2020-03-23,86,15.0,0.21429223007368825
2020-03-24,78,23.0,0.19611419635412952
2020-03-25,97,19.0,0.1980794268907886
2020-03-26,99,16.0,0.25235645685170915
2020-03-27,71,13.0,0.2529497174117471
2020-03-28,54,10.0,0.22547718993921964
2020-03-29,7,4.0,0.22130438679734435
2020-03-30,28,5.0,0.22586613329457475
2020-03-31,39,4.0,0.25560981276268774
2020-04-01,30,5.0,0.23408089468204557
2020-04-02,31,6.0,0.15244824162082107
2020-04-03,23,9.0,0.1599050705062214
2020-04-04,29,1.0,0.17009777635110115
2020-04-05,1,0.0,0.14628825254157735
2020-04-06,13,3.0,0.11863848295632387
2020-04-07,23,4.0,0.11035690945735907
2020-04-08,3,0.0,0.14624712761358707
2020-04-09,8,0.0,0.14624712761358707
2020-04-10,6,2.0,0.25613723750369694
2020-04-11,7,2.0,0.24914965986394538
2020-04-12,1,0.0,0.29676870748299305
2020-04-13,1,1.0,0.29676870748299305
2020-04-14,8,1.0,0.3348639455782311
2020-04-15,6,2.0,0.36547619047619034
2020-04-16,5,0.0,0.5083333333333332
2020-04-17,5,3.0,0.3940476190476189
2020-04-18,4,2.0,0.4238095238095237
2020-04-19,1,1.0,0.47142857142857125
2020-04-20,5,1.0,0.5428571428571427
2020-04-21,3,1.0,0.45714285714285696
2020-04-22,6,4.0,0.4035714285714284
2020-04-23,2,1.0,0.33214285714285696
2020-04-24,6,0.0,0.3035714285714284
2020-04-25,8,1.0,0.32738095238095216
2020-04-26,2,1.0,
2020-04-27,2,0.0,
2020-04-28,6,3.0,
2020-04-29,0,0.0,
2020-04-30,2,0.0,
2020-05-01,0,0.0,
2020-05-02,0,0.0,
2020-05-03,2,1.0,
2020-05-04,9,6.0,
2020-05-05,0,0.0,
2020-05-06,3,0.0,
2020-05-07,5,1.0,
2020-05-08,2,0.0,
2020-05-09,2,1.0,
2020-05-10,3,2.0,
2020-05-11,0,0.0,
2020-05-12,1,0.0,
2020-05-13,0,0.0,
2020-05-14,2,1.0,
2020-05-15,2,0.0,
2020-05-16,2,0.0,
2020-05-17,0,0.0,
2020-05-18,1,1.0,
2020-05-19,2,1.0,
2020-05-20,1,0.0,
2020-05-21,1,0.0,
2020-05-22,0,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,1,0.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,2,0.0,
2020-06-07,0,0.0,
2020-06-08,3,2.0,
2020-06-09,1,1.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,1,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,1,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,1,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,1,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,1,1.0,
2020-06-30,0,0.0,
2020-07-01,4,1.0,
2020-07-02,1,0.0,
2020-07-03,1,1.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,1,0.0,
2020-07-09,0,0.0,
2020-07-10,1,1.0,
2020-07-11,1,0.0,
2020-07-12,0,0.0,
2020-07-13,1,0.0,
2020-07-14,1,1.0,
2020-07-15,0,0.0,
2020-07-16,2,1.0,
2020-07-17,2,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,3,0.0,
2020-07-21,2,0.0,
2020-07-22,2,1.0,
2020-07-23,2,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,2,0.0,
2020-07-31,3,2.0,
2020-08-01,5,1.0,
2020-08-02,1,1.0,0.4333333333333331
2020-08-03,2,0.0,0.4333333333333331
2020-08-04,2,1.0,0.3640692640692639
2020-08-05,3,2.0,0.35137085137085117
2020-08-06,6,0.0,0.2085137085137083
2020-08-07,11,2.0,0.2085137085137083
2020-08-08,9,1.0,0.13708513708513687
2020-08-09,4,0.0,0.062255205112347736
2020-08-10,3,0.0,0.062255205112347736
2020-08-11,4,0.0,0.04727019012733276
2020-08-12,7,1.0,0.03139717425431689
2020-08-13,8,0.0,0.03139717425431689
2020-08-14,13,1.0,0.03139717425431689
2020-08-15,2,0.0,0.045002616431187636
2020-08-16,1,0.0,0.024594453165881516
2020-08-17,14,0.0,0.024594453165881516
2020-08-18,21,2.0,0.027210884353741274
2020-08-19,16,0.0,0.027210884353741274
2020-08-20,20,0.0,0.03342206447796488
2020-08-21,21,2.0,0.03342206447796488
2020-08-22,13,0.0,0.02602780242531773
2020-08-23,23,1.0,0.03555161194912725
2020-08-24,21,0.0,0.04104611744363275
2020-08-25,23,1.0,0.027440675266762003
2020-08-26,15,1.0,0.04331369113977788
2020-08-27,26,1.0,0.05297552688857015
2020-08-28,32,0.0,0.05297552688857015
2020-08-29,9,1.0,0.05696842839699961
2020-08-30,9,1.0,0.047444618873190084
2020-08-31,19,0.0,0.05293912436769558
2020-09-01,14,1.0,0.05974184545613095
2020-09-02,25,0.0,0.05180533751962301
2020-09-03,26,2.0,0.056340484911913256
2020-09-04,21,1.0,0.056340484911913256
2020-09-05,18,1.0,0.0858189429617999
2020-09-06,7,1.0,0.09724751439037131
2020-09-07,24,0.0,0.11346938775510182
2020-09-08,18,5.0,0.11380952380952358
2020-09-09,25,2.0,0.12785103785103763
2020-09-10,21,4.0,0.1253000174428744
2020-09-11,40,2.0,0.15506192220477913
2020-09-12,13,2.0,0.13793577349968306
2020-09-13,8,1.0,0.1423802179441275
2020-09-14,24,5.0,0.1314958642026309
2020-09-15,19,3.0,0.1303053880121547
2020-09-16,18,2.0,0.12513408872320833
2020-09-17,35,4.0,0.1548959934851131
2020-09-18,24,1.0,0.14799123158035118
2020-09-19,17,2.0,0.14329198346005043
2020-09-20,6,2.0,0.13727118433580301
2020-09-21,25,4.0,0.13336701397200532
2020-09-22,24,3.0,0.13581799436416217
2020-09-23,29,2.0,0.11901127167508654
2020-09-24,23,2.0,0.14282079548461035
2020-09-25,34,2.0,0.13041661429994136
2020-09-26,20,0.0,0.11970232858565566
2020-09-27,10,5.0,0.1222724720853344
2020-09-28,41,3.0,0.12083912282589819
2020-09-29,40,2.0,0.12212099150557346
2020-09-30,46,4.0,0.1337827990857484
2020-10-01,78,6.0,0.06235422765717696
2020-10-02,59,4.0,0.059750559548282366
2020-10-03,49,4.0,0.059283269828656206
2020-10-04,4,0.0,0.055347472522217486
2020-10-05,91,5.0,0.05462364545108502
2020-10-06,107,5.0,0.05812522861368514
2020-10-07,101,6.0,0.05492206765005157
2020-10-08,167,12.0,0.06774258047056439
2020-10-09,130,12.0,0.0734556738870936
2020-10-10,152,9.0,0.07312931281306898
2020-10-11,78,7.0,0.08025871285544452
2020-10-12,158,15.0,0.08347061788635304
2020-10-13,180,8.0,0.08164064869236712
2020-10-14,247,27.0,0.08314877948446364
2020-10-15,212,20.0,0.10188972845797074
2020-10-16,239,19.0,0.10226462370782739
2020-10-17,344,24.0,0.10607269127736285
2020-10-18,86,19.0,0.10164241061960073
2020-10-19,328,32.0,0.09672358368529688
2020-10-20,436,31.0,0.09860350292923285
2020-10-21,447,35.0,0.09842565179774396
2020-10-22,434,26.0,0.09792009062484201
2020-10-23,572,53.0,0.09098859578445957
2020-10-24,467,32.0,0.09063284110119926
2020-10-25,46,10.0,0.08518695469294468
2020-10-26,469,23.0,0.08639059744036624
2020-10-27,583,40.0,0.08028480639281146
2020-10-28,672,27.0,0.0811292596810809
2020-10-29,600,41.0,0.0796300093062683
2020-10-30,601,30.0,0.08758038488728902
2020-10-31,618,46.0,0.08625703436736497
2020-11-01,87,18.0,0.08991794350187658
2020-11-02,554,58.0,0.09020225131782997
2020-11-03,674,40.0,0.09132024800751164
2020-11-04,851,56.0,0.0930876620928869
2020-11-05,711,50.0,0.07697638999784198
2020-11-06,762,44.0,0.0708357785643091
2020-11-07,576,50.0,0.07072108181981858
2020-11-08,85,8.0,0.06754028045875342
2020-11-09,632,39.0,0.06704682515401729
2020-11-10,632,37.0,0.06884053767105987
2020-11-11,712,31.0,0.06394391300303441
2020-11-12,658,44.0,0.09049853485177392
2020-11-13,569,40.0,0.09248730504339486
2020-11-14,514,27.0,0.0920289714122489
2020-11-15,50,14.0,0.09417847608984349
2020-11-16,476,36.0,0.09332428020849129
2020-11-17,506,28.0,0.09481433690779666
2020-11-18,495,29.0,0.09293787355273408
2020-11-19,427,26.0,0.07198549260035313
2020-11-20,384,31.0,0.07266076270839636
2020-11-21,330,13.0,0.07662740909344572
2020-11-22,60,8.0,0.07721322460463435
2020-11-23,336,27.0,0.07784210552999758
2020-11-24,361,30.0,0.08063850334444252
2020-11-25,335,21.0,0.08632621497274819
2020-11-26,291,19.0,0.12939039716736517
2020-11-27,329,33.0,0.13123703134342365
2020-11-28,202,16.0,0.12741353635688393
2020-11-29,23,10.0,0.13169873059475382
2020-11-30,268,25.0,0.13913513667412222
2020-12-01,284,16.0,0.13819885790729633
2020-12-02,205,19.0,0.14030096235609954
2020-12-03,196,23.0,0.12580820873291115
2020-12-04,256,24.0,0.11962483986297513
2020-12-05,181,17.0,0.14263245074566255
2020-12-06,15,5.0,0.14547119156349744
2020-12-07,220,11.0,0.13948901432602565
2020-12-08,23,5.0,0.13887811207038656
2020-12-09,231,26.0,0.13538122528620694
2020-12-10,265,20.0,0.1449050348100165
2020-12-11,190,17.0,0.1451513402287357
2020-12-12,144,10.0,0.12429952124027074
2020-12-13,10,4.0,0.12497521239215237
2020-12-14,232,12.0,0.12232362253393572
2020-12-15,168,12.0,0.12930806477160536
2020-12-16,162,19.0,0.14060383720599165
2020-12-17,123,7.0,0.1310800276821821
2020-12-18,159,22.0,0.14560644953619017
2020-12-19,101,15.0,0.14994471178719837
2020-12-20,15,5.0,0.14365784199458145
