date,hospitalizations,deceased,deceased_/_hospitalizations_7_days_moving_average
2020-02-26,1,1.0,
2020-02-27,1,1.0,
2020-02-28,0,0.0,
2020-02-29,0,0.0,
2020-03-01,0,0.0,
2020-03-02,0,0.0,
2020-03-03,1,0.0,
2020-03-04,3,3.0,
2020-03-05,0,0.0,
2020-03-06,2,2.0,
2020-03-07,3,0.0,
2020-03-08,1,1.0,
2020-03-09,2,1.0,0.5714285714285714
2020-03-10,2,1.0,0.5
2020-03-11,6,3.0,0.551948051948052
2020-03-12,6,3.0,0.4983766233766233
2020-03-13,6,3.0,0.4428210678210678
2020-03-14,11,4.0,0.3966025804261098
2020-03-15,8,5.0,0.4045390883626177
2020-03-16,9,1.0,0.39263432645785573
2020-03-17,17,3.0,0.35692004074357003
2020-03-18,9,5.0,0.3764005602240895
2020-03-19,12,5.0,0.34833933573429354
2020-03-20,12,3.0,0.38008536748032534
2020-03-21,12,6.0,0.41609977324263026
2020-03-22,7,3.0,0.3697017268445838
2020-03-23,9,3.0,0.3387493458922029
2020-03-24,14,6.0,0.3387493458922029
2020-03-25,13,3.0,0.28517791732077435
2020-03-26,10,2.0,0.24776295133437976
2020-03-27,8,2.0,0.21313091670234513
2020-03-28,8,1.0,0.19952547452547437
2020-03-29,6,1.0,0.23005050505050487
2020-03-30,11,1.0,0.2014790764790763
2020-03-31,6,2.0,0.1657647907647906
2020-04-01,9,4.0,0.14790764790764774
2020-04-02,4,0.0,0.12409812409812393
2020-04-03,6,0.0,0.1468253968253967
2020-04-04,4,0.0,0.12518037518037506
2020-04-05,3,0.0,0.08209647495361769
2020-04-06,4,1.0,0.10250463821892379
2020-04-07,11,2.0,0.1263141620284476
2020-04-08,7,1.0,0.1548855905998762
2020-04-09,7,1.0,0.1548855905998762
2020-04-10,6,1.0,0.17631416202844763
2020-04-11,5,1.0,0.15034013605442165
2020-04-12,1,0.0,0.12993197278911553
2020-04-13,5,2.0,0.10952380952380943
2020-04-14,2,0.0,0.08571428571428562
2020-04-15,6,0.0,0.057142857142857044
2020-04-16,3,0.0,
2020-04-17,6,0.0,
2020-04-18,3,0.0,
2020-04-19,0,0.0,
2020-04-20,0,0.0,
2020-04-21,0,0.0,
2020-04-22,2,1.0,
2020-04-23,1,1.0,
2020-04-24,1,0.0,
2020-04-25,3,1.0,0.2619047619047618
2020-04-26,1,0.0,
2020-04-27,1,0.0,
2020-04-28,2,0.0,
2020-04-29,0,0.0,
2020-04-30,1,0.0,
2020-05-01,0,0.0,
2020-05-02,2,1.0,
2020-05-03,1,0.0,
2020-05-04,1,0.0,
2020-05-05,0,0.0,
2020-05-06,0,0.0,
2020-05-07,1,0.0,
2020-05-08,2,0.0,
2020-05-09,0,0.0,
2020-05-10,0,0.0,
2020-05-11,1,0.0,
2020-05-12,0,0.0,
2020-05-13,0,0.0,
2020-05-14,1,1.0,
2020-05-15,0,0.0,
2020-05-16,1,0.0,
2020-05-17,0,0.0,
2020-05-18,0,0.0,
2020-05-19,1,0.0,
2020-05-20,0,0.0,
2020-05-21,1,0.0,
2020-05-22,0,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,0,0.0,
2020-05-26,0,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,1,1.0,
2020-06-05,1,0.0,
2020-06-06,0,0.0,
2020-06-07,0,0.0,
2020-06-08,0,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,1,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,1,0.0,
2020-06-20,1,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,1,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,1,0.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,1,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,0,0.0,
2020-07-21,0,0.0,
2020-07-22,0,0.0,
2020-07-23,0,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,0,0.0,
2020-08-01,0,0.0,
2020-08-02,0,0.0,
2020-08-03,0,0.0,
2020-08-04,0,0.0,
2020-08-05,0,0.0,
2020-08-06,3,0.0,
2020-08-07,1,0.0,
2020-08-08,0,0.0,
2020-08-09,0,0.0,
2020-08-10,0,0.0,
2020-08-11,0,0.0,
2020-08-12,0,0.0,
2020-08-13,0,0.0,
2020-08-14,0,0.0,
2020-08-15,0,0.0,
2020-08-16,0,0.0,
2020-08-17,0,0.0,
2020-08-18,0,0.0,
2020-08-19,0,0.0,
2020-08-20,0,0.0,
2020-08-21,0,0.0,
2020-08-22,0,0.0,
2020-08-23,0,0.0,
2020-08-24,0,0.0,
2020-08-25,0,0.0,
2020-08-26,0,0.0,
2020-08-27,0,0.0,
2020-08-28,1,0.0,
2020-08-29,0,0.0,
2020-08-30,0,0.0,
2020-08-31,1,0.0,
2020-09-01,0,0.0,
2020-09-02,0,0.0,
2020-09-03,0,0.0,
2020-09-04,0,0.0,
2020-09-05,0,0.0,
2020-09-06,0,0.0,
2020-09-07,1,0.0,
2020-09-08,0,0.0,
2020-09-09,0,0.0,
2020-09-10,1,0.0,
2020-09-11,1,0.0,
2020-09-12,0,0.0,
2020-09-13,0,0.0,
2020-09-14,1,0.0,
2020-09-15,0,0.0,
2020-09-16,0,0.0,
2020-09-17,1,0.0,
2020-09-18,0,0.0,
2020-09-19,0,0.0,
2020-09-20,0,0.0,
2020-09-21,1,0.0,
2020-09-22,0,0.0,
2020-09-23,0,0.0,
2020-09-24,0,0.0,
2020-09-25,0,0.0,
2020-09-26,0,0.0,
2020-09-27,0,0.0,
2020-09-28,1,0.0,
2020-09-29,3,0.0,
2020-09-30,0,0.0,
2020-10-01,2,0.0,
2020-10-02,0,0.0,
2020-10-03,1,0.0,
2020-10-04,3,0.0,
2020-10-05,0,0.0,
2020-10-06,0,0.0,
2020-10-07,5,1.0,
2020-10-08,2,0.0,
2020-10-09,0,0.0,
2020-10-10,2,0.0,
2020-10-11,1,0.0,
2020-10-12,2,1.0,
2020-10-13,5,0.0,0.10714285714285705
2020-10-14,4,0.0,0.14285714285714277
2020-10-15,4,1.0,0.23214285714285704
2020-10-16,5,0.0,0.16071428571428562
2020-10-17,8,2.0,0.1892857142857142
2020-10-18,8,5.0,0.2249999999999999
