date,confirmed,hospitalizations,hospitalizations_/_confirmed_7_days_moving_average
2020-02-24,3,3,
2020-02-25,0,0,
2020-02-26,2,0,
2020-02-27,1,0,
2020-02-28,2,2,
2020-02-29,0,0,
2020-03-01,1,1,
2020-03-02,8,4,
2020-03-03,3,0,
2020-03-04,4,1,0.380952380952381
2020-03-05,4,1,0.3523809523809524
2020-03-06,9,3,0.3217687074829932
2020-03-07,18,6,0.4017687074829932
2020-03-08,5,4,0.4150340136054422
2020-03-09,14,4,0.4666213151927438
2020-03-10,25,14,0.4904308390022676
2020-03-11,35,12,0.5332879818594105
2020-03-12,18,11,0.5459863945578232
2020-03-13,22,11,0.5823129251700682
2020-03-14,30,19,0.5774045002616432
2020-03-15,27,24,0.5947514390371536
2020-03-16,50,27,0.575119024667897
2020-03-17,78,41,0.5685256180744904
2020-03-18,84,39,0.5593841512687902
2020-03-19,95,45,0.48820359571323463
2020-03-20,130,59,0.4699579816781469
2020-03-21,137,78,0.4499845168227923
2020-03-22,128,50,0.4472740576391188
2020-03-23,114,47,0.4255676176260426
2020-03-24,127,49,0.3848288383330464
2020-03-25,128,57,0.3396189094080407
2020-03-26,115,37,0.3391148771499762
2020-03-27,83,14,0.31430854313311585
2020-03-28,87,22,0.3163332900397525
2020-03-29,31,12,0.3314344197773619
2020-03-30,88,21,0.33690025828667863
2020-03-31,70,28,0.37141193135256856
2020-04-01,49,27,0.39311026585878484
2020-04-02,50,18,0.41573280461035583
2020-04-03,39,16,0.43074903837658957
2020-04-04,42,17,0.43439645478996347
2020-04-05,22,12,0.39184561890407205
2020-04-06,64,22,0.3880360950945483
2020-04-07,94,40,0.3579994650579183
2020-04-08,79,20,0.35479818454571344
2020-04-09,72,24,0.34830467805220694
2020-04-10,55,11,0.3613093364373001
2020-04-11,34,13,0.3373854223280737
2020-04-12,22,11,0.33505364351394984
2020-04-13,23,10,0.33505364351394984
2020-04-14,31,8,0.3332679292282355
2020-04-15,38,9,0.31760711944977865
2020-04-16,27,9,0.2997499765926358
2020-04-17,32,6,0.3216717887957779
2020-04-18,11,3,0.3248054293487734
2020-04-19,8,3,0.32104603085253275
2020-04-20,68,40,0.30350217120340994
2020-04-21,25,7,0.32433550453674326
2020-04-22,38,8,0.33299351319475196
2020-04-23,19,4,0.4222792274804662
2020-04-24,18,6,0.3650313283208023
2020-04-25,9,3,0.37265037593984995
2020-04-26,3,3,0.3872180451127823
2020-04-27,16,3,0.38819875776397555
2020-04-28,12,4,0.3405797101449279
2020-04-29,16,5,0.3380734444807675
2020-04-30,23,5,0.23093058733791036
2020-05-01,4,0,0.2449611995828083
2020-05-02,19,6,0.2177503152290668
2020-05-03,4,1,0.18898047395922554
2020-05-04,7,2,0.1737975892111234
2020-05-05,14,2,0.18400167084377644
2020-05-06,9,1,0.18174603174603213
2020-05-07,9,1,0.19365079365079402
2020-05-08,14,1,0.18854875283446745
2020-05-09,10,3,0.1859977324263042
2020-05-10,3,1,0.21774376417233593
2020-05-11,8,2,0.2590136054421772
2020-05-12,8,1,0.24880952380952417
2020-05-13,6,2,0.2059523809523813
2020-05-14,10,4,0.18690476190476227
2020-05-15,3,0,0.1797619047619051
2020-05-16,2,0,0.19047619047619083
2020-05-17,5,1,0.1428571428571432
2020-05-18,5,1,
2020-05-19,5,1,
2020-05-20,3,0,
2020-05-21,0,0,
2020-05-22,8,0,
2020-05-23,5,2,
2020-05-24,0,0,
2020-05-25,11,1,
2020-05-26,2,0,
2020-05-27,5,0,
2020-05-28,8,0,0.15584415584415617
2020-05-29,3,0,0.1428571428571432
2020-05-30,1,0,0.2857142857142861
2020-05-31,1,1,0.33333333333333376
2020-06-01,3,0,0.33333333333333376
2020-06-02,1,1,0.40476190476190516
2020-06-03,3,1,0.40476190476190516
2020-06-04,1,0,
2020-06-05,2,1,
2020-06-06,4,0,
2020-06-07,0,0,
2020-06-08,2,0,
2020-06-09,2,0,
2020-06-10,2,0,
2020-06-11,1,0,
2020-06-12,3,1,
2020-06-13,2,0,
2020-06-14,0,0,
2020-06-15,2,0,
2020-06-16,3,0,
2020-06-17,2,0,
2020-06-18,2,0,0.07142857142857184
2020-06-19,1,0,0.07142857142857184
2020-06-20,2,1,0.14285714285714327
2020-06-21,8,0,0.14285714285714327
2020-06-22,18,0,0.14285714285714327
2020-06-23,2,1,0.19047619047619088
2020-06-24,3,0,0.11904761904761944
2020-06-25,3,0,
2020-06-26,3,1,
2020-06-27,1,0,
2020-06-28,0,0,
2020-06-29,4,2,
2020-06-30,5,1,
2020-07-01,13,1,
2020-07-02,2,1,
2020-07-03,3,1,
2020-07-04,2,0,
2020-07-05,0,0,
2020-07-06,2,1,
2020-07-07,1,0,
2020-07-08,2,0,
2020-07-09,1,0,
2020-07-10,2,1,
2020-07-11,0,0,
2020-07-12,3,2,
2020-07-13,15,0,
2020-07-14,1,0,
2020-07-15,18,2,
2020-07-16,5,1,
2020-07-17,8,5,
2020-07-18,0,0,
2020-07-19,3,1,
2020-07-20,8,2,
2020-07-21,6,2,
2020-07-22,10,5,0.4099733599733603
2020-07-23,5,3,0.4031706388849249
2020-07-24,13,4,0.3804433661576522
2020-07-25,11,6,0.3328243185386045
2020-07-26,7,2,0.28230167045498084
2020-07-27,33,3,0.23230167045498082
2020-07-28,9,0,0.22405991221322258
2020-07-29,41,6,0.1699473581006685
2020-07-30,20,5,0.12913103157005626
2020-07-31,12,3,0.13655218184834939
2020-08-01,6,1,0.14335490293678474
2020-08-02,2,0,0.14707952146375822
2020-08-03,21,3,0.12207952146375822
2020-08-04,21,1,0.08834936273359949
2020-08-05,29,5,0.1121588865431233
2020-08-06,40,3,0.1444169510592523
2020-08-07,72,1,0.12861708272482178
2020-08-08,18,6,0.13201844326903944
2020-08-09,31,7,0.1214394236453618
2020-08-10,31,1,0.1379360222848176
2020-08-11,28,2,0.14837425554913783
2020-08-12,61,6,0.14837425554913783
2020-08-13,21,4,0.14468761960443735
2020-08-14,69,6,0.1400793246735618
2020-08-15,21,7,0.16048748793886788
2020-08-16,10,2,0.1527851720398307
2020-08-17,35,0,0.14238101037516482
2020-08-18,42,9,0.15444844604508498
2020-08-19,45,2,0.12468654128318023
2020-08-20,51,6,0.1032579698546088
2020-08-21,35,6,0.11550286781379249
2020-08-22,32,4,0.1087001467253571
2020-08-23,60,3,0.10800864900415642
2020-08-24,35,3,0.11203525964841413
2020-08-25,48,8,0.11135498753957059
2020-08-26,101,4,0.09945022563480867
2020-08-27,48,7,0.13230736849195152
2020-08-28,36,6,0.13180415350732752
2020-08-29,24,1,0.12292000283213209
2020-08-30,25,7,0.14483121650989084
2020-08-31,73,6,0.14114074031941465
2020-09-01,67,7,0.12808390468193387
2020-09-02,57,11,0.1493424080832944
2020-09-03,125,15,0.12918367792456426
2020-09-04,93,7,0.1415868641652963
2020-09-05,63,12,0.1408057626009821
2020-09-06,36,5,0.12788885494723234
2020-09-07,71,12,0.13406961296472505
2020-09-08,101,10,0.14422284813762978
2020-09-09,117,12,0.15217679894872346
2020-09-10,98,16,0.16515406192598645
2020-09-11,82,12,0.17126129355103084
2020-09-12,65,16,0.174433039297034
2020-09-13,74,17,0.17980772691471225
2020-09-14,85,18,0.18009686263984054
2020-09-15,99,12,0.17959910256019893
2020-09-16,107,15,0.15911137111356338
2020-09-17,121,20,0.15386176060079496
2020-09-18,91,13,0.14691259795701403
2020-09-19,146,15,0.1565507585385708
2020-09-20,57,11,0.16792123052319502
2020-09-21,141,23,0.17080617549025146
2020-09-22,106,20,0.17671380169862955
2020-09-23,182,40,0.18459308895787355
2020-09-24,124,23,0.2040404415164853
2020-09-25,114,21,0.19740416998659674
2020-09-26,95,15,0.19866868697438417
2020-09-27,79,26,0.1925879684162696
2020-09-28,180,21,0.19050256912793032
2020-09-29,162,32,0.19037725584472232
2020-09-30,158,28,0.18659637507136034
2020-10-01,158,27,0.17652591301486598
2020-10-02,180,33,0.17899800232906055
2020-10-03,175,23,0.17519933186372344
2020-10-04,116,30,0.1647544399349837
2020-10-05,209,28,0.15938976241840747
2020-10-06,234,40,0.15115192182762568
2020-10-07,317,33,0.1509292873192769
2020-10-08,300,40,0.13241665423489743
2020-10-09,374,47,0.13708742206356
2020-10-10,385,50,0.13285088388206767
2020-10-11,217,28,0.13403374188331235
2020-10-12,390,65,0.13435182589491307
2020-10-13,545,77,0.13487685163002286
2020-10-14,525,59,0.13703225924761533
2020-10-15,509,69,0.13840105972213282
2020-10-16,518,67,0.13061717693825
2020-10-17,476,69,0.12582497619722496
2020-10-18,303,42,0.12373403455741115
2020-10-19,624,70,0.11628728263049175
2020-10-20,659,71,0.1130477165337828
2020-10-21,1064,104,0.10880111723181037
2020-10-22,839,70,0.10770924048965672
2020-10-23,900,96,0.10634596158400492
2020-10-24,755,87,0.10551629472536973
2020-10-25,649,85,0.10341505949443526
2020-10-26,1062,109,0.10747816359836089
2020-10-27,932,95,0.10631807436072722
2020-10-28,1120,93,0.10983535985515772
2020-10-29,1019,114,0.11333708712176058
2020-10-30,1238,122,0.11198791544648855
2020-10-31,951,133,0.11147175975346772
2020-11-01,611,95,0.11256613108889481
2020-11-02,1513,141,0.10802572344992281
2020-11-03,1546,152,0.10624954539713516
2020-11-04,1709,155,0.10070156862742925
2020-11-05,1748,140,0.09437602553037829
2020-11-06,1649,142,0.09084851491475625
2020-11-07,1475,149,0.08811846922491652
2020-11-08,1196,133,0.0876961936508709
2020-11-09,2073,142,0.08798447166872277
2020-11-10,1515,120,0.08694652937318899
2020-11-11,1664,146,0.0833654462211983
2020-11-12,1498,123,0.07815354008021759
2020-11-13,1839,145,0.07851071739397955
2020-11-14,1501,114,0.07800651397632195
2020-11-15,1432,107,0.07449769863075932
2020-11-16,2000,142,0.07281536688133301
2020-11-17,1916,145,0.07502265917405503
2020-11-18,2026,128,0.07607751149473015
2020-11-19,1891,133,0.07647732713100154
2020-11-20,1368,129,0.07554523393974275
2020-11-21,1344,112,0.07454513325011448
2020-11-22,774,60,0.07499781782494307
2020-11-23,1582,102,0.0746084706160243
2020-11-24,1558,107,0.07432078089247185
2020-11-25,1462,97,0.07401378130180462
2020-11-26,1346,91,0.07766150348316785
2020-11-27,1322,122,0.0790129928122694
2020-11-28,1047,85,0.0821088905171667
2020-11-29,524,54,0.08585256512704033
2020-11-30,1339,99,0.08688110143429026
2020-12-01,974,88,0.08378513731919625
2020-12-02,940,87,0.08292055716685516
2020-12-03,909,68,0.08180408004165393
2020-12-04,963,68,0.08200919103150303
2020-12-05,945,71,0.08562307424979475
2020-12-06,609,58,0.08407701392713869
2020-12-07,942,71,0.08504483099844497
2020-12-08,441,51,0.08428600636177382
2020-12-09,832,68,0.08284132503598529
2020-12-10,809,66,0.08763887724464169
2020-12-11,781,51,0.08867215159688877
2020-12-12,769,50,0.08716029911629435
2020-12-13,458,59,0.08703462691615406
2020-12-14,1029,85,0.08685823379878342
2020-12-15,790,83,0.0909565444775605
2020-12-16,940,76,0.09571350658744647
2020-12-17,921,74,0.08782479791620504
2020-12-18,915,86,0.08452429639239445
2020-12-19,773,76,0.07912807189052698
2020-12-20,625,46,0.07875932347523738
2020-12-21,1042,62,0.07493915053111448
2020-12-22,1070,72,0.0823998688423229
2020-12-23,971,76,0.07986601185986118
2020-12-24,1026,55,0.08289425298289999
2020-12-25,383,56,0.08484231430203774
2020-12-26,757,61,0.08424223936528379
2020-12-27,865,82,0.08155374502690696
2020-12-28,1463,107,0.08532428248165494
2020-12-29,1379,87,0.08444280597586047
2020-12-30,1783,106,0.08509589121646366
2020-12-31,1325,106,0.08547535108426896
2021-01-01,457,64,0.08351371560815422
2021-01-02,1374,117,0.08534740717550775
2021-01-03,1139,111,0.08683675172456394
2021-01-04,2121,126,0.08318532060325332
2021-01-05,2081,158,0.07326599664689352
2021-01-06,1288,90,0.07153608805159666
2021-01-07,2241,122,0.07109981563218114
2021-01-08,1742,123,0.07026494754058202
2021-01-09,1725,126,0.07046546335605583
2021-01-10,1250,118,0.06899043269894688
2021-01-11,1867,100,0.06993227294165255
2021-01-12,1707,132,0.07016933352913493
2021-01-13,1780,106,0.06984060207452537
2021-01-14,1704,104,0.06769942560393713
2021-01-15,1702,123,0.07108754958727
2021-01-16,1145,81,0.07054792333767056
2021-01-17,1020,81,0.0724712145912281
2021-01-18,1514,117,0.07449065102967863
2021-01-19,1346,99,0.07302787667066168
2021-01-20,1397,102,0.07254227886396622
2021-01-21,1184,89,0.07574247107474173
2021-01-22,1193,74,0.07580982463849449
2021-01-23,1084,73,0.074057791006734
2021-01-24,717,73,0.07512152951277497
2021-01-25,1209,94,0.07674380148079162
2021-01-26,979,60,0.07787382301305733
2021-01-27,957,77,0.07768889358554752
2021-01-28,705,61,0.0748225991924542
2021-01-29,815,57,0.08032278148060572
2021-01-30,863,57,0.08528616751694636
2021-01-31,526,43,0.08466830033675272
2021-02-01,843,98,0.08332923071054375
2021-02-02,781,75,0.08066400227844416
2021-02-03,683,52,0.08485709846077798
2021-02-04,674,52,0.08681502646433337
2021-02-05,702,36,0.08087196860161512
2021-02-06,587,56,0.07843148839983025
2021-02-07,440,42,0.08323454521517146
2021-02-08,643,48,0.08324332674585612
2021-02-09,570,45,0.09373469135748799
2021-02-10,492,54,0.09070990041580353
2021-02-11,531,41,0.09203613029564937
2021-02-12,449,56,0.09208611918700683
2021-02-13,485,36,0.09444583709753494
2021-02-14,401,42,0.09221930938703041
2021-02-15,480,36,0.0975357457684807
2021-02-16,419,40,0.09416107398782737
2021-02-17,446,42,0.093369654639707
2021-02-18,402,46,0.08871633947401299
2021-02-19,455,46,0.08855238167532464
2021-02-20,495,34,0.08882091581084085
2021-02-21,388,28,0.08651085815549171
2021-02-22,501,37,0.08043096136487746
2021-02-23,565,55,0.07554474246248603
2021-02-24,500,39,0.07766134050576433
2021-02-25,487,35,0.07726320364533772
2021-02-26,583,39,0.08115615304066472
2021-02-27,491,41,0.07612930853541022
2021-02-28,418,29,0.07965826606436777
2021-03-01,544,55,0.08075496197625875
2021-03-02,547,34,0.08286028830183922
2021-03-03,555,57,0.08219686050367749
2021-03-04,616,49,0.08432988094065454
2021-03-05,637,52,0.07992964523661683
2021-03-06,596,47,0.0817329077286804
2021-03-07,427,36,0.07655676724973344
2021-03-08,697,49,0.07815981990912411
2021-03-09,682,51,0.079232441594983
2021-03-10,677,45,0.07749067106126616
2021-03-11,639,58,0.07948802317571428
2021-03-12,617,55,0.08029256384498133
2021-03-13,780,52,0.08345809482486385
2021-03-14,468,46,0.08585239401265277
2021-03-15,777,59,0.08622771605373246
2021-03-16,784,76,0.08574333182462893
2021-03-17,805,67,0.08974916814244296
2021-03-18,878,82,0.09086342171249222
2021-03-19,793,68,0.09150105026075639
2021-03-20,718,68,0.08705302407691724
