date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-24,2,,
2020-02-25,2,,
2020-02-26,0,,
2020-02-27,1,,
2020-02-28,2,,
2020-02-29,2,1.0,
2020-03-01,0,0.0,
2020-03-02,5,1.0,
2020-03-03,10,2.0,
2020-03-04,9,1.0,
2020-03-05,7,0.0,0.1259252400294661
2020-03-06,14,3.0,0.12256389549165096
2020-03-07,19,1.0,0.1188371874171168
2020-03-08,29,3.0,0.11635702868695806
2020-03-09,17,3.0,0.13268355929920297
2020-03-10,23,4.0,0.11546417154410092
2020-03-11,32,3.0,0.11660338320962839
2020-03-12,35,4.0,0.11745005808647568
2020-03-13,64,6.0,0.10689198870487689
2020-03-14,66,4.0,0.09395203011274438
2020-03-15,64,7.0,0.08720369124231249
2020-03-16,78,8.0,0.07971368493050941
2020-03-17,72,6.0,0.07874318803609946
2020-03-18,86,4.0,0.07547601495760563
2020-03-19,97,6.0,0.06681965607258822
2020-03-20,115,10.0,0.06789503329475444
2020-03-21,106,4.0,0.06674295956203555
2020-03-22,82,4.0,0.07164245283362185
2020-03-23,109,12.0,0.06620728907739772
2020-03-24,93,7.0,0.05735635740037909
2020-03-25,99,8.0,0.06175025763299734
2020-03-26,84,2.0,0.06243467774250455
2020-03-27,80,2.0,0.054988859367288485
2020-03-28,73,5.0,0.05202837898745327
2020-03-29,56,3.0,0.0475101285675635
2020-03-30,69,4.0,0.05489043918237546
2020-03-31,55,3.0,0.06265687909167252
2020-04-01,61,3.0,0.05726774767514383
2020-04-02,53,4.0,0.06505870189466949
2020-04-03,63,5.0,0.06805532388442649
2020-04-04,65,2.0,0.07071607776469256
2020-04-05,37,4.0,0.07913433208458621
2020-04-06,38,3.0,0.08195810310242732
2020-04-07,41,3.0,0.07365974829951326
2020-04-08,37,4.0,0.07623278501889144
2020-04-09,42,4.0,0.07983638862249505
2020-04-10,47,1.0,0.08080309109295691
2020-04-11,41,2.0,0.07035012942048305
2020-04-12,30,4.0,0.07461054747400454
2020-04-13,35,3.0,0.06649961079163928
2020-04-14,39,0.0,0.06967127723805135
2020-04-15,29,4.0,0.0698454932659259
2020-04-16,26,1.0,0.05079787421830685
2020-04-17,23,1.0,0.04347908463350742
2020-04-18,20,1.0,0.05646609762052041
2020-04-19,28,0.0,0.04205266941398876
2020-04-20,29,1.0,0.036558163919483265
2020-04-21,33,3.0,0.030346983795259665
2020-04-22,27,1.0,0.02320412665240252
2020-04-23,26,0.0,0.02320412665240252
2020-04-24,20,0.0,0.018278018278018282
2020-04-25,17,0.0,0.018278018278018282
2020-04-26,15,0.0,0.012987012987012991
2020-04-27,15,0.0,0.012987012987012991
2020-04-28,11,1.0,0.033395176252319116
2020-04-29,13,0.0,0.033395176252319116
2020-04-30,11,0.0,0.033395176252319116
2020-05-01,14,2.0,0.04529993815708101
2020-05-02,13,0.0,0.05272108843537415
2020-05-03,6,0.0,0.06859410430839002
2020-05-04,12,1.0,0.09716553287981859
2020-05-05,14,2.0,0.10056689342403627
2020-05-06,9,1.0,0.10056689342403627
2020-05-07,10,2.0,0.10056689342403627
2020-05-08,6,1.0,0.08866213151927436
2020-05-09,3,0.0,0.06825396825396825
2020-05-10,5,0.0,0.07023809523809522
2020-05-11,4,0.0,0.041666666666666644
2020-05-12,8,0.0,0.01785714285714284
2020-05-13,8,1.0,0.04642857142857141
2020-05-14,6,0.0,0.04642857142857141
2020-05-15,7,0.0,0.06230158730158728
2020-05-16,5,1.0,0.06230158730158728
2020-05-17,4,0.0,0.08526077097505667
2020-05-18,9,1.0,0.10907029478458048
2020-05-19,3,0.0,0.13287981859410428
2020-05-20,7,2.0,0.10430839002267571
