date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-20,1,1.0,
2020-02-21,0,0.0,
2020-02-22,0,0.0,
2020-02-23,0,0.0,
2020-02-24,1,0.0,
2020-02-25,1,0.0,
2020-02-26,1,0.0,
2020-02-27,1,1.0,
2020-02-28,2,1.0,
2020-02-29,0,0.0,
2020-03-01,2,0.0,
2020-03-02,3,2.0,
2020-03-03,2,0.0,
2020-03-04,4,2.0,0.3333333333333333
2020-03-05,2,0.0,0.369047619047619
2020-03-06,3,2.0,0.32142857142857145
2020-03-07,4,2.0,0.32142857142857145
2020-03-08,4,1.0,0.25
2020-03-09,3,1.0,0.2857142857142857
2020-03-10,2,0.0,0.25170068027210885
2020-03-11,1,0.0,0.19047619047619047
2020-03-12,4,1.0,0.20238095238095236
2020-03-13,7,3.0,0.15476190476190474
2020-03-14,14,1.0,0.29761904761904756
2020-03-15,3,1.0,0.3261904761904762
2020-03-16,6,0.0,0.3380952380952381
2020-03-17,5,5.0,0.30861678004535154
2020-03-18,10,2.0,0.2984126984126984
2020-03-19,18,6.0,0.26507936507936514
2020-03-20,9,2.0,0.2968253968253968
2020-03-21,8,0.0,0.1896825396825397
2020-03-22,10,1.0,0.23253968253968257
2020-03-23,9,2.0,0.18492063492063496
2020-03-24,8,2.0,0.17914862914862922
2020-03-25,4,2.0,0.20295815295815303
2020-03-26,4,0.0,0.20057720057720063
2020-03-27,11,2.0,0.16883116883116886
2020-03-28,6,1.0,0.15909090909090914
2020-03-29,12,1.0,0.11147186147186153
2020-03-30,6,0.0,0.1726963512677799
2020-03-31,11,2.0,0.14672232529375392
2020-04-01,6,1.0,0.1705318491032777
2020-04-02,7,3.0,0.19944341372912805
2020-04-03,2,0.0,0.27087198515769945
2020-04-04,6,2.0,0.29251700680272114
2020-04-05,7,2.0,0.2687074829931973
2020-04-06,4,2.0,0.24319727891156467
2020-04-07,3,1.0,0.29514533085961664
2020-04-08,3,0.0,0.2713358070500928
2020-04-09,12,3.0,0.301948051948052
2020-04-10,11,4.0,0.27813852813852824
2020-04-11,6,1.0,0.28766233766233773
