date,healthcare_workers,others
2020-02-24,1.0,
2020-02-25,0.0,
2020-02-26,0.0,1.0
2020-02-27,0.0,0.0
2020-02-28,0.0,0.0
2020-02-29,0.0,3.0
2020-03-01,0.0,0.0
2020-03-02,0.0,1.0
2020-03-03,0.0,1.0
2020-03-04,0.0,1.0
2020-03-05,0.0,1.0
2020-03-06,0.0,3.0
2020-03-07,1.0,2.0
2020-03-08,3.0,7.0
2020-03-09,8.0,16.0
2020-03-10,6.0,12.0
2020-03-11,7.0,19.0
2020-03-12,5.0,14.0
2020-03-13,13.0,28.0
2020-03-14,8.0,31.0
2020-03-15,1.0,18.0
2020-03-16,7.0,36.0
2020-03-17,9.0,62.0
2020-03-18,18.0,65.0
2020-03-19,5.0,43.0
2020-03-20,24.0,58.0
2020-03-21,10.0,51.0
2020-03-22,10.0,37.0
2020-03-23,43.0,76.0
2020-03-24,18.0,113.0
2020-03-25,6.0,39.0
2020-03-26,17.0,74.0
2020-03-27,7.0,79.0
2020-03-28,11.0,58.0
2020-03-29,3.0,24.0
2020-03-30,17.0,58.0
2020-03-31,20.0,91.0
2020-04-01,8.0,58.0
2020-04-02,13.0,56.0
2020-04-03,6.0,47.0
2020-04-04,8.0,45.0
2020-04-05,0.0,20.0
2020-04-06,12.0,66.0
2020-04-07,24.0,69.0
2020-04-08,11.0,38.0
2020-04-09,9.0,41.0
2020-04-10,20.0,33.0
2020-04-11,16.0,39.0
2020-04-12,2.0,15.0
2020-04-13,1.0,14.0
2020-04-14,10.0,35.0
2020-04-15,13.0,32.0
2020-04-16,8.0,13.0
2020-04-17,6.0,36.0
2020-04-18,0.0,17.0
2020-04-19,2.0,4.0
2020-04-20,10.0,43.0
2020-04-21,0.0,7.0
2020-04-22,2.0,16.0
2020-04-23,5.0,16.0
2020-04-24,5.0,12.0
2020-04-25,1.0,6.0
2020-04-26,1.0,8.0
2020-04-27,2.0,20.0
2020-04-28,2.0,10.0
2020-04-29,2.0,30.0
2020-04-30,7.0,33.0
2020-05-01,0.0,2.0
2020-05-02,0.0,4.0
2020-05-03,1.0,1.0
2020-05-04,1.0,27.0
2020-05-05,2.0,18.0
2020-05-06,1.0,11.0
2020-05-07,2.0,14.0
2020-05-08,0.0,10.0
2020-05-09,0.0,8.0
2020-05-10,1.0,1.0
2020-05-11,1.0,5.0
2020-05-12,2.0,21.0
2020-05-13,0.0,8.0
2020-05-14,0.0,17.0
2020-05-15,0.0,5.0
2020-05-16,1.0,8.0
2020-05-17,0.0,0.0
2020-05-18,0.0,5.0
2020-05-19,0.0,10.0
2020-05-20,0.0,9.0
2020-05-21,0.0,4.0
2020-05-22,2.0,4.0
2020-05-23,0.0,2.0
2020-05-24,0.0,0.0
2020-05-25,1.0,3.0
2020-05-26,0.0,4.0
2020-05-27,0.0,1.0
2020-05-28,1.0,0.0
2020-05-29,1.0,4.0
2020-05-30,1.0,2.0
2020-05-31,0.0,3.0
2020-06-01,0.0,5.0
