date,healthcare_workers,others
2020-03-02,1.0,6
2020-03-03,1.0,2
2020-03-04,0.0,3
2020-03-05,0.0,3
2020-03-06,1.0,6
2020-03-07,3.0,11
2020-03-08,1.0,2
2020-03-09,6.0,5
2020-03-10,3.0,12
2020-03-11,11.0,9
2020-03-12,1.0,7
2020-03-13,2.0,13
2020-03-14,3.0,11
2020-03-15,2.0,15
2020-03-16,4.0,18
2020-03-17,11.0,35
2020-03-18,12.0,38
2020-03-19,7.0,43
2020-03-20,17.0,66
2020-03-21,17.0,65
2020-03-22,42.0,37
2020-03-23,29.0,45
2020-03-24,28.0,54
2020-03-25,19.0,63
2020-03-26,22.0,46
2020-03-27,23.0,46
2020-03-28,14.0,37
2020-03-29,10.0,9
2020-03-30,5.0,33
2020-03-31,8.0,29
2020-04-01,3.0,19
2020-04-02,6.0,20
2020-04-03,7.0,14
2020-04-04,6.0,17
2020-04-05,4.0,10
2020-04-06,10.0,21
2020-04-07,17.0,35
2020-04-08,9.0,43
2020-04-09,20.0,37
2020-04-10,8.0,27
2020-04-11,6.0,16
2020-04-12,1.0,12
2020-04-13,4.0,2
2020-04-14,3.0,10
2020-04-15,6.0,17
2020-04-16,8.0,9
2020-04-17,6.0,8
2020-04-18,2.0,3
2020-04-19,1.0,4
2020-04-20,12.0,22
2020-04-21,3.0,7
2020-04-22,9.0,12
2020-04-23,4.0,3
2020-04-24,5.0,7
2020-04-25,0.0,3
2020-04-26,0.0,0
2020-04-27,9.0,2
2020-04-28,2.0,6
2020-04-29,3.0,8
2020-04-30,1.0,11
2020-05-01,0.0,3
2020-05-02,3.0,8
2020-05-03,0.0,2
2020-05-04,3.0,4
2020-05-05,3.0,5
2020-05-06,2.0,5
2020-05-07,0.0,6
2020-05-08,2.0,6
2020-05-09,2.0,5
2020-05-10,1.0,0
2020-05-11,0.0,5
2020-05-12,1.0,5
2020-05-13,2.0,2
2020-05-14,1.0,2
2020-05-15,0.0,0
2020-05-16,0.0,1
2020-05-17,0.0,2
2020-05-18,1.0,4
2020-05-19,0.0,5
2020-05-20,1.0,0
2020-05-21,0.0,0
2020-05-22,1.0,5
2020-05-23,0.0,4
2020-05-24,0.0,0
2020-05-25,2.0,8
2020-05-26,1.0,0
2020-05-27,0.0,3
2020-05-28,0.0,2
2020-05-29,1.0,2
2020-05-30,0.0,0
2020-05-31,0.0,1
2020-06-01,1.0,2
2020-06-02,0.0,0
2020-06-03,0.0,3
2020-06-04,1.0,0
2020-06-05,0.0,1
2020-06-06,0.0,4
2020-06-07,0.0,0
2020-06-08,1.0,1
2020-06-09,1.0,0
2020-06-10,0.0,2
2020-06-11,0.0,0
2020-06-12,0.0,1
2020-06-13,0.0,1
2020-06-14,0.0,0
2020-06-15,0.0,1
2020-06-16,0.0,2
2020-06-17,0.0,2
2020-06-18,0.0,2
2020-06-19,0.0,1
2020-06-20,0.0,1
2020-06-21,0.0,0
2020-06-22,0.0,1
2020-06-23,0.0,2
2020-06-24,0.0,2
2020-06-25,0.0,3
2020-06-26,0.0,3
2020-06-27,0.0,0
2020-06-28,0.0,0
2020-06-29,0.0,4
2020-06-30,0.0,3
2020-07-01,0.0,11
2020-07-02,1.0,1
2020-07-03,0.0,3
2020-07-04,0.0,1
2020-07-05,0.0,0
2020-07-06,0.0,1
2020-07-07,0.0,1
2020-07-08,0.0,1
2020-07-09,0.0,0
2020-07-10,0.0,1
2020-07-11,0.0,0
2020-07-12,0.0,1
2020-07-13,0.0,11
2020-07-14,0.0,0
2020-07-15,0.0,15
2020-07-16,0.0,3
2020-07-17,0.0,6
2020-07-18,0.0,0
2020-07-19,0.0,1
2020-07-20,0.0,3
2020-07-21,0.0,5
2020-07-22,2.0,7
2020-07-23,0.0,3
2020-07-24,1.0,4
2020-07-25,0.0,6
2020-07-26,1.0,4
2020-07-27,2.0,26
2020-07-28,1.0,5
2020-07-29,2.0,9
2020-07-30,0.0,11
2020-07-31,2.0,3
2020-08-01,0.0,1
2020-08-02,0.0,2
2020-08-03,2.0,10
2020-08-04,2.0,13
2020-08-05,0.0,14
2020-08-06,0.0,20
2020-08-07,0.0,59
2020-08-08,0.0,5
2020-08-09,2.0,6
2020-08-10,0.0,13
2020-08-11,1.0,19
2020-08-12,1.0,37
2020-08-13,1.0,6
2020-08-14,2.0,25
2020-08-15,2.0,9
2020-08-16,0.0,3
2020-08-17,1.0,11
2020-08-18,0.0,17
2020-08-19,0.0,12
2020-08-20,0.0,31
2020-08-21,0.0,20
2020-08-22,2.0,19
2020-08-23,0.0,2
2020-08-24,0.0,21
2020-08-25,0.0,21
2020-08-26,2.0,16
2020-08-27,1.0,27
2020-08-28,0.0,13
2020-08-29,0.0,6
2020-08-30,0.0,10
2020-08-31,1.0,30
2020-09-01,0.0,28
2020-09-02,1.0,20
2020-09-03,5.0,55
2020-09-04,1.0,48
2020-09-05,0.0,28
2020-09-06,1.0,13
2020-09-07,7.0,24
2020-09-08,4.0,37
2020-09-09,2.0,43
2020-09-10,1.0,25
2020-09-11,6.0,26
2020-09-12,1.0,15
2020-09-13,0.0,23
2020-09-14,4.0,26
2020-09-15,1.0,29
2020-09-16,4.0,26
2020-09-17,4.0,32
2020-09-18,2.0,25
2020-09-19,3.0,25
2020-09-20,0.0,28
2020-09-21,2.0,48
2020-09-22,3.0,31
2020-09-23,2.0,64
2020-09-24,4.0,30
2020-09-25,4.0,36
2020-09-26,3.0,30
2020-09-27,2.0,27
2020-09-28,4.0,45
2020-09-29,4.0,59
2020-09-30,1.0,42
2020-10-01,2.0,57
2020-10-02,3.0,60
2020-10-03,5.0,57
2020-10-04,3.0,39
2020-10-05,14.0,61
2020-10-06,8.0,68
2020-10-07,15.0,115
2020-10-08,14.0,80
2020-10-09,10.0,118
2020-10-10,19.0,103
2020-10-11,2.0,49
2020-10-12,12.0,123
2020-10-13,15.0,132
2020-10-14,16.0,118
2020-10-15,14.0,170
2020-10-16,10.0,116
2020-10-17,5.0,156
2020-10-18,5.0,98
2020-10-19,17.0,193
2020-10-20,23.0,164
2020-10-21,15.0,255
2020-10-22,19.0,206
2020-10-23,27.0,181
2020-10-24,14.0,181
2020-10-25,18.0,132
2020-10-26,18.0,246
2020-10-27,18.0,179
2020-10-28,28.0,184
2020-10-29,24.0,192
2020-10-30,41.0,258
2020-10-31,18.0,221
2020-11-01,15.0,139
2020-11-02,35.0,311
2020-11-03,20.0,294
