date,healthcare_workers,others
2020-02-25,1.0,43
2020-02-26,0.0,18
2020-02-27,1.0,24
2020-02-28,2.0,37
2020-02-29,1.0,44
2020-03-01,1.0,53
2020-03-02,2.0,72
2020-03-03,4.0,80
2020-03-04,3.0,90
2020-03-05,1.0,99
2020-03-06,1.0,130
2020-03-07,3.0,107
2020-03-08,6.0,102
2020-03-09,3.0,136
2020-03-10,4.0,131
2020-03-11,3.0,158
2020-03-12,5.0,166
2020-03-13,6.0,207
2020-03-14,6.0,192
2020-03-15,8.0,184
2020-03-16,8.0,199
2020-03-17,5.0,243
2020-03-18,9.0,262
2020-03-19,12.0,216
2020-03-20,8.0,226
2020-03-21,10.0,203
2020-03-22,6.0,242
2020-03-23,10.0,250
2020-03-24,10.0,250
2020-03-25,7.0,278
2020-03-26,10.0,200
2020-03-27,16.0,213
2020-03-28,6.0,165
2020-03-29,5.0,166
2020-03-30,11.0,182
2020-03-31,2.0,162
2020-04-01,1.0,165
2020-04-02,9.0,170
2020-04-03,2.0,128
2020-04-04,5.0,110
2020-04-05,2.0,89
2020-04-06,2.0,113
2020-04-07,6.0,118
2020-04-08,3.0,125
2020-04-09,6.0,138
2020-04-10,5.0,97
2020-04-11,2.0,84
2020-04-12,6.0,56
2020-04-13,2.0,50
2020-04-14,2.0,69
2020-04-15,3.0,67
2020-04-16,2.0,67
2020-04-17,0.0,83
2020-04-18,5.0,74
2020-04-19,1.0,77
2020-04-20,1.0,91
2020-04-21,2.0,65
2020-04-22,6.0,83
2020-04-23,8.0,77
2020-04-24,2.0,72
2020-04-25,5.0,69
2020-04-26,4.0,65
2020-04-27,4.0,51
2020-04-28,2.0,53
2020-04-29,2.0,61
2020-04-30,8.0,48
2020-05-01,3.0,49
2020-05-02,3.0,42
2020-05-03,1.0,32
2020-05-04,1.0,41
2020-05-05,3.0,36
2020-05-06,1.0,55
2020-05-07,0.0,32
2020-05-08,1.0,36
2020-05-09,1.0,24
2020-05-10,3.0,17
2020-05-11,0.0,27
2020-05-12,0.0,19
2020-05-13,0.0,28
2020-05-14,0.0,33
2020-05-15,2.0,27
2020-05-16,1.0,23
2020-05-17,1.0,19
2020-05-18,1.0,12
2020-05-19,0.0,20
2020-05-20,1.0,16
2020-05-21,1.0,17
2020-05-22,0.0,12
2020-05-23,1.0,14
2020-05-24,1.0,12
2020-05-25,1.0,13
2020-05-26,0.0,16
2020-05-27,0.0,10
2020-05-28,0.0,4
2020-05-29,1.0,13
2020-05-30,0.0,8
2020-05-31,0.0,6
2020-06-01,0.0,7
2020-06-02,0.0,7
2020-06-03,0.0,3
2020-06-04,0.0,9
2020-06-05,0.0,9
2020-06-06,0.0,10
2020-06-07,0.0,8
2020-06-08,1.0,5
2020-06-09,0.0,10
2020-06-10,0.0,11
2020-06-11,0.0,8
2020-06-12,0.0,5
2020-06-13,0.0,4
2020-06-14,0.0,5
2020-06-15,0.0,8
2020-06-16,0.0,9
2020-06-17,0.0,4
2020-06-18,0.0,6
2020-06-19,0.0,9
2020-06-20,0.0,6
2020-06-21,0.0,5
2020-06-22,0.0,6
2020-06-23,0.0,1
2020-06-24,1.0,9
2020-06-25,0.0,6
2020-06-26,0.0,8
2020-06-27,0.0,2
2020-06-28,0.0,3
2020-06-29,0.0,2
2020-06-30,0.0,5
2020-07-01,0.0,5
2020-07-02,0.0,4
2020-07-03,0.0,0
2020-07-04,0.0,4
2020-07-05,0.0,2
2020-07-06,0.0,2
2020-07-07,0.0,2
2020-07-08,1.0,2
2020-07-09,0.0,3
2020-07-10,0.0,4
2020-07-11,0.0,0
2020-07-12,0.0,2
2020-07-13,0.0,3
2020-07-14,0.0,4
2020-07-15,0.0,3
2020-07-16,0.0,3
2020-07-17,0.0,1
2020-07-18,0.0,1
2020-07-19,0.0,2
2020-07-20,0.0,0
2020-07-21,0.0,5
2020-07-22,0.0,3
2020-07-23,0.0,6
2020-07-24,0.0,3
2020-07-25,0.0,3
2020-07-26,0.0,3
2020-07-27,0.0,3
2020-07-28,0.0,5
2020-07-29,1.0,3
2020-07-30,0.0,5
2020-07-31,0.0,1
2020-08-01,0.0,6
2020-08-02,0.0,4
2020-08-03,0.0,4
2020-08-04,0.0,10
2020-08-05,0.0,2
2020-08-06,0.0,3
2020-08-07,0.0,3
2020-08-08,1.0,4
2020-08-09,0.0,1
2020-08-10,0.0,4
2020-08-11,1.0,2
2020-08-12,1.0,4
2020-08-13,0.0,6
2020-08-14,0.0,8
