date,healthcare_workers,others
2020-02-24,1.0,15
2020-02-25,0.0,9
2020-02-26,1.0,6
2020-02-27,2.0,15
2020-02-28,1.0,12
2020-02-29,1.0,11
2020-03-01,1.0,21
2020-03-02,3.0,23
2020-03-03,2.0,40
2020-03-04,0.0,25
2020-03-05,0.0,43
2020-03-06,4.0,44
2020-03-07,2.0,55
2020-03-08,2.0,47
2020-03-09,2.0,68
2020-03-10,5.0,67
2020-03-11,6.0,82
2020-03-12,3.0,97
2020-03-13,5.0,105
2020-03-14,7.0,87
2020-03-15,5.0,104
2020-03-16,6.0,144
2020-03-17,4.0,173
2020-03-18,7.0,167
2020-03-19,9.0,164
2020-03-20,6.0,186
2020-03-21,5.0,183
2020-03-22,7.0,124
2020-03-23,5.0,190
2020-03-24,9.0,191
2020-03-25,7.0,146
2020-03-26,10.0,131
2020-03-27,14.0,143
2020-03-28,8.0,113
2020-03-29,3.0,87
2020-03-30,4.0,117
2020-03-31,6.0,89
2020-04-01,6.0,91
2020-04-02,6.0,79
2020-04-03,4.0,57
2020-04-04,9.0,65
2020-04-05,7.0,55
2020-04-06,6.0,68
2020-04-07,8.0,72
2020-04-08,4.0,68
2020-04-09,5.0,69
2020-04-10,3.0,46
2020-04-11,3.0,45
2020-04-12,5.0,42
2020-04-13,2.0,39
2020-04-14,7.0,60
2020-04-15,6.0,34
2020-04-16,0.0,43
2020-04-17,4.0,46
2020-04-18,0.0,39
2020-04-19,2.0,35
2020-04-20,2.0,39
2020-04-21,3.0,37
2020-04-22,4.0,39
2020-04-23,2.0,44
2020-04-24,2.0,36
2020-04-25,4.0,19
2020-04-26,0.0,23
2020-04-27,0.0,29
2020-04-28,0.0,34
2020-04-29,3.0,27
2020-04-30,3.0,21
2020-05-01,1.0,18
2020-05-02,1.0,13
2020-05-03,2.0,13
2020-05-04,2.0,17
2020-05-05,1.0,20
2020-05-06,0.0,12
2020-05-07,0.0,18
2020-05-08,1.0,15
2020-05-09,0.0,12
2020-05-10,1.0,2
2020-05-11,0.0,15
2020-05-12,0.0,8
2020-05-13,0.0,5
2020-05-14,0.0,9
2020-05-15,2.0,8
2020-05-16,0.0,8
2020-05-17,0.0,5
2020-05-18,0.0,3
2020-05-19,0.0,9
2020-05-20,0.0,7
2020-05-21,0.0,3
2020-05-22,0.0,2
2020-05-23,0.0,2
2020-05-24,1.0,1
2020-05-25,0.0,5
2020-05-26,1.0,2
2020-05-27,0.0,2
2020-05-28,0.0,1
2020-05-29,1.0,4
2020-05-30,0.0,0
2020-05-31,0.0,1
2020-06-01,0.0,3
2020-06-02,0.0,4
2020-06-03,0.0,2
2020-06-04,0.0,2
2020-06-05,0.0,3
2020-06-06,0.0,1
2020-06-07,0.0,0
2020-06-08,0.0,2
2020-06-09,0.0,3
2020-06-10,0.0,1
2020-06-11,0.0,2
2020-06-12,0.0,3
2020-06-13,0.0,3
2020-06-14,0.0,0
2020-06-15,0.0,1
2020-06-16,0.0,1
2020-06-17,0.0,0
2020-06-18,0.0,0
2020-06-19,0.0,4
2020-06-20,0.0,0
2020-06-21,0.0,1
2020-06-22,0.0,0
2020-06-23,0.0,0
2020-06-24,0.0,1
2020-06-25,0.0,1
2020-06-26,0.0,1
2020-06-27,0.0,1
2020-06-28,0.0,0
2020-06-29,0.0,3
2020-06-30,1.0,2
2020-07-01,0.0,3
2020-07-02,0.0,1
2020-07-03,0.0,1
2020-07-04,0.0,0
2020-07-05,0.0,1
2020-07-06,1.0,3
2020-07-07,0.0,2
2020-07-08,0.0,1
2020-07-09,0.0,6
2020-07-10,0.0,5
2020-07-11,0.0,3
2020-07-12,0.0,5
2020-07-13,0.0,1
2020-07-14,0.0,4
2020-07-15,0.0,3
2020-07-16,0.0,7
2020-07-17,0.0,8
2020-07-18,0.0,2
2020-07-19,0.0,3
2020-07-20,0.0,0
2020-07-21,0.0,5
2020-07-22,0.0,1
2020-07-23,0.0,6
2020-07-24,0.0,3
2020-07-25,0.0,3
2020-07-26,0.0,3
2020-07-27,1.0,4
2020-07-28,0.0,3
2020-07-29,1.0,6
2020-07-30,0.0,2
2020-07-31,0.0,4
2020-08-01,1.0,6
2020-08-02,0.0,6
2020-08-03,0.0,3
2020-08-04,0.0,7
2020-08-05,0.0,3
2020-08-06,0.0,2
2020-08-07,0.0,5
2020-08-08,0.0,6
2020-08-09,0.0,3
2020-08-10,0.0,6
2020-08-11,0.0,2
2020-08-12,1.0,6
2020-08-13,1.0,7
