date,confirmed,intensive_care,age_class,intensive_care_/_confirmed_14_days_moving_average
2020-01-29,0,,0_9,
2020-01-30,0,,0_9,
2020-01-31,0,,0_9,
2020-02-01,0,,0_9,
2020-02-02,0,,0_9,
2020-02-03,0,,0_9,
2020-02-04,0,,0_9,
2020-02-05,0,,0_9,
2020-02-06,0,,0_9,
2020-02-07,0,,0_9,
2020-02-08,0,,0_9,
2020-02-09,0,,0_9,
2020-02-10,0,,0_9,
2020-02-11,0,,0_9,
2020-02-12,0,,0_9,
2020-02-13,0,,0_9,
2020-02-14,0,,0_9,
2020-02-15,0,,0_9,
2020-02-16,0,,0_9,
2020-02-17,0,,0_9,
2020-02-18,0,,0_9,
2020-02-19,0,,0_9,
2020-02-20,0,0.0,0_9,
2020-02-21,0,0.0,0_9,
2020-02-22,0,0.0,0_9,
2020-02-23,2,0.0,0_9,
2020-02-24,0,0.0,0_9,
2020-02-25,2,0.0,0_9,
2020-02-26,1,0.0,0_9,0.0
2020-02-27,2,0.0,0_9,0.0
2020-02-28,2,0.0,0_9,0.0
2020-02-29,6,0.0,0_9,0.0
2020-03-01,2,0.0,0_9,0.0
2020-03-02,4,0.0,0_9,0.0
2020-03-03,4,0.0,0_9,0.013157894736842105
2020-03-04,7,0.0,0_9,0.011235955056179775
2020-03-05,3,0.0,0_9,0.01020408163265306
2020-03-06,10,0.0,0_9,0.00847457627118644
2020-03-07,5,0.0,0_9,0.007692307692307693
2020-03-08,9,0.0,0_9,0.0070921985815602835
2020-03-09,11,0.0,0_9,0.006060606060606061
2020-03-10,10,1.0,0_9,0.005208333333333333
2020-03-11,14,0.0,0_9,0.0043859649122807015
2020-03-12,11,0.0,0_9,0.0038461538461538464
2020-03-13,22,0.0,0_9,0.0036101083032490976
2020-03-14,18,0.0,0_9,0.0033112582781456954
2020-03-15,13,0.0,0_9,0.003048780487804878
2020-03-16,28,0.0,0_9,0.002770083102493075
2020-03-17,31,0.0,0_9,0.0
2020-03-18,43,0.0,0_9,0.0
2020-03-19,35,0.0,0_9,0.0020876826722338203
2020-03-20,27,0.0,0_9,0.0020491803278688526
2020-03-21,30,0.0,0_9,0.002028397565922921
2020-03-22,35,0.0,0_9,0.005836575875486381
2020-03-23,44,0.0,0_9,0.005703422053231939
2020-03-24,47,0.0,0_9,0.005703422053231939
2020-03-25,60,0.0,0_9,0.005836575875486381
2020-03-26,46,1.0,0_9,0.005825242718446602
2020-03-27,31,0.0,0_9,0.005714285714285714
2020-03-28,23,0.0,0_9,0.005703422053231939
2020-03-29,34,2.0,0_9,0.005940594059405941
2020-03-30,40,0.0,0_9,0.006198347107438017
2020-03-31,31,0.0,0_9,0.006382978723404255
2020-04-01,31,0.0,0_9,0.006741573033707865
2020-04-02,36,0.0,0_9,0.006928406466512702
2020-04-03,37,0.0,0_9,0.00702576112412178
2020-04-04,31,0.0,0_9,0.006928406466512702
2020-04-05,14,0.0,0_9,0.0024271844660194173
2020-04-06,23,0.0,0_9,0.005128205128205128
2020-04-07,33,0.0,0_9,0.005154639175257732
2020-04-08,35,0.0,0_9,0.005208333333333333
2020-04-09,34,1.0,0_9,0.005221932114882507
2020-04-10,25,0.0,0_9,0.005208333333333333
2020-04-11,29,0.0,0_9,0.005390835579514825
2020-04-12,13,0.0,0_9,0.005249343832020997
2020-04-13,18,1.0,0_9,0.005277044854881266
2020-04-14,29,0.0,0_9,0.0053475935828877
2020-04-15,27,0.0,0_9,0.005291005291005291
2020-04-16,35,0.0,0_9,0.0026954177897574125
2020-04-17,38,0.0,0_9,0.002680965147453083
2020-04-18,18,0.0,0_9,0.0027624309392265192
2020-04-19,24,0.0,0_9,0.002793296089385475
2020-04-20,21,0.0,0_9,0.0
2020-04-21,28,0.0,0_9,0.0
2020-04-22,39,0.0,0_9,0.002793296089385475
2020-04-23,27,0.0,0_9,0.0029411764705882353
2020-04-24,27,0.0,0_9,0.0031847133757961785
2020-04-25,18,0.0,0_9,0.003205128205128205
2020-04-26,9,0.0,0_9,0.003289473684210526
2020-04-27,21,0.0,0_9,0.0033444816053511705
2020-04-28,26,0.0,0_9,0.0034129692832764505
2020-04-29,27,1.0,0_9,0.0035087719298245615
2020-04-30,17,0.0,0_9,0.0035587188612099642
2020-05-01,12,0.0,0_9,0.0036900369003690036
2020-05-02,16,0.0,0_9,0.0037593984962406013
2020-05-03,16,0.0,0_9,0.0037735849056603774
2020-05-04,16,0.0,0_9,0.003861003861003861
2020-05-05,22,0.0,0_9,0.00392156862745098
2020-05-06,31,0.0,0_9,0.0
2020-05-07,23,0.0,0_9,0.0
2020-05-08,17,0.0,0_9,0.004081632653061225
2020-05-09,13,0.0,0_9,0.004201680672268907
2020-05-10,8,0.0,0_9,0.004347826086956522
2020-05-11,15,0.0,0_9,0.004545454545454545
2020-05-12,22,0.0,0_9,0.004739336492890996
2020-05-13,17,0.0,0_9,0.005263157894736842
2020-05-14,20,0.0,0_9,0.010869565217391304
2020-05-15,9,1.0,0_9,0.010810810810810811
2020-05-16,9,0.0,0_9,0.011111111111111112
2020-05-17,8,0.0,0_9,0.011428571428571429
2020-05-18,6,0.0,0_9,0.012048192771084338
2020-05-19,13,0.0,0_9,0.012658227848101266
2020-05-20,10,0.0,0_9,0.013422818791946308
2020-05-21,17,1.0,0_9,0.02027027027027027
2020-05-22,18,0.0,0_9,0.013333333333333334
2020-05-23,8,0.0,0_9,0.013888888888888888
2020-05-24,3,0.0,0_9,0.014705882352941176
2020-05-25,6,0.0,0_9,0.014285714285714285
2020-05-26,14,0.0,0_9,0.015625
2020-05-27,8,0.0,0_9,0.016260162601626018
2020-05-28,19,1.0,0_9,0.008547008547008548
2020-05-29,11,0.0,0_9,0.008771929824561403
2020-05-30,3,0.0,0_9,0.009174311926605505
2020-05-31,0,0.0,0_9,0.009174311926605505
2020-06-01,10,0.0,0_9,0.009345794392523364
2020-06-02,1,0.0,0_9,0.009523809523809525
2020-06-03,5,0.0,0_9,0.009345794392523364
2020-06-04,11,0.0,0_9,0.0
2020-06-05,15,0.0,0_9,0.0
2020-06-06,3,0.0,0_9,0.0
2020-06-07,3,0.0,0_9,0.0
2020-06-08,4,0.0,0_9,0.0
2020-06-09,12,0.0,0_9,0.0
2020-06-10,10,0.0,0_9,0.0
2020-06-11,18,0.0,0_9,0.0
2020-06-12,11,0.0,0_9,0.0
2020-06-13,9,0.0,0_9,0.0
2020-06-14,4,0.0,0_9,0.0
2020-06-15,14,0.0,0_9,0.0
2020-06-16,8,0.0,0_9,0.0
2020-06-17,12,0.0,0_9,0.0
2020-06-18,7,0.0,0_9,0.0
2020-06-19,14,0.0,0_9,0.0
2020-06-20,9,0.0,0_9,0.0
2020-06-21,2,0.0,0_9,0.0
2020-06-22,8,0.0,0_9,0.0
2020-06-23,13,0.0,0_9,0.0
2020-06-24,7,0.0,0_9,0.0
2020-06-25,8,0.0,0_9,0.0
2020-06-26,10,0.0,0_9,0.0
2020-06-27,5,0.0,0_9,0.0
2020-06-28,1,0.0,0_9,0.0
2020-06-29,8,0.0,0_9,0.0
2020-06-30,5,0.0,0_9,0.0
2020-07-01,12,0.0,0_9,0.0
2020-07-02,9,0.0,0_9,0.0
2020-07-03,13,0.0,0_9,0.0
2020-07-04,10,0.0,0_9,0.0
2020-07-05,1,0.0,0_9,0.0
2020-07-06,16,0.0,0_9,0.0
2020-07-07,18,0.0,0_9,0.0
2020-07-08,22,0.0,0_9,0.0
2020-07-09,7,0.0,0_9,0.0
2020-07-10,18,0.0,0_9,0.0
2020-07-11,9,0.0,0_9,0.0
2020-07-12,9,0.0,0_9,0.0
2020-07-13,13,0.0,0_9,0.0
2020-07-14,13,0.0,0_9,0.0
2020-07-15,6,0.0,0_9,0.0
2020-07-16,19,0.0,0_9,0.0
2020-07-17,17,0.0,0_9,0.0
2020-07-18,10,0.0,0_9,0.0
2020-07-19,4,0.0,0_9,0.0
2020-07-20,12,0.0,0_9,0.0
2020-07-21,11,0.0,0_9,0.0
2020-07-22,28,0.0,0_9,0.0
2020-07-23,16,0.0,0_9,0.0
2020-07-24,23,0.0,0_9,0.0
2020-07-25,15,0.0,0_9,0.0
2020-07-26,7,0.0,0_9,0.0
2020-07-27,25,0.0,0_9,0.0
2020-07-28,19,0.0,0_9,0.0
2020-07-29,18,0.0,0_9,0.0
2020-07-30,13,0.0,0_9,0.0
2020-07-31,26,0.0,0_9,0.0
2020-08-01,9,0.0,0_9,0.0
2020-08-02,7,0.0,0_9,0.0
2020-08-03,12,0.0,0_9,0.0
2020-08-04,16,0.0,0_9,0.0
2020-08-05,27,0.0,0_9,0.0
2020-08-06,19,0.0,0_9,0.0
2020-08-07,22,0.0,0_9,0.0034965034965034965
2020-08-08,31,0.0,0_9,0.0034129692832764505
2020-08-09,9,0.0,0_9,0.003436426116838488
2020-08-10,30,0.0,0_9,0.003246753246753247
2020-08-11,35,0.0,0_9,0.0029411764705882353
2020-08-12,23,0.0,0_9,0.0029239766081871343
2020-08-13,17,0.0,0_9,0.002890173410404624
2020-08-14,29,1.0,0_9,0.002793296089385475
2020-08-15,16,0.0,0_9,0.0028169014084507044
2020-08-16,5,0.0,0_9,0.0027624309392265192
2020-08-17,29,0.0,0_9,0.005361930294906166
2020-08-18,48,0.0,0_9,0.005249343832020997
2020-08-19,29,0.0,0_9,0.004819277108433735
2020-08-20,23,0.0,0_9,0.004484304932735426
2020-08-21,34,0.0,0_9,0.0021413276231263384
2020-08-22,28,0.0,0_9,0.004106776180698152
2020-08-23,16,0.0,0_9,0.003913894324853229
2020-08-24,41,1.0,0_9,0.003703703703703704
2020-08-25,43,0.0,0_9,0.0036900369003690036
2020-08-26,57,0.0,0_9,0.003484320557491289
2020-08-27,48,0.0,0_9,0.0031446540880503146
2020-08-28,50,0.0,0_9,0.0029239766081871343
2020-08-29,36,1.0,0_9,0.0027359781121751026
2020-08-30,29,0.0,0_9,0.0026702269692923898
2020-08-31,58,0.0,0_9,0.0012903225806451613
2020-09-01,50,0.0,0_9,0.0012376237623762376
2020-09-02,61,0.0,0_9,0.0011933174224343676
2020-09-03,85,0.0,0_9,0.0011160714285714285
2020-09-04,82,0.0,0_9,0.001075268817204301
2020-09-05,75,0.0,0_9,0.0
2020-09-06,34,0.0,0_9,0.0
2020-09-07,67,0.0,0_9,0.0
2020-09-08,76,0.0,0_9,0.0
2020-09-09,87,0.0,0_9,0.0
2020-09-10,106,0.0,0_9,0.0
2020-09-11,84,0.0,0_9,0.0
2020-09-12,73,0.0,0_9,0.0
2020-09-13,33,0.0,0_9,0.0
2020-09-14,95,0.0,0_9,0.0
2020-09-15,103,0.0,0_9,0.0
2020-09-16,61,0.0,0_9,0.0
2020-09-17,111,0.0,0_9,0.0
2020-09-18,121,0.0,0_9,0.0
2020-09-19,80,0.0,0_9,0.0
2020-09-20,34,0.0,0_9,0.0
2020-09-21,114,0.0,0_9,0.0007246376811594203
2020-09-22,122,0.0,0_9,0.0007022471910112359
2020-09-23,107,0.0,0_9,0.0013131976362442547
2020-09-24,102,0.0,0_9,0.001265022137887413
2020-09-25,152,0.0,0_9,0.0011883541295306002
2020-09-26,86,0.0,0_9,0.0016797312430011197
2020-09-27,53,0.0,0_9,0.0016242555495397943
2020-09-28,134,1.0,0_9,0.0015
2020-09-29,147,0.0,0_9,0.0013914656771799629
2020-09-30,160,1.0,0_9,0.0012547051442910915
2020-10-01,169,0.0,0_9,0.0011476664116296864
2020-10-02,223,0.0,0_9,0.001052262364082778
2020-10-03,183,1.0,0_9,0.0009724473257698541
2020-10-04,95,0.0,0_9,0.0009299442033477991
2020-10-05,267,0.0,0_9,0.0008333333333333334
2020-10-06,278,0.0,0_9,0.0007541478129713424
2020-10-07,342,0.0,0_9,0.000683371298405467
2020-10-08,325,0.0,0_9,0.000837696335078534
2020-10-09,389,0.0,0_9,0.0007667241709794901
2020-10-10,320,0.0,0_9,0.0007135212272565109
2020-10-11,194,0.0,0_9,0.0006845798391237378
2020-10-12,508,1.0,0_9,0.0006357279084551812
2020-10-13,525,0.0,0_9,0.0005875440658049354
2020-10-14,572,1.0,0_9,0.0008184422316191515
2020-10-15,554,1.0,0_9,0.0007550018875047187
2020-10-16,665,0.0,0_9,0.0009277513626348139
2020-10-17,572,1.0,0_9,0.0009821038847664775
2020-10-18,332,0.0,0_9,0.0009565309809756616
2020-10-19,716,0.0,0_9,0.0008030515960650472
2020-10-20,794,0.0,0_9,0.0007523039307880384
2020-10-21,865,2.0,0_9,0.0007077140835102619
2020-10-22,941,0.0,0_9,0.0006722124191244433
2020-10-23,1065,2.0,0_9,0.0008762845534931889
2020-10-24,861,1.0,0_9,0.0007631257631257631
2020-10-25,439,0.0,0_9,0.0008283132530120482
2020-10-26,1061,0.0,0_9,0.0007941664861742835
2020-10-27,1197,0.0,0_9,0.0008246855886193388
2020-10-28,1242,1.0,0_9,0.000661638216223369
2020-10-29,1151,1.0,0_9,0.0007028304900645326
2020-10-30,1317,3.0,0_9,0.0006821282401091405
2020-10-31,1123,0.0,0_9,0.0007259088984332467
2020-11-01,508,1.0,0_9,0.0007199424046076314
2020-11-02,1287,0.0,0_9,0.0007047216349541931
2020-11-03,1494,1.0,0_9,0.0008083607598591143
2020-11-04,1428,0.0,0_9,0.0008595988538681948
2020-11-05,1478,1.0,0_9,0.0007900231363918515
2020-11-06,1540,2.0,0_9,0.0006702038536721586
2020-11-07,1266,2.0,0_9,0.0006669260267881954
2020-11-08,576,0.0,0_9,0.0006661855326708489
2020-11-09,1421,0.0,0_9,0.0007706280618704243
2020-11-10,1488,2.0,0_9,0.0007769145394006659
2020-11-11,1373,2.0,0_9,0.0007850173825277559
2020-11-12,1422,0.0,0_9,0.0008548469823901521
2020-11-13,1501,1.0,0_9,0.0008722451590393673
2020-11-14,1211,0.0,0_9,0.0007722925206439732
2020-11-15,528,1.0,0_9,0.0007776514924926722
2020-11-16,1441,2.0,0_9,0.0007898894154818325
2020-11-17,1347,1.0,0_9,0.0006838244436155664
2020-11-18,1242,0.0,0_9,0.0005721187464242578
2020-11-19,1191,2.0,0_9,0.0005889281507656066
2020-11-20,1190,2.0,0_9,0.000538829393143396
2020-11-21,902,0.0,0_9,0.0005513819008891033
2020-11-22,460,0.0,0_9,0.0004876349703935911
2020-11-23,1162,0.0,0_9,0.00035796105383734247
2020-11-24,1116,0.0,0_9,0.00029394473838918284
2020-11-25,1018,0.0,0_9,0.0003766194636938837
2020-11-26,973,0.0,0_9,0.000386010962711341
2020-11-27,1066,0.0,0_9,0.00023653709690136404
2020-11-28,873,0.0,0_9,0.0002384358607534573
2020-11-29,374,0.0,0_9,0.00024168210746797713
2020-11-30,1054,0.0,0_9,0.00024644705495769324
2020-12-01,987,0.0,0_9,0.0003503240497460151
2020-12-02,910,1.0,0_9,0.0003548301250776191
2020-12-03,868,2.0,0_9,0.00044951901465431986
2020-12-04,920,0.0,0_9,0.0005483458234326449
2020-12-05,801,0.0,0_9,0.0006484483557202408
2020-12-06,291,0.0,0_9,0.000655307994757536
2020-12-07,922,0.0,0_9,0.0007618322064565279
2020-12-08,361,1.0,0_9,0.0007720517274657402
2020-12-09,873,0.0,0_9,0.0007820136852394917
2020-12-10,823,1.0,0_9,0.0007944389275074479
2020-12-11,885,1.0,0_9,0.0008084074373484236
2020-12-12,726,1.0,0_9,0.0008235536339304097
2020-12-13,261,0.0,0_9,0.0008175779253960143
2020-12-14,873,1.0,0_9,0.0008221148905559552
2020-12-15,848,0.0,0_9,0.0006809338521400778
2020-12-16,778,1.0,0_9,0.0006831934413429631
2020-12-17,708,2.0,0_9,0.0005896805896805897
2020-12-18,746,0.0,0_9,0.0005269259142164611
2020-12-19,619,0.0,0_9,0.0004381161007667032
2020-12-20,362,0.0,0_9,0.00043346337234503684
2020-12-21,868,0.0,0_9,0.00032683298834295673
2020-12-22,910,0.0,0_9,0.0003205128205128205
2020-12-23,839,0.0,0_9,0.00031279324366593683
2020-12-24,752,0.0,0_9,0.00010301844030081384
2020-12-25,199,0.0,0_9,0.00010837758751490192
2020-12-26,367,0.0,0_9,0.00010634903754121025
2020-12-27,359,0.0,0_9,0.00010605578534309046
2020-12-28,824,0.0,0_9,0.00020909566126502875
2020-12-29,1029,0.0,0_9,0.00020688941760628945
2020-12-30,1009,1.0,0_9,0.00021637996321540625
2020-12-31,824,0.0,0_9,0.00021177467174925878
2021-01-01,266,0.0,0_9,0.00019642506383814575
2021-01-02,795,0.0,0_9,0.0001887148518588413
2021-01-03,388,0.0,0_9,0.00018866144703329874
2021-01-04,1004,1.0,0_9,0.00018987942656413178
2021-01-05,1012,0.0,0_9,0.0001945714563673509
2021-01-06,415,0.0,0_9,0.00019857029388403494
2021-01-07,953,0.0,0_9,0.00020060180541624874
2021-01-08,937,0.0,0_9,0.0001915892326851231
2021-01-09,783,0.0,0_9,0.00019425019425019425
2021-01-10,362,0.0,0_9,0.00019605920988138416
2021-01-11,756,0.0,0_9,9.972078181092939e-5
2021-01-12,775,0.0,0_9,0.0002037282265457879
2021-01-13,802,1.0,0_9,0.00019563728846718183
2021-01-14,722,0.0,0_9,0.00019922303018228907
2021-01-15,735,0.0,0_9,0.0002994908655286014
2021-01-16,652,0.0,0_9,0.0002988345452734336
2021-01-17,293,0.0,0_9,0.000498355427090601
2021-01-18,831,0.0,0_9,0.0005828638041577618
2021-01-19,801,1.0,0_9,0.0006641366223908918
2021-01-20,821,0.0,0_9,0.0005624824224242992
2021-01-21,769,0.0,0_9,0.0005569996286669142
2021-01-22,915,1.0,0_9,0.0006344027551205366
2021-01-23,805,0.0,0_9,0.0006213936972924988
2021-01-24,356,2.0,0_9,0.0006185931424531637
2021-01-25,1017,1.0,0_9,0.0006968034143367303
2021-01-26,1021,1.0,0_9,0.0005963029218843172
2021-01-27,929,0.0,0_9,0.000589572980712541
2021-01-28,827,0.0,0_9,0.0006628552489850029
2021-01-29,997,1.0,0_9,0.000572737686139748
2021-01-30,883,0.0,0_9,0.0005696151029375865
2021-01-31,344,0.0,0_9,0.00040657017401203447
2021-02-01,996,1.0,0_9,0.00040384460059769
2021-02-02,1059,0.0,0_9,0.0003228410008071025
2021-02-03,955,0.0,0_9,0.00040112314480545525
2021-02-04,965,1.0,0_9,0.0003951007506914263
2021-02-05,1068,0.0,0_9,0.00031643066213116053
2021-02-06,872,0.0,0_9,0.000318775900541919
2021-02-07,365,0.0,0_9,0.0003184713375796178
2021-02-08,1100,1.0,0_9,0.0003174099349309633
2021-02-09,1030,0.0,0_9,0.0004004485023226013
2021-02-10,1004,1.0,0_9,0.00039866050071758893
2021-02-11,1017,0.0,0_9,0.00031710797526557794
2021-02-12,983,0.0,0_9,0.00031548229355627414
2021-02-13,790,0.0,0_9,0.0003131360576170346
2021-02-14,356,0.0,0_9,0.0003114779629341224
2021-02-15,1038,1.0,0_9,0.00030663089306247603
2021-02-16,943,1.0,0_9,0.00037741545893719806
2021-02-17,1011,0.0,0_9,0.0002949417490045716
2021-02-18,1037,0.0,0_9,0.00028808066258552396
2021-02-19,1133,0.0,0_9,0.00027921262041044257
2021-02-20,967,0.0,0_9,0.000272090333990885
2021-02-21,433,0.0,0_9,0.00026831231553528306
2021-02-22,1303,1.0,0_9,0.0002589164347206939
2021-02-23,1233,1.0,0_9,0.00018612731108077926
2021-02-24,1318,0.0,0_9,0.0001792864399689237
2021-02-25,1340,0.0,0_9,0.00023136098097055932
2021-02-26,1424,0.0,0_9,0.00022311468094600624
2021-02-27,1165,0.0,0_9,0.000219514872132587
2021-02-28,563,0.0,0_9,0.00021654395842355997
2021-03-01,1579,1.0,0_9,0.000213903743315508
2021-03-02,1612,0.0,0_9,0.00015731515469323546
2021-03-03,1626,0.0,0_9,0.00015487867836861126
2021-03-04,1593,1.0,0_9,0.0001518987341772152
2021-03-05,1772,0.0,0_9,0.00015019525382997898
2021-03-06,1261,0.0,0_9,0.00014807502467917077
2021-03-07,683,0.0,0_9,0.0001477905315532785
2021-03-08,1531,1.0,0_9,9.887773767736194e-5
2021-03-09,1603,0.0,0_9,9.915716410510659e-5
2021-03-10,1618,0.0,0_9,9.976057462090982e-5
2021-03-11,1720,0.0,0_9,5.012028869286287e-5
2021-03-12,1648,0.0,0_9,0.00010197318105338296
2021-03-13,1451,0.0,0_9,0.00010234367004400778
2021-03-14,602,0.0,0_9,0.00010282776349614396
2021-03-15,1507,0.0,0_9,5.163688939378292e-5
2021-03-16,1555,0.0,0_9,5.2145799655837725e-5
2021-03-17,1504,0.0,0_9,5.290445455507354e-5
2021-03-18,1497,0.0,0_9,5.400442836312577e-5
2021-03-19,1433,1.0,0_9,0.0001094391244870041
2021-03-20,1190,0.0,0_9,0.00011160091512750405
2021-03-21,591,0.0,0_9,0.00011206365215442371
2021-03-22,1447,0.0,0_9,0.00011328235627301047
2021-03-23,1414,0.0,0_9,0.00011455409817286213
2021-03-24,1343,0.0,0_9,0.00011576083810846791
2021-03-25,1335,0.0,0_9,0.00011677468324867169
2021-03-26,1406,1.0,0_9,5.876476464711759e-5
2021-03-27,1097,0.0,0_9,5.930494603249911e-5
2021-03-28,528,0.0,0_9,6.0284543043163735e-5
2021-03-29,1315,0.0,0_9,6.403688524590164e-5
2021-03-30,1359,0.0,0_9,6.48046140885231e-5
2021-03-31,1322,0.0,0_9,6.533812479581836e-5
2021-04-01,1347,0.0,0_9,6.584145377929945e-5
2021-04-02,1323,0.0,0_9,0.0
2021-04-03,1035,0.0,0_9,0.0
2021-04-04,317,0.0,0_9,0.0
2021-04-05,475,0.0,0_9,0.0
2021-04-06,1229,0.0,0_9,0.0
2021-04-07,1217,0.0,0_9,6.788866259334691e-5
2021-04-08,1218,0.0,0_9,6.868131868131868e-5
2021-04-09,1190,0.0,0_9,6.898454746136865e-5
2021-04-10,1098,0.0,0_9,6.879944960440316e-5
2021-04-11,592,0.0,0_9,6.797172376291462e-5
2021-04-12,1203,0.0,0_9,6.423432682425488e-5
2021-04-13,1254,0.0,0_9,0.00012636633600808745
2021-04-14,1232,1.0,0_9,0.0001250859966226781
2021-04-15,1177,0.0,0_9,0.00012276717205819164
2021-04-16,1259,0.0,0_9,0.00012072191706404298
2021-04-17,1074,0.0,0_9,0.00011871549830830414
2021-04-18,494,0.0,0_9,0.00011881423394522664
2021-04-19,1331,0.0,0_9,0.000117212682412237
2021-04-20,1488,1.0,0_9,0.00011611030478955007
2021-04-21,1379,0.0,0_9,5.750431282346176e-5
2021-04-22,1520,0.0,0_9,5.696058327637275e-5
2021-04-23,1466,0.0,0_9,5.639203744431286e-5
2021-04-24,1378,0.0,0_9,5.76734529096257e-5
2021-04-25,578,0.0,0_9,5.7723389517432465e-5
2021-04-26,1433,0.0,0_9,5.79139398853304e-5
2021-04-27,1416,0.0,0_9,0.0
2021-04-28,1397,0.0,0_9,0.0
2021-04-29,1343,0.0,0_9,0.0
2021-04-30,1436,0.0,0_9,0.0
2021-05-01,680,0.0,0_9,0.0
2021-05-02,479,0.0,0_9,0.0
2021-05-03,1274,0.0,0_9,0.0
2021-05-04,1152,0.0,0_9,7.226477814713109e-5
2021-05-05,1144,0.0,0_9,7.572889057175312e-5
2021-05-06,996,0.0,0_9,7.942811755361398e-5
2021-05-07,1015,0.0,0_9,8.486803021301876e-5
2021-05-08,823,0.0,0_9,8.580744808649391e-5
2021-05-09,399,0.0,0_9,8.769622029290537e-5
2021-05-10,893,0.0,0_9,9.354536950420954e-5
2021-05-11,807,1.0,0_9,9.919650828290844e-5
2021-05-12,764,0.0,0_9,0.00010630381630700542
2021-05-13,728,0.0,0_9,0.00011326311020500623
2021-05-14,629,0.0,0_9,0.00012093360744951022
2021-05-15,551,0.0,0_9,0.0001283532280836863
2021-05-16,228,0.0,0_9,0.00013308490817141337
2021-05-17,561,0.0,0_9,0.0001429388221841052
2021-05-18,543,0.0,0_9,0.0
2021-05-19,470,0.0,0_9,0.0003264240248082259
2021-05-20,418,0.0,0_9,0.0003511852502194908
2021-05-21,455,0.0,0_9,0.00037292560134253216
2021-05-22,345,0.0,0_9,0.00039635354736424893
2021-05-23,122,0.0,0_9,0.0004070832485243232
2021-05-24,375,0.0,0_9,0.0004329004329004329
2021-05-25,371,0.0,0_9,0.0004601932811780948
2021-05-26,331,2.0,0_9,0.0005025125628140704
2021-05-27,296,0.0,0_9,0.000523149359142035
2021-05-28,297,0.0,0_9,0.00055005500550055
2021-05-29,234,0.0,0_9,0.0005757052389176742
2021-05-30,95,0.0,0_9,0.0005798782255726297
2021-05-31,268,0.0,0_9,0.0006082725060827251
2021-06-01,269,0.0,0_9,0.0009718172983479105
2021-06-02,104,0.0,0_9,0.00034281796366129587
2021-06-03,261,0.0,0_9,0.00036010082823190496
2021-06-04,268,0.0,0_9,0.00037965072133637056
2021-06-05,183,0.0,0_9,0.00040064102564102563
2021-06-06,97,0.0,0_9,0.0004065040650406504
2021-06-07,214,0.0,0_9,0.00042735042735042735
2021-06-08,170,1.0,0_9,0.00045682960255824577
2021-06-09,161,0.0,0_9,0.0004597701149425287
2021-06-10,156,0.0,0_9,0.0009930486593843098
2021-06-11,154,0.0,0_9,0.0010857763300760044
2021-06-12,96,0.0,0_9,0.0011594202898550724
2021-06-13,59,0.0,0_9,0.0012121212121212121
2021-06-14,148,0.0,0_9,0.0013063357282821686
2021-06-15,118,0.0,0_9,0.0006997900629811056
2021-06-16,90,0.0,0_9,0.0007621951219512195
2021-06-17,100,1.0,0_9,0.0008223684210526315
2021-06-18,96,0.0,0_9,0.0008896797153024911
2021-06-19,66,0.0,0_9,0.0009208103130755065
2021-06-20,22,0.0,0_9,0.0009578544061302681
2021-06-21,95,0.0,0_9,0.0010438413361169101
2021-06-22,68,0.0,0_9,0.0011325028312570782
2021-06-23,44,0.0,0_9,0.0011723329425556857
2021-06-24,60,0.0,0_9,0.0
2021-06-25,62,0.0,0_9,0.0
2021-06-26,58,0.0,0_9,0.0
2021-06-27,17,0.0,0_9,0.0
2021-06-28,62,0.0,0_9,0.0
2021-06-29,43,0.0,0_9,0.0
2021-06-30,60,0.0,0_9,0.0
2021-07-01,55,0.0,0_9,0.0
2021-07-02,75,0.0,0_9,0.0
2021-07-03,60,0.0,0_9,0.0
2021-07-04,22,0.0,0_9,0.0011641443538998836
2021-07-05,64,0.0,0_9,0.0011261261261261261
2021-07-06,69,0.0,0_9,0.0010471204188481676
2021-07-07,65,0.0,0_9,0.00099601593625498
2021-07-08,61,0.0,0_9,0.0009115770282588879
2021-07-09,87,0.0,0_9,0.000864304235090752
2021-07-10,97,0.0,0_9,0.0008103727714748784
2021-07-11,39,1.0,0_9,0.0007704160246533128
2021-07-12,91,0.0,0_9,0.0007012622720897616
2021-07-13,110,0.0,0_9,0.0006265664160401002
2021-07-14,109,0.0,0_9,0.0005577244841048522
2021-07-15,148,0.0,0_9,0.0010090817356205853
2021-07-16,135,0.0,0_9,0.0009220839096357768
2021-07-17,137,0.0,0_9,0.0008673026886383347
2021-07-18,86,0.0,0_9,0.0004139072847682119
2021-07-19,192,0.0,0_9,0.0003699593044765076
2021-07-20,239,0.0,0_9,0.0003363605785401951
2021-07-21,262,0.0,0_9,0.00031318509238960227
2021-07-22,250,1.0,0_9,0.00029507229271171436
2021-07-23,274,0.0,0_9,0.00027495188342040145
2021-07-24,234,0.0,0_9,0.00026198585276395077
2021-07-25,149,0.0,0_9,0.0002552974214960429
2021-07-26,378,0.0,0_9,0.00023866348448687351
2021-07-27,380,0.0,0_9,0.0002260397830018083
2021-07-28,329,0.0,0_9,0.00021640337589266391
2021-07-29,344,0.0,0_9,0.0
2021-07-30,383,0.0,0_9,0.0
2021-07-31,317,0.0,0_9,0.0
2021-08-01,186,0.0,0_9,0.0
2021-08-02,465,0.0,0_9,0.0
2021-08-03,473,0.0,0_9,0.0
2021-08-04,459,0.0,0_9,0.0
